	object	relation	subject_external_db	subject_external_id	subject_name
3403	fan-shaped neuron	is_a	neuprint_JRC	1106857669	FB4B^FB04b(NO2)_R
3404	extrinsic ring neuron	is_a	neuprint_JRC	1005710800	ExR7(ring)_L
3405	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	387364605	EPG(PB08)_L3
3406	lobula columnar neuron LC10	is_a	neuprint_JRC	1048125254	LC10
3407	fan-shaped neuron	is_a	neuprint_JRC	1070107554	FB5R^FB05t_L
3408	fan-shaped neuron	is_a	neuprint_JRC	948035783	FB5S^FB05u_L
3409	mushroom body medial lobe arborizing neuron 2	is_a	neuprint_JRC	5813020424	PAM12(y3)_L
3410	CCP-VMP-PB neuron	is_a	neuprint_JRC	1035640810	IbSpsP(PB17)_R2/3
3411	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1410451151	PFNp_b(PB01b)_R6_C5
3412	gamma dorsal Kenyon cell	is_a	neuprint_JRC	5812982657	KCg-d
3413	fan-shaped neuron	is_a	neuprint_JRC	988909130	FB5V^FB04Ba_R
3414	PB-FB-NO subunit 3 medial domain neuron	is_a	neuprint_JRC	1661799601	PFNm_a(PB02a)_L3_C2
3415	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	880526308	PFNp_d(PB01a)_L_C3_irreg
3416	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	5812994149	PFNp_c(PB01c)_L3_C2
3417	PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	943955813	PFR_b(PB11b)_L3_C3
3418	fan-shaped neuron	is_a	neuprint_JRC	1012479469	FB5S^FB05u_L
3419	lobula columnar neuron LC10	is_a	neuprint_JRC	986063833	LC10
3420	lobula columnar neuron LC24	is_a	neuprint_JRC	1346788757	LC24
3421	mushroom body medial lobe arborizing neuron 2	is_a	neuprint_JRC	1205090786	PAM12(y3)_R
3422	lobula columnar neuron LC10	is_a	neuprint_JRC	1657516638	LC10
3423	lobula columnar neuron LC10	is_a	neuprint_JRC	1046734991	LC10
3424	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1536326457	PFNp_b(PB01b)_R4_C7
3425	PB-FB-NO subunit 2 dorsal domain neuron	is_a	neuprint_JRC	817346903	PFNd(PB04)_R7_C3
3426	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	633201022	PFNp_b(PB01b)_R4_C7
3427	lobula columnar neuron LC10	is_a	neuprint_JRC	1018804242	LC10
3428	lobula columnar neuron LC24	is_a	neuprint_JRC	979567244	LC24
3429	lobula columnar neuron LC10	is_a	neuprint_JRC	987104744	LC10
3430	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1472866173	PFNp_b(PB01b)_R7_C4
3431	medulla columnar neuron MC63	is_a	neuprint_JRC	984018803	MC64
3432	lobula columnar neuron LC10	is_a	neuprint_JRC	986763734	LC10
3433	PB-FB-NO subunit 3 medial domain neuron	is_a	neuprint_JRC	633895972	PFNm_b(PB02b)_R3_C8
3434	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	758419409	EPG(PB08)_L3
3435	vertical fiber system neuron	is_a	neuprint_JRC	979752365	PFL2(PB12b)_L3_C7
3436	fan-shaped neuron	is_a	neuprint_JRC	1008037566	FB5U^FB05w_L
3437	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	851170296	PFNp_b(PB01b)_L3_C2
3438	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1410801066	PFNp_d(PB01a)_R5_C6
3439	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	789104870	PFNp_b(PB01b)_L3_C2
3440	lobula columnar neuron LC10	is_a	neuprint_JRC	1563372679	LC10
3441	medulla columnar neuron MC61	is_a	neuprint_JRC	1047425857	MC61
3442	PB-FB-NO subunit 3 medial domain neuron	is_a	neuprint_JRC	1504924440	PFNm_a(PB02a)_R7_C4
3443	lobula columnar neuron LC10	is_a	neuprint_JRC	1228817231	LC10
3444	lobula columnar neuron LC10	is_a	neuprint_JRC	1017797863	LC10
3445	PB-FB-NO subunit 3 anterior domain neuron	is_a	neuprint_JRC	696336849	PFNa(PB03)_L3_C2
3446	lobula columnar neuron LC10	is_a	neuprint_JRC	1017793356	LC10
3447	medulla columnar neuron	is_a	neuprint_JRC	5813013769	MC65(lVLPT8)_R
3448	gamma dorsal Kenyon cell	is_a	neuprint_JRC	723508086	KCg-d
3449	gamma dorsal Kenyon cell	is_a	neuprint_JRC	1004514714	KCg-d
3450	fan-shaped neuron	is_a	neuprint_JRC	1112777131	FB4F_a^FB04f_L
3451	extrinsic ring neuron	is_a	neuprint_JRC	1259386264	ExR7(ring)_R
3452	PB 1 glomerulus-FB layers 3 and 6-ventral gall neuron	is_a	neuprint_JRC	5813048755	PFGs(PB10)_R3_C7
3453	lobula columnar neuron LC10	is_a	neuprint_JRC	1080519686	LC10
3454	pb-eb-no neuron	is_a	neuprint_JRC	1002507131	PEN_a(PB06a)_R7
3455	lobula columnar neuron LC10	is_a	neuprint_JRC	1017802759	LC10
3456	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1472520245	PFNp_d(PB01a)_R4_C7
3457	fan-shaped neuron	is_a	neuprint_JRC	5813061541	FB4G^FB04h_L
3458	gamma dorsal Kenyon cell	is_a	neuprint_JRC	5813070270	KCg-d
3459	mushroom body medial lobe arborizing neuron 2	is_a	neuprint_JRC	1141678665	PAM12(y3)_R
3460	gamma dorsal Kenyon cell	is_a	neuprint_JRC	5813090997	KCg-d
3461	adult fruitless aSP10 neuron	is_a	neuprint_JRC	1386098182	aSP10A_R
3462	fan-shaped neuron	is_a	neuprint_JRC	988269593	FB4E^FB04f_L
3463	PB-FB-NO subunit 2 ventral domain neuron	is_a	neuprint_JRC	911504689	PFNv(PB05)_R3_C8
3464	fan-shaped neuron	is_a	neuprint_JRC	1074860678	FB4Z^FB04Bd_R
3465	extrinsic ring neuron	is_a	neuprint_JRC	541127846	ExR5(ring)_L
3466	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	1002507159	EPG(PB08)_R7
3467	lobula columnar neuron LC10	is_a	neuprint_JRC	5812986560	LC10
3468	lobula columnar neuron LC10	is_a	neuprint_JRC	1017781118	LC10
3469	mushroom body output neuron 2	is_a	neuprint_JRC	5813022341	MBON02(B2B'2a)_L
3470	PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	974645472	PFR_a(PB11a)_L3_C3
3471	PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	1748117714	(ADM01)_L
3472	gamma dorsal Kenyon cell	is_a	neuprint_JRC	815222743	KCg-d
3473	adult fruitless aSP-k (female) neuron	is_a	neuprint_JRC	1197449936	aSP8(aSP8a)_R
3474	dopaminergic PAM neuron 13	is_a	neuprint_JRC	987997896	PAM13(B'1ap)_L
3475	medulla columnar neuron MC63	is_a	neuprint_JRC	891927856	MC64
3476	fan-shaped neuron	is_a	neuprint_JRC	1287360108	FB2K^FB02v_R
3477	lobula columnar neuron LC10	is_a	neuprint_JRC	5813016987	LC10
3478	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	572166953	PFNp_b(PB01b)_R3_C8
3479	pb-eb-no neuron	is_a	neuprint_JRC	570461892	PEN_a(PB06a)_R3
3480	lobula columnar neuron LC10	is_a	neuprint_JRC	1016403512	LC10
3481	adult moonwalker descending neuron	is_a	neuprint_JRC	5813021075	MDN_R
3482	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	1002852791	EPG(PB08)_R7
3483	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	1011728599	(MBDLaxon1)
3484	fan-shaped neuron	is_a	neuprint_JRC	1043514011	FB4Z^FB04Bd_L
3485	lobula columnar neuron LC24	is_a	neuprint_JRC	1781295424	LC24
3486	lobula columnar neuron LC10	is_a	neuprint_JRC	1016749264	LC10
3487	lobula columnar neuron LC10	is_a	neuprint_JRC	1016749259	LC10
3488	vertical fiber system neuron	is_a	neuprint_JRC	1008028537	PFL3(PB12c)_R3_C5
3489	lobula columnar neuron	is_a	neuprint_JRC	1069973758	LC28a
3490	lobula columnar neuron	is_a	neuprint_JRC	1040518770	(ADM01)_L
3491	lobula columnar neuron LC10	is_a	neuprint_JRC	1018458566	LC10
3492	dopaminergic PAM neuron 7	is_a	neuprint_JRC	1050249677	PAM07(y4<y1y2)_R
3493	vertical fiber system neuron	is_a	neuprint_JRC	881458181	PFL1(PB12a)_R3_C6
3494	vertical fiber system neuron	is_a	neuprint_JRC	5812989822	(ADM01)_L
3495	lobula columnar neuron LC10	is_a	neuprint_JRC	1016758041	LC10
3496	lobula columnar neuron LC10	is_a	neuprint_JRC	1016403672	LC10
3497	fan-shaped neuron	is_a	neuprint_JRC	947988379	FB4Z^FB04Bd_R
3498	fan-shaped neuron	is_a	neuprint_JRC	1099367437	(PDM16)_L
3499	lobula columnar neuron LC10	is_a	neuprint_JRC	1047779784	LC10
3500	lobula columnar neuron LC10	is_a	neuprint_JRC	1017094185	LC10
3501	fan-shaped neuron	is_a	neuprint_JRC	1111753990	FB5V^FB04Ba_L
3502	lobula columnar neuron LC10	is_a	neuprint_JRC	1017785388	LC10
3503	PBG1-9.s-EBc.b-D/V GA.b neuron	is_a	neuprint_JRC	974239375	PEG(PB07)_R3
3504	dopaminergic PAM neuron 8	is_a	neuprint_JRC	1173745330	PAM08_a(y4)_R
3505	lobula columnar neuron LC10	is_a	neuprint_JRC	5813015200	LC10
3506	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1410450576	PFNp_d(PB01a)_R6_C5
3507	lobula columnar neuron LC10	is_a	neuprint_JRC	1017448980	LC10
3508	medulla columnar neuron	is_a	neuprint_JRC	1046087606	MC65(lVLPT8)_R
3509	dopaminergic PAM neuron 8	is_a	neuprint_JRC	1019347828	PAM08_a(y4)_L
3510	dopaminergic PAM neuron 8	is_a	neuprint_JRC	5813057947	PAM08_a(y4)_L
3511	lobula columnar neuron LC10	is_a	neuprint_JRC	1167429808	LC10
3512	fan-shaped neuron	is_a	neuprint_JRC	1019607245	FB4E^FB04e_R
3513	lobula columnar neuron LC10	is_a	neuprint_JRC	1047119615	LC10
3514	lobula columnar neuron LC10	is_a	neuprint_JRC	1167433990	LC10
3515	lobula columnar neuron LC10	is_a	neuprint_JRC	1018462968	LC10
3516	mushroom body medial lobe arborizing neuron 2	is_a	neuprint_JRC	5812981895	PAM12(y3)_L
3517	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1599436552	PFNp_c(PB01c)_R3_C8
3518	lobula columnar neuron LC10	is_a	neuprint_JRC	5812996568	LC10
3519	lobula columnar neuron LC10	is_a	neuprint_JRC	5813035545	LC10
3520	fan-shaped neuron	is_a	neuprint_JRC	1162862472	FB3C^FB03c_L
3521	vertical fiber system neuron	is_a	neuprint_JRC	912488890	PFL3(PB12c)_R3_C5
3522	gamma dorsal Kenyon cell	is_a	neuprint_JRC	1004514584	KCg-d
3523	lobula columnar neuron LC10	is_a	neuprint_JRC	1017789715	LC10
3524	PB-FB-NO subunit 3 anterior domain neuron	is_a	neuprint_JRC	5813050000	PFNa(PB03)_R3_C8
3525	vertical fiber system neuron	is_a	neuprint_JRC	635234035	PFL2(PB12b)_R3_C3
3526	PB-FB-NO subunit 2 ventral domain neuron	is_a	neuprint_JRC	5813014505	PFNv(PB05)_L7_C7
3527	fan-shaped neuron	is_a	neuprint_JRC	1050935614	FB5V^FB04Ba_R
3528	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1597722005	PFNp_d(PB01a)_R3_C8
3529	lobula columnar neuron LC10	is_a	neuprint_JRC	1016408310	LC10
3530	PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	1167956458	PFR_a(PB11a)_R7_C3
3531	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	943226223	PFNp_b(PB01b)_R3_C8
3532	pb-eb-no neuron	is_a	neuprint_JRC	693755250	PEN_b(PB06b)_R7
3533	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	817683388	PFNp_a(PB01a)_R7_C4
3534	fan-shaped neuron	is_a	neuprint_JRC	5813053846	FB4H^FB04i_L
3535	fan-shaped neuron	is_a	neuprint_JRC	977995796	FB5U^FB05w_R
3536	lobula columnar neuron LC10	is_a	neuprint_JRC	1079527389	LC10
3537	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	756049717	PFNp_b(PB01b)_L7_C6
3538	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	940791123	PFNp_b(PB01b)_R6_C5
3539	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1628743785	PFNp_a(PB01a)_R3_C8
3540	dopaminergic PAM neuron 7	is_a	neuprint_JRC	1019024473	PAM07(y4<y1y2)_L
3541	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	758743604	PFNp_d(PB01a)_L3_C2
3542	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1072231250	(ADM01)_L
3543	PB 1 glomerulus-FB layers 3 and 6-ventral gall neuron	is_a	neuprint_JRC	1033887446	PFGs(PB10)_R7_C3
3544	vertical fiber system neuron	is_a	neuprint_JRC	1004700437	PFL3(PB12c)_L7_C9
3545	lobula columnar neuron LC10	is_a	neuprint_JRC	1018476201	LC10
3546	lobula columnar neuron LC10	is_a	neuprint_JRC	1018472039	LC10
3547	lobula columnar neuron LC10	is_a	neuprint_JRC	1876105544	LC10
3548	lobula columnar neuron LC10	is_a	neuprint_JRC	1130731603	(PDM16)_L
3549	fan-shaped neuron	is_a	neuprint_JRC	1101806834	FB5Q^FB05s_L
3550	extrinsic ring neuron	is_a	neuprint_JRC	5813060726	ExR5(ring)_R
3551	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1628744095	PFNp_e(PB01a)_R3_C8
3552	adult fruitless aSP10 neuron	is_a	neuprint_JRC	1545029202	aSP10A_R
3553	lobula columnar neuron LC10	is_a	neuprint_JRC	1376827225	LC10
3554	adult fruitless aSP10 neuron	is_a	neuprint_JRC	1323341985	aSP10A_R
3555	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	5813080838	EPG(PB08)_R3
3556	fan-shaped neuron	is_a	neuprint_JRC	1012112513	FB5U^FB05w_R
3557	medulla columnar neuron MC63	is_a	neuprint_JRC	1077765483	MC64
3558	lobula columnar neuron LC10	is_a	neuprint_JRC	1016408273	LC10
3559	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	942535218	PFNp_b(PB01b)_R3_C8
3560	vertical fiber system neuron	is_a	neuprint_JRC	1381484065	PFL2(PB12b)_L2_C6
3561	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	541118908	EPG(PB08)_R3
3562	lobula columnar neuron LC10	is_a	neuprint_JRC	1282690130	LC10
3563	PB-FB-NO subunit 3 anterior domain neuron	is_a	neuprint_JRC	971506655	PFNa(PB03)_R7_C4
3564	vertical fiber system neuron	is_a	neuprint_JRC	1002507170	PFL1(PB12a)_R7_C1
3565	PB-FB-NO subunit 2 dorsal domain neuron	is_a	neuprint_JRC	909877092	PFNd(PB04)_L7_C7
3566	dopaminergic PAM neuron 8	is_a	neuprint_JRC	1141678948	PAM08_e(y4)_R
3567	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	940808800	PFNp_e(PB01a)_R7_C4
3568	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	5812987043	(PDM16)_L
3569	lobula columnar neuron LC10	is_a	neuprint_JRC	1017802884	LC10
3570	lobula columnar neuron LC10	is_a	neuprint_JRC	5813015153	(ADM01)_L
3571	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1441848753	PFNp_b(PB01b)_L6_C5
3572	PB-FB-NO subunit 2 dorsal domain neuron	is_a	neuprint_JRC	1003318634	PFNd(PB04)_L7_C7
3573	lobula columnar neuron LC10	is_a	neuprint_JRC	1048837669	LC10
3574	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1599431888	PFNp_c(PB01c)_R3_C8
3575	lobula columnar neuron LC10	is_a	neuprint_JRC	1261902687	LC10
3576	PB-FB-NO subunit 2 dorsal domain neuron	is_a	neuprint_JRC	1002848124	PFNd(PB04)_R7_C3
3577	PB-FB-NO subunit 3 anterior domain neuron	is_a	neuprint_JRC	909777910	PFNa(PB03)_R7_C4
3578	CCP-VMP-PB neuron	is_a	neuprint_JRC	1128097470	IbSpsP(PB17)_L2/R2/4
3579	medulla columnar neuron	is_a	neuprint_JRC	1470980397	MC65(lVLPT8)_R
3580	medulla columnar neuron	is_a	neuprint_JRC	1347979791	(PDM16)_L
3581	dopaminergic PAM neuron 7	is_a	neuprint_JRC	1112125413	PAM07(y4<y1y2)_L
3582	PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	1036296133	PFR_a(PB11a)_R4_C6
3583	lobula columnar neuron LC10	is_a	neuprint_JRC	1111917081	LC10
3584	fan-shaped neuron	is_a	neuprint_JRC	5813057274	FB4Y^FB0405b(EB/NO1)_L
3585	lobula columnar neuron LC10	is_a	neuprint_JRC	1411262721	LC10
3586	lobula columnar neuron LC10	is_a	neuprint_JRC	1048470473	LC10
3587	lobula columnar neuron LC10	is_a	neuprint_JRC	5813016057	LC10
3588	adult fruitless aSP10 neuron	is_a	neuprint_JRC	1259986648	aSP10A_R
3589	fan-shaped neuron	is_a	neuprint_JRC	1317354662	FB2B_b^FB02c_L
3590	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	877702431	PFNp_a(PB01a)_R7_C4
3591	fan-shaped neuron	is_a	neuprint_JRC	5813058333	FB2K^FB02v_R
3592	fan-shaped neuron	is_a	neuprint_JRC	1074859771	FB5R^FB05t_R
3593	PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	1005261469	PFR_b(PB11b)_R3_C6
3594	lobula columnar neuron LC10	is_a	neuprint_JRC	1140547788	LC10
3595	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	5813012006	EPG(PB08)_L7
3596	lobula columnar neuron LC10	is_a	neuprint_JRC	1110885663	LC10
3597	PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	1102191192	PFR_b(PB11b)_R3_C7
3598	lobula columnar neuron LC10	is_a	neuprint_JRC	1048125065	LC10
3599	lobula columnar neuron LC10	is_a	neuprint_JRC	1816754260	LC10
3600	adult fruitless aSP10 neuron	is_a	neuprint_JRC	1044075439	aSP10A_R
3601	lobula columnar neuron LC10	is_a	neuprint_JRC	5813048880	LC10
3602	PBG1-9.s-EBc.b-D/V GA.b neuron	is_a	neuprint_JRC	1002848661	PEG(PB07)_R7
3603	adult TuBu neuron	is_a	neuprint_JRC	1169576040	TuBu02_IBU_R
3604	medulla columnar neuron MC61	is_a	neuprint_JRC	1108450825	MC61
3605	lobula columnar neuron LC10	is_a	neuprint_JRC	1047780090	LC10
3606	PB-FB-NO subunit 2 ventral domain neuron	is_a	neuprint_JRC	604242162	PFNv(PB05)_L2_C1
3607	pb-eb-no neuron	is_a	neuprint_JRC	1318109929	PEN_b(PB06b)_L7
3608	fan-shaped neuron	is_a	neuprint_JRC	1081755066	FB4E^FB04e_L
3609	lobula columnar neuron LC10	is_a	neuprint_JRC	1048491559	LC10
3610	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	1035045015	EPG(PB08)_L7
3611	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	1038649779	(ADM01)_L
3612	medulla columnar neuron MC63	is_a	neuprint_JRC	1046730226	MC64
3613	fan-shaped neuron	is_a	neuprint_JRC	1194246820	FB2D^FB02e_R
3614	adult TuBu neuron	is_a	neuprint_JRC	1298804357	TuBu03_IBU_R
3615	adult TuBu neuron	is_a	neuprint_JRC	1130049611	(PDM16)_L
3616	adult TuBu neuron	is_a	neuprint_JRC	1409807727	(ADM01)_L
3617	adult fruitless aSP10 neuron	is_a	neuprint_JRC	1354364967	aSP10A_R
3618	lobula columnar neuron LC10	is_a	neuprint_JRC	1048837074	LC10
3619	medulla columnar neuron MC63	is_a	neuprint_JRC	1046730586	MC64
3620	lobula columnar neuron LC10	is_a	neuprint_JRC	1049506374	LC10
3621	lobula columnar neuron LC10	is_a	neuprint_JRC	1079527169	LC10
3622	dopaminergic PAM neuron 7	is_a	neuprint_JRC	1051630846	PAM07(y4<y1y2)_R
3623	PB-FB-NO subunit 3 anterior domain neuron	is_a	neuprint_JRC	692852666	PFNa(PB03)_R7_C4
3624	PB-FB-NO subunit 3 anterior domain neuron	is_a	neuprint_JRC	570518166	PFNa(PB03)_L7_C6
3625	PBG1-9.s-EBc.b-D/V GA.b neuron	is_a	neuprint_JRC	1004014587	PEG(PB07)_L7
3626	vertical fiber system neuron	is_a	neuprint_JRC	1003672766	PFL1(PB12a)_L7_C9
3627	adult multiglomerular antennal lobe projection neuron	is_a	neuprint_JRC	5901222731	VP1d + VP4 lPN(olfactory PN)_R
3628	PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	1064577636	PFR_b(PB11b)_R7_C2
3629	medulla columnar neuron MC61	is_a	neuprint_JRC	1046039966	MC61
3630	PB 1 glomerulus-FB layers 3 and 6-ventral gall neuron	is_a	neuprint_JRC	1136273393	PFGs(PB10)_L7_C7
3631	PB-FB-NO subunit 3 anterior domain neuron	is_a	neuprint_JRC	5813056934	PFNa(PB03)_R3_C8
3632	lobula columnar neuron LC24	is_a	neuprint_JRC	1811646824	LC24
3633	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	1034219901	EPG(PB08)_R7
3634	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1034703497	PFNp_b(PB01b)_L7_C6
3635	medulla columnar neuron MC63	is_a	neuprint_JRC	5812990740	MC64
3636	lobula columnar neuron LC10	is_a	neuprint_JRC	1441590591	LC10
3637	medulla columnar neuron MC61	is_a	neuprint_JRC	1078097817	MC61
3638	lobula columnar neuron LC10	is_a	neuprint_JRC	1442293171	LC10
3639	medulla columnar neuron MC63	is_a	neuprint_JRC	1567452222	MC64
3640	medulla columnar neuron MC63	is_a	neuprint_JRC	1791391565	PDL18_pct_R
3641	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	692857189	PFNp_c(PB01c)_R7_C4
3642	adult TuBu neuron	is_a	neuprint_JRC	1108166986	TuBu02_IBU_R
3643	lobula columnar neuron LC10	is_a	neuprint_JRC	1049510640	LC10
3644	lobula columnar neuron LC10	is_a	neuprint_JRC	1136744598	LC10
3645	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	572167413	PFNp_b(PB01b)_R3_C8
3646	lobula columnar neuron LC10	is_a	neuprint_JRC	1079841570	LC10
3647	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1380408769	PFNp_d(PB01a)_R7_C4
3648	gamma dorsal Kenyon cell	is_a	neuprint_JRC	1203769862	KCg-d
3649	adult TuBu neuron	is_a	neuprint_JRC	1046735096	TuBu05_SBU_R
3650	medulla columnar neuron MC63	is_a	neuprint_JRC	1046726043	MC64
3651	adult TuBu neuron	is_a	neuprint_JRC	1015700298	TuBu03_IBU_R
3652	pb-eb-no neuron	is_a	neuprint_JRC	508793049	PEN_a(PB06a)_L7
3653	lobula columnar neuron LC10	is_a	neuprint_JRC	1048492504	LC10
3654	lobula columnar neuron LC10	is_a	neuprint_JRC	1110885932	LC10
3655	fan-shaped neuron	is_a	neuprint_JRC	5813071020	FB5W^FB04Bb_R
3656	adult fruitless aSP10 neuron	is_a	neuprint_JRC	5813041394	aSP10A_R
3657	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1504582746	PFNp_b(PB01b)_R7_C4
3658	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	5813061071	SCL-AVLP_L
3659	PB-FB-NO subunit 3 anterior domain neuron	is_a	neuprint_JRC	941244280	PFNa(PB03)_L7_C6
3660	PB-FB-NO subunit 3 anterior domain neuron	is_a	neuprint_JRC	1284265034	(ADM01)_L
3661	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	818119357	PFNp_c(PB01c)_L7_C6
3662	lobula columnar neuron LC10	is_a	neuprint_JRC	1049174217	LC10
3663	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	943933727	PFNp_d(PB01a)_L3_C2
3664	adult fruitless aSP10 neuron	is_a	neuprint_JRC	1230221035	aSP10A_R
3665	lobula columnar neuron LC10	is_a	neuprint_JRC	1047080740	LC10
3666	mushroom body medial lobe arborizing neuron 2	is_a	neuprint_JRC	1081086613	PAM12(y3)_L
3667	lobula columnar neuron LC10	is_a	neuprint_JRC	1079855015	LC10
3668	lobula columnar neuron LC10	is_a	neuprint_JRC	1139498661	LC10
3669	lobula columnar neuron LC10	is_a	neuprint_JRC	1049502699	LC10
3670	lobula columnar neuron LC10	is_a	neuprint_JRC	1048492326	LC10
3671	medulla columnar neuron MC61	is_a	neuprint_JRC	1137422212	MC61
3672	lobula columnar neuron LC10	is_a	neuprint_JRC	1049838815	LC10
3673	lobula columnar neuron LC10	is_a	neuprint_JRC	1413986475	LC10
3674	medulla columnar neuron MC61	is_a	neuprint_JRC	5901224667	MC61
3675	lobula columnar neuron LC10	is_a	neuprint_JRC	1110894595	LC10
3676	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1287411513	PFNp_d(PB01a)_R6_C5
3677	lobula columnar neuron LC24	is_a	neuprint_JRC	1043005077	LC24
3678	fan-shaped neuron	is_a	neuprint_JRC	1074860306	FB4Z^FB04Bd_R
3679	lobula columnar neuron LC10	is_a	neuprint_JRC	1047123862	LC10
3680	medulla columnar neuron MC63	is_a	neuprint_JRC	1537443909	MC64
3681	fan-shaped neuron	is_a	neuprint_JRC	5813065004	FB4F_a^FB04f_R
3682	lobula columnar neuron LC10	is_a	neuprint_JRC	5813041801	LC10
3683	lobula columnar neuron LC10	is_a	neuprint_JRC	1049511270	LC10
3684	mushroom body output neuron 9	is_a	neuprint_JRC	1078693835	MBON09(y3B'1)_R
3685	lobula columnar neuron	is_a	neuprint_JRC	1996536055	LC28a
3686	PB 1 glomerulus-EB core-IDFP DSB neuron	is_a	neuprint_JRC	1004017998	EPG(PB08)_L7
3687	medulla columnar neuron MC61	is_a	neuprint_JRC	1046726280	MC61
3688	medulla columnar neuron MC61	is_a	neuprint_JRC	1046385229	MC61
3689	medulla columnar neuron MC63	is_a	neuprint_JRC	1566769457	MC64
3690	medulla columnar neuron MC63	is_a	neuprint_JRC	1317208043	(LWF6)_R
3691	lobula columnar neuron LC10	is_a	neuprint_JRC	1080528656	LC10
3692	fan-shaped neuron	is_a	neuprint_JRC	978336697	FB5R^FB05t_R
3693	gamma dorsal Kenyon cell	is_a	neuprint_JRC	5812983438	KCg-d
3694	adult multiglomerular antennal lobe projection neuron	is_a	neuprint_JRC	2065197353	VP3 + VP5 lPN(olfactory PN)_R
3695	adult TuBu neuron	is_a	neuprint_JRC	1046726261	TuBu01_ABU_R
3696	CCP-VMP-PB neuron	is_a	neuprint_JRC	1095279301	IbSpsP(PB17)_R7/9
3697	medulla columnar neuron MC61	is_a	neuprint_JRC	1046385084	MC61
