	object	relation	subject_external_db	subject_external_id	subject_name
1597	fan-shaped neuron	is_a	neuprint_JRC	1224595273	FB2A^FB02a(PPM3-FB2-NO-DAN)_R
1598	gamma main Kenyon cell	is_a	neuprint_JRC	477900959	KCg-m
1599	gamma main Kenyon cell	is_a	neuprint_JRC	477909602	KCg-m
1600	gamma main Kenyon cell	is_a	neuprint_JRC	5813041206	KCg-m
1601	gamma main Kenyon cell	is_a	neuprint_JRC	5813069096	KCg-m
1602	dopaminergic PAM neuron 1	is_a	neuprint_JRC	1233492573	PAM01_b(y5)_L
1603	dopaminergic PAM neuron 10	is_a	neuprint_JRC	1328513713	PAM10(B1)_L
1604	adult antennal lobe projection neuron DL3 lPN	is_a	neuprint_JRC	1609542060	DL3 lPN(olfactory PN)_R
1605	fan-shaped neuron	is_a	neuprint_JRC	5813022502	FB2F_a^FB02k_L
1606	fan-shaped neuron	is_a	neuprint_JRC	790417325	(MBDLaxon1)
1607	fan-shaped neuron	is_a	neuprint_JRC	1255630350	FB2M^FB02h_R
1608	gamma main Kenyon cell	is_a	neuprint_JRC	5812981717	KCg-m
1609	gamma dorsal Kenyon cell	is_a	neuprint_JRC	5813032771	KCg(super)
1610	gamma main Kenyon cell	is_a	neuprint_JRC	5901197726	KCg-m
1611	adult uniglomerular antennal lobe projection neuron adPN	is_a	neuprint_JRC	1914823337	VC3l adPN(olfactory PN)_R
1612	gamma main Kenyon cell	is_a	neuprint_JRC	631064055	KCg-m
1613	gamma main Kenyon cell	is_a	neuprint_JRC	5813057191	KCg-m
1614	adult antennal lobe projection neuron VM5d adPN	is_a	neuprint_JRC	1006258344	VM5d adPN(olfactory PN)_R
1615	gamma main Kenyon cell	is_a	neuprint_JRC	538951958	KCg-m
1616	gamma main Kenyon cell	is_a	neuprint_JRC	1224137476	KCg-m
1617	mushroom body calyx-pedunculus arborizing neuron 1	is_a	neuprint_JRC	5813042659	MBON22(calyx)_R
1618	gamma main Kenyon cell	is_a	neuprint_JRC	631733127	KCg-m
1619	PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	1133566834	PFR_a(PB11a)_R3_C7
1620	gamma main Kenyon cell	is_a	neuprint_JRC	569650323	KCg-m
1621	gamma dorsal Kenyon cell	is_a	neuprint_JRC	1204124281	KCg-d
1622	gamma main Kenyon cell	is_a	neuprint_JRC	447224575	KCg-m
1623	gamma main Kenyon cell	is_a	neuprint_JRC	1036559490	KCg-m
1624	gamma main Kenyon cell	is_a	neuprint_JRC	5813062637	KCg-m
1625	adult doublesex pC1 (female) neuron	is_a	neuprint_JRC	5813013342	pC1d(PDM09)_L
1626	gamma main Kenyon cell	is_a	neuprint_JRC	1204443547	KCg-m
1627	gamma main Kenyon cell	is_a	neuprint_JRC	5813057468	KCg-m
1628	gamma main Kenyon cell	is_a	neuprint_JRC	545621587	(PDM15)_L
1629	fan-shaped neuron	is_a	neuprint_JRC	640298617	FB2F_b^FB02g_R
1630	adult antennal lobe projection neuron DC2 adPN	is_a	neuprint_JRC	1828206773	DC2 adPN(olfactory PN)_R
1631	adult antennal lobe projection neuron DM5 lPN	is_a	neuprint_JRC	635416407	DM5 lPN(olfactory PN)_R
1632	gamma main Kenyon cell	is_a	neuprint_JRC	5813021341	KCg-m
1633	gamma main Kenyon cell	is_a	neuprint_JRC	1068276312	KCg-m
1634	adult antennal lobe projection neuron DC2 adPN	is_a	neuprint_JRC	5813055048	DC2 adPN(olfactory PN)_R
1635	fan-shaped neuron	is_a	neuprint_JRC	640665331	FB5Q^FB05s_R
1636	gamma main Kenyon cell	is_a	neuprint_JRC	540389734	KCg-m
1637	gamma main Kenyon cell	is_a	neuprint_JRC	631396256	KCg-m
1638	gamma main Kenyon cell	is_a	neuprint_JRC	600684832	KCg-m
1639	gamma main Kenyon cell	is_a	neuprint_JRC	5813021469	KCg-m
1640	dopaminergic PAM neuron 6	is_a	neuprint_JRC	5812983399	PAM06(B'2m)_L
1641	adult antennal lobe projection neuron DA2 lPN	is_a	neuprint_JRC	1796817841	DA2 lPN(olfactory PN)_R
1642	gamma main Kenyon cell	is_a	neuprint_JRC	5812981038	KCg-m
1643	fan-shaped neuron	is_a	neuprint_JRC	1039068185	FB5O^FB05q_L
1644	fan-shaped neuron	is_a	neuprint_JRC	733203990	FB5Q^FB05s_L
1645	dopaminergic PAM neuron 10	is_a	neuprint_JRC	643535876	PAM10(B1)_L
1646	gamma main Kenyon cell	is_a	neuprint_JRC	570336412	KCg-m
1647	gamma main Kenyon cell	is_a	neuprint_JRC	1141678931	KCg-m
1648	gamma main Kenyon cell	is_a	neuprint_JRC	601047827	KCg-m
1649	gamma main Kenyon cell	is_a	neuprint_JRC	5813021363	KCg-m
1650	gamma main Kenyon cell	is_a	neuprint_JRC	1129323248	KCg-m
1651	gamma main Kenyon cell	is_a	neuprint_JRC	5813019801	KCg-m
1652	fan-shaped neuron	is_a	neuprint_JRC	1255285060	FB2I_a^FB02p_L
1653	gamma main Kenyon cell	is_a	neuprint_JRC	509264220	KCg-m
1654	adult uniglomerular antennal lobe projection neuron adPN	is_a	neuprint_JRC	636789080	VC5 adPN(olfactory PN)_R
1655	dopaminergic PAM neuron 5	is_a	neuprint_JRC	5812982091	PAM05_b(B'2p)_R
1656	dopaminergic PAM neuron 5	is_a	neuprint_JRC	828658121	(MBDLaxon1)
1657	dopaminergic PAM neuron 14	is_a	neuprint_JRC	675451588	PAM14(B'1m)_R
1658	gamma main Kenyon cell	is_a	neuprint_JRC	5813060812	KCg-m
1659	gamma main Kenyon cell	is_a	neuprint_JRC	570647526	KCg-m
1660	adult antennal lobe projection neuron VM5v adPN	is_a	neuprint_JRC	2010992546	VM5v adPN(olfactory PN)_R
1661	gamma main Kenyon cell	is_a	neuprint_JRC	5813021294	KCg-m
1662	gamma main Kenyon cell	is_a	neuprint_JRC	631400598	KCg-m
1663	gamma main Kenyon cell	is_a	neuprint_JRC	631737380	KCg-m
1664	gamma main Kenyon cell	is_a	neuprint_JRC	632069757	KCg-m
1665	fan-shaped neuron	is_a	neuprint_JRC	977335062	FB5B^FB05b_L
1666	fan-shaped neuron	is_a	neuprint_JRC	851711063	(PLBDL10)_R
1667	gamma main Kenyon cell	is_a	neuprint_JRC	602459169	KCg-m
1668	gamma main Kenyon cell	is_a	neuprint_JRC	674195939	(ADM10)_L
1669	gamma main Kenyon cell	is_a	neuprint_JRC	569999973	KCg-m
1670	lobula columnar neuron	is_a	neuprint_JRC	5813060840	LC28b
1671	dopaminergic PAM neuron 8	is_a	neuprint_JRC	1141000881	PAM08_b(y4)_R
1672	adult antennal lobe projection neuron vPN	is_a	neuprint_JRC	635048729	DP1m vPN(olfactory PN)_R
1673	adult antennal lobe projection neuron VA7m lPN	is_a	neuprint_JRC	5813055180	VA7m lPN(olfactory PN)_R
1674	dopaminergic PAM neuron 5	is_a	neuprint_JRC	1233436396	PAM05_b(B'2p)_R
1675	gamma main Kenyon cell	is_a	neuprint_JRC	5813093014	KCg-m
1676	gamma main Kenyon cell	is_a	neuprint_JRC	5812982530	KCg-m
1677	gamma main Kenyon cell	is_a	neuprint_JRC	662461539	KCg-m
1678	gamma main Kenyon cell	is_a	neuprint_JRC	5813022203	KCg-m
1679	adult antennal lobe projection neuron DA2 lPN	is_a	neuprint_JRC	1827516355	DA2 lPN(olfactory PN)_R
1680	adult antennal lobe projection neuron VM3 adPN	is_a	neuprint_JRC	1851389175	VM3 adPN(olfactory PN)_R
1681	mushroom body medial lobe arborizing neuron 6	is_a	neuprint_JRC	673509195	MBON01(y5B'2a)_L
1682	fan-shaped neuron	is_a	neuprint_JRC	642715622	FB2C^FB02d_R
1683	gamma main Kenyon cell	is_a	neuprint_JRC	5812982403	KCg-m
1684	gamma main Kenyon cell	is_a	neuprint_JRC	631400693	KCg-m
1685	gamma main Kenyon cell	is_a	neuprint_JRC	1172044382	KCg-m
1686	mushroom body output neuron	is_a	neuprint_JRC	643847447	MBON32(y2)_L
1687	gamma main Kenyon cell	is_a	neuprint_JRC	5812982506	KCg-m
1688	gamma main Kenyon cell	is_a	neuprint_JRC	5812981141	KCg-m
1689	gamma main Kenyon cell	is_a	neuprint_JRC	5813022133	KCg-m
1690	fan-shaped neuron	is_a	neuprint_JRC	736286550	FB5F^FB05f_L
1691	adult antennal lobe projection neuron VM5d adPN	is_a	neuprint_JRC	1888572074	VM5d adPN(olfactory PN)_R
1692	lobula columnar neuron	is_a	neuprint_JRC	821702731	LC28b
1693	adult antennal lobe projection neuron DA2 lPN	is_a	neuprint_JRC	1797505019	DA2 lPN(olfactory PN)_R
1694	gamma main Kenyon cell	is_a	neuprint_JRC	601047826	KCg-m
1695	gamma dorsal Kenyon cell	is_a	neuprint_JRC	1237814053	KCg-d
1696	gamma main Kenyon cell	is_a	neuprint_JRC	631396532	KCg-m
1697	adult multiglomerular antennal lobe projection neuron	is_a	neuprint_JRC	1881059780	VP1m + VP2 lvPN(olfactory PN)_R
1698	adult antennal lobe projection neuron VM5d adPN	is_a	neuprint_JRC	1914823414	VM5d adPN(olfactory PN)_R
1699	gamma main Kenyon cell	is_a	neuprint_JRC	539949478	KCg-m
1700	gamma main Kenyon cell	is_a	neuprint_JRC	477900945	KCg-m
1701	adult antennal lobe projection neuron VA7m lPN	is_a	neuprint_JRC	5813050729	VA7m lPN(olfactory PN)_R
1702	gamma main Kenyon cell	is_a	neuprint_JRC	662452625	KCg-m
1703	gamma main Kenyon cell	is_a	neuprint_JRC	5813080766	KCg-m
1704	gamma main Kenyon cell	is_a	neuprint_JRC	508599194	KCg-m
1705	gamma main Kenyon cell	is_a	neuprint_JRC	5813060663	KCg-m
1706	dopaminergic PAM neuron 5	is_a	neuprint_JRC	5813063280	PAM05_a(B'2p)_R
1707	gamma main Kenyon cell	is_a	neuprint_JRC	5813055923	KCg-m
1708	gamma main Kenyon cell	is_a	neuprint_JRC	508599181	KCg-m
1709	gamma main Kenyon cell	is_a	neuprint_JRC	446883390	KCg-m
1710	gamma main Kenyon cell	is_a	neuprint_JRC	415908516	KCg-m
1711	adult antennal lobe projection neuron VL2p adPN	is_a	neuprint_JRC	1944507292	VL2p adPN(olfactory PN)_R
1712	gamma main Kenyon cell	is_a	neuprint_JRC	632734572	KCg-m
1713	dopaminergic PAM neuron 10	is_a	neuprint_JRC	1328522741	PAM10(B1)_L
1714	fan-shaped neuron	is_a	neuprint_JRC	667754178	FB2J^FB02r_L
1715	PB 1 glomerulus-FB layers 3-5-IDFP RB neuron	is_a	neuprint_JRC	943921162	PFR_a(PB11a)_R1_C1
1716	gamma main Kenyon cell	is_a	neuprint_JRC	508939914	KCg-m
1717	gamma main Kenyon cell	is_a	neuprint_JRC	5813062862	KCg-m
1718	gamma main Kenyon cell	is_a	neuprint_JRC	5812982610	KCg-m
1719	gamma main Kenyon cell	is_a	neuprint_JRC	632082635	KCg-m
1720	gamma main Kenyon cell	is_a	neuprint_JRC	5812982837	KCg-m
1721	gamma main Kenyon cell	is_a	neuprint_JRC	5813099399	KCg-m
1722	gamma main Kenyon cell	is_a	neuprint_JRC	661395129	KCg-m
1723	gamma main Kenyon cell	is_a	neuprint_JRC	5812981154	KCg-m
1724	gamma main Kenyon cell	is_a	neuprint_JRC	5812979176	KCg-m
1725	gamma main Kenyon cell	is_a	neuprint_JRC	1068613231	KCg-m
1726	gamma main Kenyon cell	is_a	neuprint_JRC	1143332046	KCg-m
1727	gamma main Kenyon cell	is_a	neuprint_JRC	446826981	KCg-m
1728	gamma main Kenyon cell	is_a	neuprint_JRC	5812982205	KCg-m
1729	gamma main Kenyon cell	is_a	neuprint_JRC	571424636	KCg-m
1730	adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	632751823	VC5 lvPN(olfactory PN)_R
1731	gamma main Kenyon cell	is_a	neuprint_JRC	446533552	KCg-m
1732	gamma main Kenyon cell	is_a	neuprint_JRC	672429275	(MBDLaxon1)
1733	gamma main Kenyon cell	is_a	neuprint_JRC	944807006	(PLBDL10)_R
1734	gamma main Kenyon cell	is_a	neuprint_JRC	5813075855	KCg-m
1735	gamma main Kenyon cell	is_a	neuprint_JRC	570997147	KCg-m
1736	adult antennal lobe projection neuron DA2 lPN	is_a	neuprint_JRC	818983130	DA2 lPN(olfactory PN)_R
1737	dopaminergic PAM neuron 9	is_a	neuprint_JRC	644896959	PAM09(B1ped)_L
1738	gamma main Kenyon cell	is_a	neuprint_JRC	570643193	KCg-m
1739	gamma main Kenyon cell	is_a	neuprint_JRC	693500652	KCg-m
1740	gamma main Kenyon cell	is_a	neuprint_JRC	5813021332	KCg-m
1741	fan-shaped neuron	is_a	neuprint_JRC	1225273264	FB3C^FB03c_L
1742	gamma main Kenyon cell	is_a	neuprint_JRC	5813027460	KCg-m
1743	gamma main Kenyon cell	is_a	neuprint_JRC	5813087798	KCg-m
1744	gamma main Kenyon cell	is_a	neuprint_JRC	5901198074	KCg-m
1745	gamma main Kenyon cell	is_a	neuprint_JRC	5812980579	KCg-m
1746	gamma main Kenyon cell	is_a	neuprint_JRC	1202737975	KCg-m
1747	gamma main Kenyon cell	is_a	neuprint_JRC	5812981990	KCg-m
1748	gamma main Kenyon cell	is_a	neuprint_JRC	5812982505	KCg-m
1749	gamma main Kenyon cell	is_a	neuprint_JRC	632069851	KCg-m
1750	gamma main Kenyon cell	is_a	neuprint_JRC	5812982220	KCg-m
1751	gamma main Kenyon cell	is_a	neuprint_JRC	631400190	KCg-m
1752	gamma main Kenyon cell	is_a	neuprint_JRC	509700197	KCg-m
1753	gamma main Kenyon cell	is_a	neuprint_JRC	784204967	KCg-m
1754	gamma main Kenyon cell	is_a	neuprint_JRC	5813033012	KCg-m
1755	gamma main Kenyon cell	is_a	neuprint_JRC	5812982602	KCg-m
1756	gamma main Kenyon cell	is_a	neuprint_JRC	632397510	KCg-m
1757	gamma main Kenyon cell	is_a	neuprint_JRC	692810011	KCg-m
1758	gamma main Kenyon cell	is_a	neuprint_JRC	631422121	KCg-m
1759	gamma main Kenyon cell	is_a	neuprint_JRC	570643135	KCg-m
1760	gamma main Kenyon cell	is_a	neuprint_JRC	5812982832	KCg-m
1761	gamma main Kenyon cell	is_a	neuprint_JRC	1967866061	(lVLPT4)_R
1762	gamma main Kenyon cell	is_a	neuprint_JRC	661740651	KCg-m
1763	gamma main Kenyon cell	is_a	neuprint_JRC	1142019737	KCg-m
1764	fan-shaped neuron	is_a	neuprint_JRC	981362334	FB2G_a^FB02n_R
1765	adult uniglomerular antennal lobe projection neuron adPN	is_a	neuprint_JRC	1851393805	VM7d adPN(olfactory PN)_R
1766	gamma main Kenyon cell	is_a	neuprint_JRC	5812981432	KCg-m
1767	gamma main Kenyon cell	is_a	neuprint_JRC	663091787	KCg-m
1768	gamma main Kenyon cell	is_a	neuprint_JRC	756196285	KCg-m
1769	gamma dorsal Kenyon cell	is_a	neuprint_JRC	1224137495	KCg-d
1770	adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	662776660	VC3m lvPN(olfactory PN)_R
1771	gamma main Kenyon cell	is_a	neuprint_JRC	632808044	KCg-m
1772	lobula columnar neuron	is_a	neuprint_JRC	1562712175	LC28a(lVLPT3)_R
1773	dopaminergic PAM neuron 13	is_a	neuprint_JRC	675468771	PAM13(B'1ap)_R
1774	gamma main Kenyon cell	is_a	neuprint_JRC	1173745220	KCg-m
1775	gamma main Kenyon cell	is_a	neuprint_JRC	973488234	KCg-m
1776	gamma main Kenyon cell	is_a	neuprint_JRC	601712754	KCg-m
1777	gamma main Kenyon cell	is_a	neuprint_JRC	1659866988	(lVLPT3)_R
1778	lobula columnar neuron	is_a	neuprint_JRC	1690910458	LC28b
1779	adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	5812995098	VC5 lvPN(olfactory PN)_R
1780	gamma main Kenyon cell	is_a	neuprint_JRC	661408056	KCg-m
1781	gamma main Kenyon cell	is_a	neuprint_JRC	1141631198	KCg-m
1782	adult antennal lobe projection neuron VM5v adPN	is_a	neuprint_JRC	5813034571	VM5v adPN(olfactory PN)_R
1783	gamma main Kenyon cell	is_a	neuprint_JRC	5812982578	KCg-m
1784	gamma main Kenyon cell	is_a	neuprint_JRC	661757811	KCg-m
1785	lobula columnar neuron	is_a	neuprint_JRC	1968215498	LC28b
1786	gamma main Kenyon cell	is_a	neuprint_JRC	631422224	KCg-m
1787	gamma main Kenyon cell	is_a	neuprint_JRC	5813054085	KCg-m
1788	gamma main Kenyon cell	is_a	neuprint_JRC	816276055	KCg-m
1789	gamma main Kenyon cell	is_a	neuprint_JRC	1164113870	KCg-m
1790	gamma main Kenyon cell	is_a	neuprint_JRC	571778381	KCg-m
1791	gamma main Kenyon cell	is_a	neuprint_JRC	508935964	KCg-m
1792	gamma main Kenyon cell	is_a	neuprint_JRC	754547386	KCg-m
1793	gamma main Kenyon cell	is_a	neuprint_JRC	661766416	KCg-m
1794	gamma main Kenyon cell	is_a	neuprint_JRC	5812981616	KCg-m
1795	adult antennal lobe projection neuron VA6 adPN	is_a	neuprint_JRC	1881751117	VA6 adPN(olfactory PN)_R
1796	gamma main Kenyon cell	is_a	neuprint_JRC	5812983658	KCg-m
1797	gamma main Kenyon cell	is_a	neuprint_JRC	5812979128	KCg-m
1798	lobula columnar neuron	is_a	neuprint_JRC	5812999543	LC28b(lVLPT4)_R
1799	lobula columnar neuron	is_a	neuprint_JRC	666847851	(PLBDL8)_R
1800	fan-shaped neuron	is_a	neuprint_JRC	673746277	FB4N^FB04z_R
1801	gamma main Kenyon cell	is_a	neuprint_JRC	661421129	KCg-m
1802	gamma main Kenyon cell	is_a	neuprint_JRC	5812981924	KCg-m
1803	adult multiglomerular antennal lobe projection neuron	is_a	neuprint_JRC	1943812176	VP1m + VP2 lvPN(olfactory PN)_R
1804	dopaminergic PAM neuron 1	is_a	neuprint_JRC	674519060	PAM01_a(y5)_L
1805	gamma main Kenyon cell	is_a	neuprint_JRC	5813077610	KCg-m
1806	gamma main Kenyon cell	is_a	neuprint_JRC	570643109	KCg-m
1807	gamma main Kenyon cell	is_a	neuprint_JRC	1173391076	KCg-m
1808	gamma main Kenyon cell	is_a	neuprint_JRC	662085486	KCg-m
1809	dopaminergic PPL1 neuron 2	is_a	neuprint_JRC	5812981381	PPL102(y1)(PDL05)_L
1810	gamma main Kenyon cell	is_a	neuprint_JRC	5813056309	KCg-m
1811	gamma main Kenyon cell	is_a	neuprint_JRC	662418320	KCg-m
1812	gamma main Kenyon cell	is_a	neuprint_JRC	570742599	KCg-m
1813	gamma main Kenyon cell	is_a	neuprint_JRC	631051057	KCg-m
1814	gamma main Kenyon cell	is_a	neuprint_JRC	571424650	KCg-m
1815	gamma main Kenyon cell	is_a	neuprint_JRC	5813021659	KCg-m
1816	lobula columnar neuron	is_a	neuprint_JRC	1685147024	LC28b(lVLPT4)_R
1817	adult uniglomerular antennal lobe projection neuron adPN	is_a	neuprint_JRC	5813050727	VM7d adPN(olfactory PN)_R
1818	octopaminergic VPM4 neuron	is_a	neuprint_JRC	767473384	OA-VPM4
1819	gamma main Kenyon cell	is_a	neuprint_JRC	5813062617	KCg-m
1820	gamma main Kenyon cell	is_a	neuprint_JRC	602459213	KCg-m
1821	gamma main Kenyon cell	is_a	neuprint_JRC	663134970	KCg-m
1822	fan-shaped neuron	is_a	neuprint_JRC	789308735	FB2I_b^FB02s_R
1823	gamma main Kenyon cell	is_a	neuprint_JRC	5812981153	KCg-m
1824	gamma main Kenyon cell	is_a	neuprint_JRC	5813053885	KCg-m
1825	adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	663432544	VP3 vPN(olfactory PN)_R
1826	adult antennal lobe projection neuron VA7m lPN	is_a	neuprint_JRC	1882083076	VA7m lPN(olfactory PN)_R
1827	gamma main Kenyon cell	is_a	neuprint_JRC	5813032967	KCg-m
1828	gamma main Kenyon cell	is_a	neuprint_JRC	5812982766	KCg-m
1829	fan-shaped neuron	is_a	neuprint_JRC	705463539	FB5F^FB05f_R
1830	gamma main Kenyon cell	is_a	neuprint_JRC	1161731111	KCg-m
1831	gamma main Kenyon cell	is_a	neuprint_JRC	662081640	KCg-m
1832	lobula columnar neuron	is_a	neuprint_JRC	1628869271	LC28b
1833	gamma main Kenyon cell	is_a	neuprint_JRC	508616471	KCg-m
1834	gamma main Kenyon cell	is_a	neuprint_JRC	662107551	KCg-m
1835	fan-shaped neuron	is_a	neuprint_JRC	1255297788	FB2B_a^FB02b_R
1836	lobula columnar neuron	is_a	neuprint_JRC	1501640127	LC28b
1837	lobula columnar neuron	is_a	neuprint_JRC	788565050	LC28b
1838	lobula columnar neuron	is_a	neuprint_JRC	2032664066	LC28b
1839	gamma main Kenyon cell	is_a	neuprint_JRC	571424323	KCg-m
1840	gamma main Kenyon cell	is_a	neuprint_JRC	724531411	KCg-m
1841	dopaminergic PAM neuron 5	is_a	neuprint_JRC	798585556	PAM05_b(B'2p)_L
1842	gamma main Kenyon cell	is_a	neuprint_JRC	1111278454	KCg-m
1843	adult antennal lobe projection neuron DA2 lPN	is_a	neuprint_JRC	1796818119	DA2 lPN(olfactory PN)_R
1844	fan-shaped neuron	is_a	neuprint_JRC	5813078563	FB2H_a^FB02t_R
1845	gamma main Kenyon cell	is_a	neuprint_JRC	5813067817	KCg-m
1846	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1410450694	PFNp_b(PB01b)_R4_C7
1847	mushroom body output neuron	is_a	neuprint_JRC	894020730	MBON31(a'1a)_R
1848	gamma main Kenyon cell	is_a	neuprint_JRC	5812982252	KCg-m
1849	adult antennal lobe projection neuron VM5d adPN	is_a	neuprint_JRC	5813024712	VM5d adPN(olfactory PN)_R
1850	gamma main Kenyon cell	is_a	neuprint_JRC	1035557785	KCg-m
1851	gamma main Kenyon cell	is_a	neuprint_JRC	1173072129	KCg-m
1852	gamma main Kenyon cell	is_a	neuprint_JRC	5812980386	KCg-m
1853	gamma main Kenyon cell	is_a	neuprint_JRC	5812981148	KCg-m
1854	gamma dorsal Kenyon cell	is_a	neuprint_JRC	663130304	KCg-d
1855	gamma main Kenyon cell	is_a	neuprint_JRC	1068954342	KCg-m
1856	gamma main Kenyon cell	is_a	neuprint_JRC	5813033065	KCg-m
1857	gamma main Kenyon cell	is_a	neuprint_JRC	664141134	KCg-m
1858	gamma main Kenyon cell	is_a	neuprint_JRC	570742527	KCg-m
1859	gamma main Kenyon cell	is_a	neuprint_JRC	1067923228	(lVLPT8)_R
1860	fan-shaped neuron	is_a	neuprint_JRC	1255979929	FB2J^FB02r_R
1861	gamma dorsal Kenyon cell	is_a	neuprint_JRC	1203774485	KCg-d
1862	lobula columnar neuron	is_a	neuprint_JRC	2276540626	LC28b
1863	lobula columnar neuron	is_a	neuprint_JRC	5901200775	LC28b(lVLPT3)_R
1864	gamma main Kenyon cell	is_a	neuprint_JRC	570336487	KCg-m
1865	gamma main Kenyon cell	is_a	neuprint_JRC	5812981441	KCg-m
1866	gamma main Kenyon cell	is_a	neuprint_JRC	570742510	KCg-m
1867	gamma main Kenyon cell	is_a	neuprint_JRC	757530901	(lVLPT3)_R
1868	adult uniglomerular antennal lobe projection neuron adPN	is_a	neuprint_JRC	693125078	VC3l adPN(olfactory PN)_R
1869	gamma main Kenyon cell	is_a	neuprint_JRC	1141977014	KCg-m
1870	adult multiglomerular antennal lobe projection neuron	is_a	neuprint_JRC	1975187675	VP1m + VP2 lvPN(olfactory PN)_R
1871	gamma main Kenyon cell	is_a	neuprint_JRC	661399477	KCg-m
1872	gamma main Kenyon cell	is_a	neuprint_JRC	662107593	KCg-m
1873	gamma main Kenyon cell	is_a	neuprint_JRC	570643102	KCg-m
1874	gamma main Kenyon cell	is_a	neuprint_JRC	5813055924	KCg-m
1875	gamma main Kenyon cell	is_a	neuprint_JRC	663834152	KCg-m
1876	gamma main Kenyon cell	is_a	neuprint_JRC	5812982420	KCg-m
1877	lobula columnar neuron	is_a	neuprint_JRC	1720226812	LC28b
1878	dopaminergic PAM neuron 6	is_a	neuprint_JRC	5812982120	PAM06(B'2m)_R
1879	lobula columnar neuron	is_a	neuprint_JRC	2031279383	LC28b(lVLPT4)_R
1880	gamma main Kenyon cell	is_a	neuprint_JRC	816276925	KCg-m
1881	fan-shaped neuron	is_a	neuprint_JRC	670651346	FB2F_a^FB02k_R
1882	gamma main Kenyon cell	is_a	neuprint_JRC	5812983043	KCg-m
1883	PB-FB-NO subunit 3 posterior domain neuron	is_a	neuprint_JRC	1441485832	PFNp_c(PB01c)_R4_C7
1884	gamma main Kenyon cell	is_a	neuprint_JRC	662767770	KCg-m
1885	gamma main Kenyon cell	is_a	neuprint_JRC	5812981703	KCg-m
1886	lobula columnar neuron	is_a	neuprint_JRC	5813075754	LC28b(lVLPT3)_R
1887	fan-shaped neuron	is_a	neuprint_JRC	729824475	FB2E^FB02f_L
1888	gamma main Kenyon cell	is_a	neuprint_JRC	5813032782	KCg-m
1889	adult antennal lobe projection neuron VA2 adPN	is_a	neuprint_JRC	1977579449	VA2 adPN(olfactory PN)_R
1890	adult antennal lobe projection neuron VA2 adPN	is_a	neuprint_JRC	703857506	(MBDLaxon2)
1891	gamma main Kenyon cell	is_a	neuprint_JRC	1203420037	KCg-m
1892	gamma main Kenyon cell	is_a	neuprint_JRC	1141631240	KCg-m
1893	dopaminergic PAM neuron 13	is_a	neuprint_JRC	706819341	PAM13(B'1ap)_R
1894	gamma main Kenyon cell	is_a	neuprint_JRC	5813021296	KCg-m
1895	adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	1442819296	VC3m lvPN(olfactory PN)_R
1896	gamma main Kenyon cell	is_a	neuprint_JRC	661430106	KCg-m
1897	fan-shaped neuron	is_a	neuprint_JRC	667931999	FB2I_a^FB02q_R
1898	gamma main Kenyon cell	is_a	neuprint_JRC	1174384118	KCg-m
1899	fan-shaped neuron	is_a	neuprint_JRC	5813038173	FB2I_a^FB02p_L
1900	dopaminergic PAM neuron 9	is_a	neuprint_JRC	1048004460	PAM09(B1ped)_L
1901	lobula columnar neuron	is_a	neuprint_JRC	1722311484	LC28b
1902	gamma main Kenyon cell	is_a	neuprint_JRC	724142845	KCg-m
1903	lobula columnar neuron	is_a	neuprint_JRC	1441590157	LC28b(lVLPT4)_R
1904	adult uniglomerular antennal lobe projection neuron adPN	is_a	neuprint_JRC	1975878958	VP2 adPN(olfactory PN)_R
1905	gamma main Kenyon cell	is_a	neuprint_JRC	5813095915	KCg-m
1906	gamma main Kenyon cell	is_a	neuprint_JRC	662763626	KCg-m
1907	gamma main Kenyon cell	is_a	neuprint_JRC	662081902	KCg-m
1908	gamma main Kenyon cell	is_a	neuprint_JRC	696863848	(lVLPT3)_R
1909	adult antennal lobe projection neuron DL5 adPN	is_a	neuprint_JRC	693483018	DL5 adPN(olfactory PN)_R
1910	gamma main Kenyon cell	is_a	neuprint_JRC	5813083990	KCg-m
1911	gamma main Kenyon cell	is_a	neuprint_JRC	5812979177	KCg-m
1912	gamma main Kenyon cell	is_a	neuprint_JRC	5813032541	KCg-m
1913	fan-shaped neuron	is_a	neuprint_JRC	5813013525	FB9C_b^FB09h_L
1914	gamma main Kenyon cell	is_a	neuprint_JRC	5812981227	KCg-m
1915	fan-shaped neuron	is_a	neuprint_JRC	1224595644	FB2I_a^FB02q_R
1916	gamma main Kenyon cell	is_a	neuprint_JRC	1297202769	KCg-m
