ind_object_name	ind_object_id	Tbars	downstream	relation	upstream	subject_external_id	subject_external_db
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	61	2094811506	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	15	64	has_presynaptic_terminal_in		2032760275	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	54	2032760275	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	12	58	has_presynaptic_terminal_in		2095481215	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	33	2095481215	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	20	88	has_presynaptic_terminal_in		2126857473	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	26	2126857473	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	12	50	has_presynaptic_terminal_in		5813019191	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	26	5813019191	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	25	135	has_presynaptic_terminal_in		2155833665	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	51	2155833665	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	19	79	has_presynaptic_terminal_in		2156873528	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	80	2156873528	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	11	67	has_presynaptic_terminal_in		2067852579	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	36	2067852579	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	26	131	has_presynaptic_terminal_in		5812999183	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	105	5812999183	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	27	has_presynaptic_terminal_in		2286150493	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	24	2286150493	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	10	44	has_presynaptic_terminal_in		2156877769	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	58	2156877769	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	38	111	has_presynaptic_terminal_in		2314801962	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	60	2314801962	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	25	96	has_presynaptic_terminal_in		2310688605	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	106	2310688605	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	25	88	has_presynaptic_terminal_in		2346510018	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	36	2346510018	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	12	74	has_presynaptic_terminal_in		2248942409	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	20	2248942409	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	9	37	has_presynaptic_terminal_in		2249645744	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	18	2249645744	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	30	2067153349	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	17	112	has_presynaptic_terminal_in		5813025549	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	35	5813025549	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	9	49	has_presynaptic_terminal_in		2065814899	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	22	2065814899	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	6	21	has_presynaptic_terminal_in		2129240307	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	7	2129240307	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	22	has_presynaptic_terminal_in		1692462759	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	601	1692462759	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	11	60	has_presynaptic_terminal_in		947193705	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	291	947193705	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	23	180	has_presynaptic_terminal_in		2034516836	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	451	2034516836	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	10	56	has_presynaptic_terminal_in		2094186530	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	180	2094186530	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	143	968	has_presynaptic_terminal_in		2128566765	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	147	2128566765	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	181	2036156525	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	132	872	has_presynaptic_terminal_in		2223778713	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	274	2223778713	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	197	1377	has_presynaptic_terminal_in		5813060453	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	315	5813060453	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	12	75	has_presynaptic_terminal_in		2068965891	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	83	2068965891	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	11	57	has_presynaptic_terminal_in		5813034001	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	69	5813034001	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	18	123	has_presynaptic_terminal_in		5812990774	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	159	5812990774	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	327	3152	has_presynaptic_terminal_in		5813011591	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	135	5813011591	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	40	266	has_presynaptic_terminal_in		1347638398	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	99	1347638398	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	55	342	has_presynaptic_terminal_in		1409358980	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	202	1409358980	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	21	127	has_presynaptic_terminal_in		1229521890	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	144	1229521890	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	21	113	has_presynaptic_terminal_in		5813055340	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	125	5813055340	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	15	76	has_presynaptic_terminal_in		5813076344	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	92	5813076344	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	31	181	has_presynaptic_terminal_in		5901203684	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	238	5901203684	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	26	174	has_presynaptic_terminal_in		5812989825	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	108	5812989825	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	16	109	has_presynaptic_terminal_in		2252063171	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	89	2252063171	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	37	185	has_presynaptic_terminal_in		1515064407	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	67	1515064407	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	11	48	has_presynaptic_terminal_in		1788930829	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	15	1788930829	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	10	53	has_presynaptic_terminal_in		1912725048	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	62	1912725048	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	8	40	has_presynaptic_terminal_in		1912724946	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	19	1912724946	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	70	1819965764	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	11	has_presynaptic_terminal_in		1664097010	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	223	1664097010	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	7	36	has_presynaptic_terminal_in		1691405824	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	201	1691405824	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	10	42	has_presynaptic_terminal_in		2066509864	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	175	2066509864	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	33	176	has_presynaptic_terminal_in		5813023100	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	18	5813023100	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	10	63	has_presynaptic_terminal_in		5813024919	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	17	5813024919	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	17	102	has_presynaptic_terminal_in		1781860460	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	21	1781860460	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	22	125	has_presynaptic_terminal_in		1782878598	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	37	1782878598	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	45	288	has_presynaptic_terminal_in		1782205507	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	32	1782205507	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	53	357	has_presynaptic_terminal_in		5813024922	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	53	5813024922	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	34	184	has_presynaptic_terminal_in		1813222721	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	86	1813222721	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	9	66	has_presynaptic_terminal_in		2033817015	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	63	2033817015	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	27	167	has_presynaptic_terminal_in		5813068174	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	54	5813068174	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	140	1813206171	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	322	1970698685	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	12	81	has_presynaptic_terminal_in		1812902999	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	297	1812902999	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	10	45	has_presynaptic_terminal_in		1782201421	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	129	1782201421	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	14	89	has_presynaptic_terminal_in		1781869202	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	177	1781869202	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	21	2065192873	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	40	228	has_presynaptic_terminal_in		1812898952	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	179	1812898952	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	29	153	has_presynaptic_terminal_in		1781864693	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	160	1781864693	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	7	36	has_presynaptic_terminal_in		1813891980	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	3	1813891980	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1970728299	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	51	1813901059	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	31	has_presynaptic_terminal_in		1813900946	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	96	1813900946	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	11	has_presynaptic_terminal_in		1813901048	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	204	1813901048	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	36	229	has_presynaptic_terminal_in		2158979725	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	278	2158979725	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	13	77	has_presynaptic_terminal_in		2002082301	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	83	2002082301	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	7	38	has_presynaptic_terminal_in		2002436731	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	116	2002436731	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	53	328	has_presynaptic_terminal_in		1971052935	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	286	1971052935	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	152	2002103845	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	3	has_presynaptic_terminal_in		5813003579	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	3	5813003579	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	18	138	has_presynaptic_terminal_in		1970707631	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	82	1970707631	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	75	1813559869	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	2091038527	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	15	has_presynaptic_terminal_in		2001392088	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	13	2001392088	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	4	has_presynaptic_terminal_in		1785511781	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	138	1785511781	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	31	1910328899	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	80	449	has_presynaptic_terminal_in		1813235278	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	210	1813235278	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	41	266	has_presynaptic_terminal_in		1876276621	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	339	1876276621	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	91	519	has_presynaptic_terminal_in		2221053439	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	476	2221053439	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	50	320	has_presynaptic_terminal_in		1844914014	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	265	1844914014	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	96	487	has_presynaptic_terminal_in		2127949176	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	504	2127949176	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	40	293	has_presynaptic_terminal_in		1813239939	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	281	1813239939	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	47	268	has_presynaptic_terminal_in		2158984105	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	365	2158984105	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	21	130	has_presynaptic_terminal_in		2190359821	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	311	2190359821	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	28	has_presynaptic_terminal_in		5813103786	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	17	5813103786	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	31	has_presynaptic_terminal_in		2315181597	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	2315181597	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	12	has_presynaptic_terminal_in		2527677438	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	2527677438	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	127	1047	has_presynaptic_terminal_in		1191402226	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	218	1191402226	neuprint_JRC_Hemibrain_1point1
