ind_object_name	ind_object_id	Tbars	downstream	relation	upstream	subject_external_id	subject_external_db
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	79	545	has_presynaptic_terminal_in		1193448112	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	46	1193448112	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	186	1803	has_presynaptic_terminal_in		1285849916	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	73	1285849916	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	5813021075	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	13	has_presynaptic_terminal_in		1825440160	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	142	1825440160	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	14	82	has_presynaptic_terminal_in		1974846717	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	19	1974846717	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	8	63	has_presynaptic_terminal_in		5813024692	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	5813024692	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	10	95	has_presynaptic_terminal_in		762982753	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	3	762982753	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	19	163	has_presynaptic_terminal_in		1916528384	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	5	1916528384	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	13	113	has_presynaptic_terminal_in		2040344064	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	2040344064	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	52	has_presynaptic_terminal_in		788940872	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	788940872	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	13	has_presynaptic_terminal_in		1886132855	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1702306047	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	8	1701299822	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	20	has_presynaptic_terminal_in		1788685103	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1788685103	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	22	158	has_presynaptic_terminal_in		1755556277	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	17	1755556277	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	17	127	has_presynaptic_terminal_in		1661769627	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	10	1661769627	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	28	has_presynaptic_terminal_in		1671638278	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	1671638278	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	17	has_presynaptic_terminal_in		1700307582	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	20	1700307582	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	1	has_presynaptic_terminal_in		1793403571	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	1793403571	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	11	has_presynaptic_terminal_in		1917866877	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	22	1917866877	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	10	has_presynaptic_terminal_in		1723506321	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1723506321	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	28	1037293275	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	33	has_presynaptic_terminal_in		1733677514	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	41	1733677514	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	15	83	has_presynaptic_terminal_in		5813083723	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	46	5813083723	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	176	1102334088	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	2	has_presynaptic_terminal_in		1888178718	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	126	1888178718	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1671952694	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	1912435859	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	4	has_presynaptic_terminal_in		850708783	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1912777226	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	14	has_presynaptic_terminal_in		1975187554	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	27	5812982656	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	11	68	has_presynaptic_terminal_in		763730414	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	24	763730414	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	15	111	has_presynaptic_terminal_in		1316245799	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	108	1316245799	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	5	has_presynaptic_terminal_in		1733370882	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	1733370882	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	6	27	has_presynaptic_terminal_in		917643796	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	917643796	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	19	76	has_presynaptic_terminal_in		821344462	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	10	821344462	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	15	60	has_presynaptic_terminal_in		5813054053	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	11	5813054053	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	18	has_presynaptic_terminal_in		884916323	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	884916323	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	1	has_presynaptic_terminal_in		329566174	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	33	has_presynaptic_terminal_in		767473384	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	767473384	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	3	has_presynaptic_terminal_in		1479618250	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	11	has_presynaptic_terminal_in		1670265016	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1670265016	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	7	33	has_presynaptic_terminal_in		1702310266	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	11	1702310266	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	21	has_presynaptic_terminal_in		2069652905	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	7	2069652905	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	103	849	has_presynaptic_terminal_in		5813068801	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	319	5813068801	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	84	772	has_presynaptic_terminal_in		1222104921	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	363	1222104921	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1346560069	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	19	has_presynaptic_terminal_in		1654543355	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	3	1654543355	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	7	1685586866	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	24	has_presynaptic_terminal_in		1654880497	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	8	1654880497	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	6	38	has_presynaptic_terminal_in		1716249528	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	1716249528	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	16	46	has_presynaptic_terminal_in		5813064410	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	21	5813064410	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	51	123	has_presynaptic_terminal_in		1005857944	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	59	1005857944	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	8	32	has_presynaptic_terminal_in		1313853933	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	113	1313853933	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	952249657	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	5813093836	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	32	1316846140	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	19	has_presynaptic_terminal_in		1409609847	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	41	1409609847	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	9	has_presynaptic_terminal_in		5813053907	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	5813053907	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	22	114	has_presynaptic_terminal_in		1719643238	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	50	1719643238	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	58	569	has_presynaptic_terminal_in		821340054	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	39	821340054	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	9	53	has_presynaptic_terminal_in		915528488	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	51	915528488	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	231	2041	has_presynaptic_terminal_in		1005149651	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	139	1005149651	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	33	284	has_presynaptic_terminal_in		943425979	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	28	943425979	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	1658885859	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	6	has_presynaptic_terminal_in		5813048055	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	5813048055	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	5	has_presynaptic_terminal_in		604791287	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	20	604791287	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	12	has_presynaptic_terminal_in		1313512559	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	1313512559	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	5813088549	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	920869856	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	4	has_presynaptic_terminal_in		1313590343	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	8	1313590343	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	22	5813037804	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	3	has_presynaptic_terminal_in		5813048837	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	5813048837	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	5	1281812747	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	9	has_presynaptic_terminal_in		675490204	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	675490204	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	116	380	has_presynaptic_terminal_in		950229431	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	75	950229431	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	115	355	has_presynaptic_terminal_in		792040520	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	72	792040520	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	49	1078517402	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	8	has_presynaptic_terminal_in		5813005259	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	32	5813005259	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	13	has_presynaptic_terminal_in		1376558469	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	12	1376558469	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	41	has_presynaptic_terminal_in		1375242214	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	1375242214	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	28	has_presynaptic_terminal_in		1501392572	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	21	1501392572	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	6	21	has_presynaptic_terminal_in		5813055293	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	53	5813055293	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	5813048007	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	66	509	has_presynaptic_terminal_in		1344616893	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	13	1344616893	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	29	214	has_presynaptic_terminal_in		1686000717	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	7	1686000717	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	1499441777	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	7	58	has_presynaptic_terminal_in		1065284785	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	1065284785	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	15	has_presynaptic_terminal_in		1189420069	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	1189420069	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	41	has_presynaptic_terminal_in		1873444990	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	5	1873444990	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	6	37	has_presynaptic_terminal_in		1158385432	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	1158385432	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	22	has_presynaptic_terminal_in		1002861071	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1002861071	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	9	67	has_presynaptic_terminal_in		879412016	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	7	879412016	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	10	has_presynaptic_terminal_in		5813054145	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	72	5813054145	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	9	has_presynaptic_terminal_in		5812991822	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	33	5812991822	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	10	1436646177	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	30	has_presynaptic_terminal_in		1345596879	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	15	1345596879	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	23	has_presynaptic_terminal_in		5812994890	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	5812994890	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	19	111	has_presynaptic_terminal_in		1778013540	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	34	1778013540	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	17	5901205778	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	3	5812994891	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	1097917138	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	2	has_presynaptic_terminal_in		5813024424	neuprint_JRC_Hemibrain_1point1
