filename	label	AD	DBD	part_of	Template
20x-VNC-2509444913578377314	JRC_SS02191_VNC_2018_20180222_33_B1	P{VT000355-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2509444913918115938	JRC_SS02255_Brain_2018_20180222_33_C1	P{R16D01-p65.AD}	P{VT016114-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2509444913918115938	JRC_SS02255_VNC_2018_20180222_33_C1	P{R16D01-p65.AD}	P{VT016114-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2509444914253660258	JRC_SS02239_Brain_2018_20180222_33_D1	P{VT000454-p65.AD}	P{VT001980-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2509444914253660258	JRC_SS02239_VNC_2018_20180222_33_D1	P{VT000454-p65.AD}	P{VT001980-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2509444915134464098	JRC_SS02270_Brain_2018_20180222_33_F4	P{R30G06-p65.AD}	P{R27A10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2509444915134464098	JRC_SS02270_VNC_2018_20180222_33_F4	P{R30G06-p65.AD}	P{R27A10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2509444915365150818	JRC_SS02293_Brain_2018_20180222_33_G2	P{R41G11-p65.AD}	P{VT005534-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2509444915365150818	JRC_SS02293_VNC_2018_20180222_33_G2	P{R41G11-p65.AD}	P{VT005534-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515634824861974626	JRC_SS46512_Brain_2018_20180314_32_A1	P{VT049354-p65.AD}	P{VT026669-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515634824861974626	JRC_SS46512_VNC_2018_20180314_32_A1	P{VT049354-p65.AD}	P{VT026669-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515634825184936034	JRC_SS46517_Brain_2018_20180314_32_B1	P{VT037871-p65.AD}	P{VT060202-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515634825184936034	JRC_SS46517_VNC_2018_20180314_32_B1	P{VT037871-p65.AD}	P{VT060202-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515634825507897442	JRC_SS46528_Brain_2018_20180314_32_C1	P{VT040713-p65.AD}	P{VT049354-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515634825507897442	JRC_SS46528_VNC_2018_20180314_32_C1	P{VT040713-p65.AD}	P{VT049354-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515634825960882274	JRC_SS50517_Brain_2018_20180314_32_D3	P{R48H02-p65.AD}	P{VT026759-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515634825960882274	JRC_SS50517_VNC_2018_20180314_32_D3	P{R48H02-p65.AD}	P{VT026759-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515634826938155106	JRC_SS50477_Brain_2018_20180314_32_G3	P{VT026759-p65.AD}	P{VT019728-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515634826938155106	JRC_SS50477_VNC_2018_20180314_32_G3	P{VT026759-p65.AD}	P{VT019728-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515709442272526434	JRC_SS52257_Brain_2018_20180309_46_A1	P{VT043920-p65.AD}	P{R24A02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515709442272526434	JRC_SS52257_VNC_2018_20180309_46_A1	P{VT043920-p65.AD}	P{R24A02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515959149255196770	JRC_SS50447_Brain_2018_20180314_33_A3	P{VT008281-p65.AD}	P{VT008652-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515959149255196770	JRC_SS50447_VNC_2018_20180314_33_A3	P{VT008281-p65.AD}	P{VT008652-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515959149632684130	JRC_SS50487_Brain_2018_20180314_33_B3	P{R25B07-p65.AD}	P{VT021373-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515959149632684130	JRC_SS50487_VNC_2018_20180314_33_B3	P{R25B07-p65.AD}	P{VT021373-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515959150119223394	JRC_SS50420_Brain_2018_20180314_33_D1	P{VT019728-p65.AD}	P{R48H02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515959150119223394	JRC_SS50420_VNC_2018_20180314_33_D1	P{VT019728-p65.AD}	P{R48H02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515959150442184802	JRC_SS52244_Brain_2018_20180314_33_E2	P{VT039497-p65.AD}	P{R48A11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515959150442184802	JRC_SS52244_VNC_2018_20180314_33_E2	P{VT039497-p65.AD}	P{R48A11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515959150760951906	JRC_SS52338_Brain_2018_20180314_33_F3	P{R75H10-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515959150760951906	JRC_SS52338_VNC_2018_20180314_33_F3	P{R75H10-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515959151075524706	JRC_SS52265_Brain_2018_20180314_33_G3	P{VT019012-p65.AD}	P{R37H01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515959151075524706	JRC_SS52265_VNC_2018_20180314_33_G3	P{VT019012-p65.AD}	P{R37H01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515966260848623714	JRC_SS04444_Brain_2018_20180314_31_A1	P{R21A07-p65.AD}	P{VT020016-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515966260848623714	JRC_SS04444_VNC_2018_20180314_31_A1	P{R21A07-p65.AD}	P{VT020016-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515966261251276898	JRC_SS04912_Brain_2018_20180314_31_B1	P{R41G11-p65.AD}	P{R72G09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515966261251276898	JRC_SS04912_VNC_2018_20180314_31_B1	P{R41G11-p65.AD}	P{R72G09-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515966261985280098	JRC_SS27853_Brain_2018_20180314_31_D1	P{R33A12-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515966261985280098	JRC_SS27853_VNC_2018_20180314_31_D1	P{R33A12-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515966262060777570	JRC_SS27853_Brain_2018_20180314_31_D2	P{R33A12-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515966262060777570	JRC_SS27853_VNC_2018_20180314_31_D2	P{R33A12-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515966262517956706	JRC_SS46507_Brain_2018_20180314_31_E3	P{VT040713-p65.AD}	P{VT006486-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515966262517956706	JRC_SS46507_VNC_2018_20180314_31_E3	P{VT040713-p65.AD}	P{VT006486-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515966262832529506	JRC_SS46524_Brain_2018_20180314_31_F2	P{VT006486-p65.AD}	P{VT026017-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515966262832529506	JRC_SS46524_VNC_2018_20180314_31_F2	P{VT006486-p65.AD}	P{VT026017-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2515966263243571298	JRC_SS46515_Brain_2018_20180314_31_G3	P{VT049354-p65.AD}	P{VT006199-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2515966263243571298	JRC_SS46515_VNC_2018_20180314_31_G3	P{VT049354-p65.AD}	P{VT006199-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2518152166888177762	JRC_SS52578_Brain_2018_20180321_31_A1	P{VT029577-p65.AD}	P{VT038817-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2518152166888177762	JRC_SS52578_VNC_2018_20180321_31_A1	P{VT029577-p65.AD}	P{VT038817-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2518152167420854370	JRC_SS52590_Brain_2018_20180321_31_C2	P{VT017491-p65.AD}	P{VT000355-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2518152167420854370	JRC_SS52590_VNC_2018_20180321_31_C2	P{VT017491-p65.AD}	P{VT000355-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2518152167668318306	JRC_SS53161_Brain_2018_20180321_31_D1	P{VT063307-p65.AD}	P{VT057247-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2518152167668318306	JRC_SS53161_VNC_2018_20180321_31_D1	P{VT063307-p65.AD}	P{VT057247-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2518152167991279714	JRC_SS00090_Brain_2018_20180321_31_E1	P{R19G02-p65.AD}	P{R15C03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2518152167991279714	JRC_SS00090_VNC_2018_20180321_31_E1	P{R19G02-p65.AD}	P{R15C03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2520709012752695394	JRC_SS54295_Brain_2018_20180320_32_I2	P{VT026664-p65.AD}	P{VT032907-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2520709012752695394	JRC_SS54295_VNC_2018_20180320_32_I2	P{VT026664-p65.AD}	P{VT032907-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2520774950327943266	JRC_SS50417_Brain_2018_20180320_32_A1	P{VT019728-p65.AD}	P{VT000926-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2520774950327943266	JRC_SS50417_VNC_2018_20180320_32_A1	P{VT019728-p65.AD}	P{VT000926-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2520774950827065442	JRC_SS50417_Brain_2018_20180320_32_A3	P{VT019728-p65.AD}	P{VT000926-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2520774950827065442	JRC_SS50417_VNC_2018_20180320_32_A3	P{VT019728-p65.AD}	P{VT000926-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2520774951170998370	JRC_SS52266_Brain_2018_20180320_32_B3	P{VT019012-p65.AD}	P{R38G02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2520774951170998370	JRC_SS52266_VNC_2018_20180320_32_B3	P{VT019012-p65.AD}	P{R38G02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2520774951556874338	JRC_SS52267_Brain_2018_20180320_32_C3	P{VT019012-p65.AD}	P{R72C10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2520774951556874338	JRC_SS52267_VNC_2018_20180320_32_C3	P{VT019012-p65.AD}	P{R72C10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2520774952508981346	JRC_SS52347_Brain_2018_20180320_32_F1	P{R92B02-p65.AD}	P{R48H01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2520774952508981346	JRC_SS52347_VNC_2018_20180320_32_F1	P{R92B02-p65.AD}	P{R48H01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2520774952924217442	JRC_SS52577_Brain_2018_20180320_32_G2	P{VT063307-p65.AD}	P{VT019742-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2520774952924217442	JRC_SS52577_VNC_2018_20180320_32_G2	P{VT063307-p65.AD}	P{VT019742-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2524036018579964002	JRC_SS52669_Brain_2018_20180323_49_D1	P{R68A10-p65.AD}	P{R75H10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2524036018579964002	JRC_SS52669_VNC_2018_20180323_49_D1	P{R68A10-p65.AD}	P{R75H10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2524036021155266658	JRC_SS20046_Brain_2018_20180323_49_H1	P{VT000355-p65.AD}	P{R21E02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2525754321178460258	JRC_SS24258_Brain_2018_20180411_33_A3	P{VT058568-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2525754321178460258	JRC_SS24258_VNC_2018_20180411_33_A3	P{VT058568-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2525754322084429922	JRC_SS00043_Brain_2018_20180411_33_C1	P{R65B12-p65.AD}	P{R30E10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2525754322084429922	JRC_SS00043_VNC_2018_20180411_33_C1	P{R65B12-p65.AD}	P{R30E10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2525754322877153378	JRC_SS00078_Brain_2018_20180411_33_D3	P{R16D01-p65.AD}	P{R15E01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2525754322877153378	JRC_SS00078_VNC_2018_20180411_33_D3	P{R16D01-p65.AD}	P{R15E01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2525754323980255330	JRC_SS00098_Brain_2018_20180411_33_F3	P{R19G02-p65.AD}	P{R93G12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2525754323980255330	JRC_SS00098_VNC_2018_20180411_33_F3	P{R19G02-p65.AD}	P{R93G12-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2527200158307844194	JRC_SS00117_Brain_2018_20180411_34_A4	P{R24A02-p65.AD}	P{R18G01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2527200158307844194	JRC_SS00117_VNC_2018_20180411_34_A4	P{R24A02-p65.AD}	P{R18G01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2527200158777606242	JRC_SS00154_Brain_2018_20180411_34_B3	P{R37H01-p65.AD}	P{R40A01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2527200158777606242	JRC_SS00154_VNC_2018_20180411_34_B3	P{R37H01-p65.AD}	P{R40A01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2527200159142510690	JRC_SS00159_Brain_2018_20180411_34_C1	P{R37H01-p65.AD}	P{R79A12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2527200159142510690	JRC_SS00159_VNC_2018_20180411_34_C1	P{R37H01-p65.AD}	P{R79A12-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2527200159679381602	JRC_SS00191_Brain_2018_20180411_34_D1	P{R38G07-p65.AD}	P{R37H01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2527200159679381602	JRC_SS00191_VNC_2018_20180411_34_D1	P{R38G07-p65.AD}	P{R37H01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2527200160249806946	JRC_SS00408_Brain_2018_20180411_34_E2	P{R27F02-p65.AD}	P{R19G02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2527200160249806946	JRC_SS00408_VNC_2018_20180411_34_E2	P{R27F02-p65.AD}	P{R19G02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2530851403744673890	JRC_SS00425_Brain_2018_20180418_31_G2	P{R65B12-p65.AD}	P{R85H06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2530851403744673890	JRC_SS00425_VNC_2018_20180418_31_G2	P{R65B12-p65.AD}	P{R85H06-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2539607104730169442	JRC_SS02233_Brain_2018_20180511_41_F6	P{VT025720-p65.AD}	P{VT013531-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2539607104730169442	JRC_SS02233_VNC_2018_20180511_41_F6	P{VT025720-p65.AD}	P{VT013531-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2539607104902135906	JRC_SS50574_Brain_2018_20180511_41_G2	P{VT017491-p65.AD}	P{VT043927-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2539607104902135906	JRC_SS50574_VNC_2018_20180511_41_G2	P{VT017491-p65.AD}	P{VT043927-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2539607105829077090	JRC_SS53191_Brain_2018_20180511_41_I1	P{R22G07-p65.AD}	P{VT057247-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2539607105829077090	JRC_SS53191_VNC_2018_20180511_41_I1	P{R22G07-p65.AD}	P{VT057247-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2539607105996849250	JRC_SS53185_Brain_2018_20180511_41_I3	P{R11B11-p65.AD}	P{VT063731-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2542063477862695010	JRC_SS54549_Brain_2018_20180523_31_A2	P{R38B06-p65.AD}	P{VT027015-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2542063477862695010	JRC_SS54549_VNC_2018_20180523_31_A2	P{R38B06-p65.AD}	P{VT027015-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2542063478286319714	JRC_SS02198_Brain_2018_20180523_31_B3	P{VT000355-p65.AD}	P{R89F06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2542063478286319714	JRC_SS02198_VNC_2018_20180523_31_B3	P{VT000355-p65.AD}	P{R89F06-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
