filename	label	AD	DBD	part_of
Janelia-1844663950067630178-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_416_674_1898150037947416674_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB027B_Brain_2020__5	P{R24H08-p65.AD}	P{R53F03-GAL4.DBD}	female organism|adult brain
Janelia-1844663950067630178-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_877_604_2624119276272877604_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB027B_Brain_2020__6	P{R24H08-p65.AD}	P{R53F03-GAL4.DBD}	female organism|adult brain
Janelia-1844663950231208034-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_193_447_2624159437090193447_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB027B_Brain_2020__7	P{R24H08-p65.AD}	P{R53F03-GAL4.DBD}	female organism|adult brain
Janelia-1844663950231208034-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_840_935_2624224108421840935_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB027B_Brain_2020__8	P{R24H08-p65.AD}	P{R53F03-GAL4.DBD}	female organism|adult brain
Janelia-1844663950583529570-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_856_743_2624159437190856743_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB027B_Brain_2020__9	P{R24H08-p65.AD}	P{R53F03-GAL4.DBD}	female organism|adult brain
Janelia-1844663950583529570-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_865_127_2624238424411865127_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB027B_Brain_2020__10	P{R24H08-p65.AD}	P{R53F03-GAL4.DBD}	female organism|adult brain
Janelia-1844663950856159330-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_823_078_2624159028388823078_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB543B_Brain_2020__1	P{R65B09-p65.AD}	P{R81E11-GAL4.DBD}	female organism|adult brain
Janelia-1844663950856159330-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_791_270_2624224613453791270_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB543B_Brain_2020__2	P{R65B09-p65.AD}	P{R81E11-GAL4.DBD}	female organism|adult brain
Janelia-1844663954400346210-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_006_946_2624164002804006946_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB009B_Brain_2020__1	P{R13F02-p65.AD}	P{R45H04-GAL4.DBD}	female organism|adult brain
Janelia-1844663955251789922-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_733_154_2624163523193733154_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB131B_Brain_2020__1	P{R13F02-p65.AD}	P{R89B01-GAL4.DBD}	female organism|adult brain
Janelia-1844663955486670946-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_943_141_2624159194864943141_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB131B_Brain_2020__2	P{R13F02-p65.AD}	P{R89B01-GAL4.DBD}	female organism|adult brain
Janelia-1844663959014080610-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_343_654_2624162429839343654_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB418B_Brain_2020__1	P{R26E07-p65.AD}	P{R30F02-GAL4.DBD}	female organism|adult brain
Janelia-1844663959160881250-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_656_933_2624162495144656933_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB418B_Brain_2020__2	P{R26E07-p65.AD}	P{R30F02-GAL4.DBD}	female organism|adult brain
Janelia-1844663960486281314-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_248_872_2624166260304248872_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB371B_Brain_2020__1	P{R13F02-p65.AD}	P{R85D07-GAL4.DBD}	female organism|adult brain
Janelia-1844663960486281314-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_170_472_2624224274449170472_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB371B_Brain_2020__2	P{R13F02-p65.AD}	P{R85D07-GAL4.DBD}	female organism|adult brain
Janelia-1844663960796659810-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_618_726_2624164705429618726_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB371B_Brain_2020__3	P{R13F02-p65.AD}	P{R85D07-GAL4.DBD}	female organism|adult brain
Janelia-1844663961048318050-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_098_338_2624164833792098338_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB185B_Brain_2020__1	P{R52H09-p65.AD}	P{R18F09-GAL4.DBD}	female organism|adult brain
Janelia-1844663961589383266-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_982_628_2624164744335982628_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB477B_Brain_2020__1	P{R44E04-p65.AD}	P{R26E07-GAL4.DBD}	female organism|adult brain
Janelia-1844663961824264290-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_726_500_2624166767009726500_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB477B_Brain_2020__2	P{R44E04-p65.AD}	P{R26E07-GAL4.DBD}	female organism|adult brain
Janelia-1844663963304853602-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_271_460_2624165666487271460_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB419B_Brain_2020__1	P{R26E07-p65.AD}	P{R39A11-GAL4.DBD}	female organism|adult brain
Janelia-1844663963304853602-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_310_180_2624223615746310180_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB419B_Brain_2020__2	P{R26E07-p65.AD}	P{R39A11-GAL4.DBD}	female organism|adult brain
Janelia-1844663963493597282-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_503_334_2624164360456503334_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB419B_Brain_2020__3	P{R26E07-p65.AD}	P{R39A11-GAL4.DBD}	female organism|adult brain
Janelia-1844663963493597282-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_843_302_2624220631624843302_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB419B_Brain_2020__4	P{R26E07-p65.AD}	P{R39A11-GAL4.DBD}	female organism|adult brain
Janelia-1844663964768665698-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_391_398_2624235154293391398_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB298B_Brain_2020__1	P{R53C03-p65.AD}	P{R24E12-GAL4.DBD}	female organism|adult brain
Janelia-1844663965125181538-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_361_316_2624166046235361316_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB298B_Brain_2020__2	P{R53C03-p65.AD}	P{R24E12-GAL4.DBD}	female organism|adult brain
Janelia-1844663965125181538-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_606_180_2624225813561606180_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB298B_Brain_2020__3	P{R53C03-p65.AD}	P{R24E12-GAL4.DBD}	female organism|adult brain
Janelia-1844663966651908194-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_205_672_2624163530651205672_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB465C_Brain_2020__1	PBac{R37D04-p65.AD}	P{R51B02-GAL4.DBD}	female organism|adult brain
Janelia-1844663968539344994-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_532_135_2624170199766532135_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB083C_Brain_2020__1	PBac{R52G04-p65.AD}	P{R94B10-GAL4.DBD}	female organism|adult brain
Janelia-1844663968811974754-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_770_215_2624169821838770215_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB083C_Brain_2020__2	PBac{R52G04-p65.AD}	P{R94B10-GAL4.DBD}	female organism|adult brain
Janelia-1844664000541884514-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_736_930_1900447179663736930_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB262B_Brain_2020__1	P{R52B07-p65.AD}	P{R52H01-GAL4.DBD}	female organism|adult brain
Janelia-1844664000910983266-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_458_146_1900444840307458146_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB262B_Brain_2020__2	P{R52B07-p65.AD}	P{R52H01-GAL4.DBD}	female organism|adult brain
Janelia-1845060843746623586-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_256_807_2624167433908256807_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB042B_Brain_2020__2	P{R58E02-p65.AD}	P{R22E04-GAL4.DBD}	female organism|adult brain
Janelia-1845060843746623586-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_486_247_2624274880379486247_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB042B_Brain_2020__3	P{R58E02-p65.AD}	P{R22E04-GAL4.DBD}	female organism|adult brain
Janelia-1845060844409323618-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_342_436_2624168407754342436_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB042B_Brain_2020__4	P{R58E02-p65.AD}	P{R22E04-GAL4.DBD}	female organism|adult brain
Janelia-1845060844409323618-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_729_828_2624250210829729828_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB042B_Brain_2020__5	P{R58E02-p65.AD}	P{R22E04-GAL4.DBD}	female organism|adult brain
Janelia-1845060845118160994-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_061_860_2624235643626061860_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB195B_Brain_2020__1	P{R58E02-p65.AD}	P{R31F06-GAL4.DBD}	female organism|adult brain
Janelia-1845060845294321762-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_919_396_2624167838859919396_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB195B_Brain_2020__2	P{R58E02-p65.AD}	P{R31F06-GAL4.DBD}	female organism|adult brain
Janelia-1845060845294321762-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_150_692_2624215384542150692_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB195B_Brain_2020__3	P{R58E02-p65.AD}	P{R31F06-GAL4.DBD}	female organism|adult brain
Janelia-1845060846057685090-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_054_695_2624164768730054695_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB315C_Brain_2020__11	PBac{R58E02-p65.AD}	P{R48H11-GAL4.DBD}	female organism|adult brain
Janelia-1845060849232773218-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_026_210_2624165424111026210_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_MB021B_Brain_2020__1	P{R24E06-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1845060849232773218-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_222_498_2624208168460222498_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB021B_Brain_2020__2	P{R24E06-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1845060849442488418-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_960_292_2531806773572960292_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB021B_Brain_2020__3	P{R24E06-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1845060849442488418-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_617_442_2624122473737617442_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB021B_Brain_2020__4	P{R24E06-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1845060873475850338-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_186_342_2624166787289186342_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB213B_Brain_2020__1	P{R76F05-p65.AD}	P{R32G08-GAL4.DBD}	female organism|adult brain
Janelia-1845060873735897186-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_311_074_2624165202404311074_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB213B_Brain_2020__2	P{R76F05-p65.AD}	P{R32G08-GAL4.DBD}	female organism|adult brain
Janelia-1845060873945612386-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_835_618_2624164832512835618_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB213B_Brain_2020__3	P{R76F05-p65.AD}	P{R32G08-GAL4.DBD}	female organism|adult brain
Janelia-1845060874130161762-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_500_391_2624171075910500391_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB213B_Brain_2020__4	P{R76F05-p65.AD}	P{R32G08-GAL4.DBD}	female organism|adult brain
Janelia-1845060874130161762-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_256_679_2624245405990256679_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB213B_Brain_2020__5	P{R76F05-p65.AD}	P{R32G08-GAL4.DBD}	female organism|adult brain
Janelia-1845060874549592162-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_809_124_2624167403310809124_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB047B_Brain_2020__1	P{R58E02-p65.AD}	P{R93A09-GAL4.DBD}	female organism|adult brain
Janelia-1845060874549592162-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_124_068_2624227507838124068_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB047B_Brain_2020__2	P{R58E02-p65.AD}	P{R93A09-GAL4.DBD}	female organism|adult brain
Janelia-1845060874767695970-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_608_868_2624168931551608868_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB047B_Brain_2020__3	P{R58E02-p65.AD}	P{R93A09-GAL4.DBD}	female organism|adult brain
Janelia-1845060874767695970-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_246_244_2624243892337246244_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB047B_Brain_2020__4	P{R58E02-p65.AD}	P{R93A09-GAL4.DBD}	female organism|adult brain
Janelia-1845060875241652322-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_402_210_2624167771348402210_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB047B_Brain_2020__5	P{R58E02-p65.AD}	P{R93A09-GAL4.DBD}	female organism|adult brain
Janelia-1845060875241652322-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_673_954_2624245003630673954_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB047B_Brain_2020__6	P{R58E02-p65.AD}	P{R93A09-GAL4.DBD}	female organism|adult brain
Janelia-1845060876403474530-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_534_629_2624167590695534629_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB025B_Brain_2020__1	P{R24E12-p65.AD}	P{R52H01-GAL4.DBD}	female organism|adult brain
Janelia-1845060876403474530-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_655_973_2624224996607655973_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB025B_Brain_2020__2	P{R24E12-p65.AD}	P{R52H01-GAL4.DBD}	female organism|adult brain
Janelia-1845060876948734050-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_214_566_2624168590760214566_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB109B_Brain_2020__1	P{R76F05-p65.AD}	P{R23C12-GAL4.DBD}	female organism|adult brain
Janelia-1845060876948734050-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_726_118_2624249229559726118_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB109B_Brain_2020__2	P{R76F05-p65.AD}	P{R23C12-GAL4.DBD}	female organism|adult brain
Janelia-1845060877338804322-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_439_334_2624168474544439334_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB109B_Brain_2020__3	P{R76F05-p65.AD}	P{R23C12-GAL4.DBD}	female organism|adult brain
Janelia-1845060877338804322-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_669_414_2624227306557669414_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB109B_Brain_2020__4	P{R76F05-p65.AD}	P{R23C12-GAL4.DBD}	female organism|adult brain
Janelia-1845060877548519522-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_471_334_2624168285276471334_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB109B_Brain_2020__5	P{R76F05-p65.AD}	P{R23C12-GAL4.DBD}	female organism|adult brain
Janelia-1845060877548519522-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_609_382_2624226600727609382_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB109B_Brain_2020__6	P{R76F05-p65.AD}	P{R23C12-GAL4.DBD}	female organism|adult brain
