filename	label	part_of	Template	synonyms	dbxrefs	AD	DBD	comment
102A05_49D11_022114B	JRC_SS01930_L3CNS_022114B	larval central nervous system	L3 CNS template - Wood2018_c	SS01930|JRC_SS01930	FlyLightLarvalCNS:SS01930	P{VT043152-p65.AD}	P{R49D11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A05_49D11_022114C	JRC_SS01930_L3CNS_022114C	larval central nervous system	L3 CNS template - Wood2018_c	SS01930|JRC_SS01930	FlyLightLarvalCNS:SS01930	P{VT043152-p65.AD}	P{R49D11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A05_49D11_SS01930_A	JRC_SS01930_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS01930|JRC_SS01930	FlyLightLarvalCNS:SS01930	P{VT043152-p65.AD}	P{R49D11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A05_49D11_SS01930_B	JRC_SS01930_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS01930|JRC_SS01930	FlyLightLarvalCNS:SS01930	P{VT043152-p65.AD}	P{R49D11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A07_10H10_SS01931_A	JRC_SS01931_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS01931|JRC_SS01931	FlyLightLarvalCNS:SS01931	P{VT043372-p65.AD}	P{R10H10-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A07_10H10_SS01931_B	JRC_SS01931_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS01931|JRC_SS01931	FlyLightLarvalCNS:SS01931	P{VT043372-p65.AD}	P{R10H10-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A11_102A12_SS01956_A	JRC_SS01956_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS01956|JRC_SS01956	FlyLightLarvalCNS:SS01956	P{VT043692-p65.AD}	P{VT043693-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A11_102A12_SS01956_B	JRC_SS01956_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS01956|JRC_SS01956	FlyLightLarvalCNS:SS01956	P{VT043692-p65.AD}	P{VT043693-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A11_44D11_SS04257_A	JRC_SS04257_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04257|JRC_SS04257	FlyLightLarvalCNS:SS04257	P{VT043692-p65.AD}	P{R44D11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A11_44D11_SS04257_B	JRC_SS04257_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04257|JRC_SS04257	FlyLightLarvalCNS:SS04257	P{VT043692-p65.AD}	P{R44D11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A11_55H05_SS04258_A	JRC_SS04258_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04258|JRC_SS04258	FlyLightLarvalCNS:SS04258	P{VT043692-p65.AD}	P{R55H05-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A11_55H05_SS04258_B	JRC_SS04258_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04258|JRC_SS04258	FlyLightLarvalCNS:SS04258	P{VT043692-p65.AD}	P{R55H05-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A11_80B12_SS04203_A	JRC_SS04203_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04203|JRC_SS04203	FlyLightLarvalCNS:SS04203	P{VT043692-p65.AD}	P{R80B12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A11_80B12_SS04203_B	JRC_SS04203_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04203|JRC_SS04203	FlyLightLarvalCNS:SS04203	P{VT043692-p65.AD}	P{R80B12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102A11_80B12_SS04203_C	JRC_SS04203_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS04203|JRC_SS04203	FlyLightLarvalCNS:SS04203	P{VT043692-p65.AD}	P{R80B12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102D11_116F06_SS43848_A	JRC_SS43848_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS43848|JRC_SS43848	FlyLightLarvalCNS:SS43848	P{VT046782-p65.AD}	P{VT007764-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102D11_116F06_SS43848_B	JRC_SS43848_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS43848|JRC_SS43848	FlyLightLarvalCNS:SS43848	P{VT046782-p65.AD}	P{VT007764-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102E05_109D07_SS04048_A	JRC_SS04048_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04048|JRC_SS04048	FlyLightLarvalCNS:SS04048	P{VT048569-p65.AD}	P{VT002963-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102E05_109D07_SS04048_B	JRC_SS04048_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04048|JRC_SS04048	FlyLightLarvalCNS:SS04048	P{VT048569-p65.AD}	P{VT002963-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102E05_125A10_SS04049_A	JRC_SS04049_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04049|JRC_SS04049	FlyLightLarvalCNS:SS04049	P{VT048569-p65.AD}	P{VT005107-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102E05_125A10_SS04049_B	JRC_SS04049_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04049|JRC_SS04049	FlyLightLarvalCNS:SS04049	P{VT048569-p65.AD}	P{VT005107-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102E05_125A10_SS04049_C	JRC_SS04049_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS04049|JRC_SS04049	FlyLightLarvalCNS:SS04049	P{VT048569-p65.AD}	P{VT005107-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102E05_16C05_SS04204_A	JRC_SS04204_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04204|JRC_SS04204	FlyLightLarvalCNS:SS04204	P{VT048569-p65.AD}	P{R16C05-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102E05_16C05_SS04204_B	JRC_SS04204_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04204|JRC_SS04204	FlyLightLarvalCNS:SS04204	P{VT048569-p65.AD}	P{R16C05-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102E08_85G05_SS26663_A	JRC_SS26663_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS26663|JRC_SS26663	FlyLightLarvalCNS:SS26663	P{VT048852-p65.AD}	P{R85G05-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102E08_85G05_SS26663_B	JRC_SS26663_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS26663|JRC_SS26663	FlyLightLarvalCNS:SS26663	P{VT048852-p65.AD}	P{R85G05-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102F12_114E05_SS04260_A	JRC_SS04260_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04260|JRC_SS04260	FlyLightLarvalCNS:SS04260	P{VT050279-p65.AD}	P{VT054895-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102F12_114E05_SS04260_B	JRC_SS04260_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04260|JRC_SS04260	FlyLightLarvalCNS:SS04260	P{VT050279-p65.AD}	P{VT054895-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102F12_84A12_SS04262_A	JRC_SS04262_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04262|JRC_SS04262	FlyLightLarvalCNS:SS04262	P{VT050279-p65.AD}	P{R84A12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102F12_84A12_SS04262_B	JRC_SS04262_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04262|JRC_SS04262	FlyLightLarvalCNS:SS04262	P{VT050279-p65.AD}	P{R84A12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102G05_127B01_SS04205_A	JRC_SS04205_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04205|JRC_SS04205	FlyLightLarvalCNS:SS04205	P{VT056359-p65.AD}	P{VT033614-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102G05_127B01_SS04205_B	JRC_SS04205_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04205|JRC_SS04205	FlyLightLarvalCNS:SS04205	P{VT056359-p65.AD}	P{VT033614-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102G05_75B09_SS42842_A	JRC_SS42842_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS42842|JRC_SS42842	FlyLightLarvalCNS:SS42842	P{VT056359-p65.AD}	P{R75B09-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102G05_75B09_SS42842_B	JRC_SS42842_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS42842|JRC_SS42842	FlyLightLarvalCNS:SS42842	P{VT056359-p65.AD}	P{R75B09-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102H03_51E09_SS04263_A	JRC_SS04263_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04263|JRC_SS04263	FlyLightLarvalCNS:SS04263	P{VT058722-p65.AD}	P{R51E09-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102H03_51E09_SS04263_B	JRC_SS04263_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04263|JRC_SS04263	FlyLightLarvalCNS:SS04263	P{VT058722-p65.AD}	P{R51E09-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
102H03_51E09_SS04263_C	JRC_SS04263_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS04263|JRC_SS04263	FlyLightLarvalCNS:SS04263	P{VT058722-p65.AD}	P{R51E09-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
103C02_100H11_SS04264_A	JRC_SS04264_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04264|JRC_SS04264	FlyLightLarvalCNS:SS04264	P{VT002055-p65.AD}	P{VT017928-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
103C02_100H11_SS04264_B	JRC_SS04264_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04264|JRC_SS04264	FlyLightLarvalCNS:SS04264	P{VT002055-p65.AD}	P{VT017928-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
103C02_119G08_SS04266_A	JRC_SS04266_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04266|JRC_SS04266	FlyLightLarvalCNS:SS04266	P{VT002055-p65.AD}	P{VT008279-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
103C02_119G08_SS04266_B	JRC_SS04266_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04266|JRC_SS04266	FlyLightLarvalCNS:SS04266	P{VT002055-p65.AD}	P{VT008279-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
103C02_119G08_SS04266_C	JRC_SS04266_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS04266|JRC_SS04266	FlyLightLarvalCNS:SS04266	P{VT002055-p65.AD}	P{VT008279-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B06_104A11_SS04269_A	JRC_SS04269_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04269|JRC_SS04269	FlyLightLarvalCNS:SS04269	P{VT020731-p65.AD}	P{VT019024-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B06_104A11_SS04269_B	JRC_SS04269_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04269|JRC_SS04269	FlyLightLarvalCNS:SS04269	P{VT020731-p65.AD}	P{VT019024-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B06_104A11_SS04269_C	JRC_SS04269_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS04269|JRC_SS04269	FlyLightLarvalCNS:SS04269	P{VT020731-p65.AD}	P{VT019024-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B06_115E03_SS04270_A	JRC_SS04270_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04270|JRC_SS04270	FlyLightLarvalCNS:SS04270	P{VT020731-p65.AD}	P{VT026342-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B06_115E03_SS04270_B	JRC_SS04270_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04270|JRC_SS04270	FlyLightLarvalCNS:SS04270	P{VT020731-p65.AD}	P{VT026342-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B06_115E03_SS04270_C	JRC_SS04270_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS04270|JRC_SS04270	FlyLightLarvalCNS:SS04270	P{VT020731-p65.AD}	P{VT026342-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B06_22E12_SS04271_A	JRC_SS04271_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04271|JRC_SS04271	FlyLightLarvalCNS:SS04271	P{VT020731-p65.AD}	P{R22E12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B06_22E12_SS04271_B	JRC_SS04271_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04271|JRC_SS04271	FlyLightLarvalCNS:SS04271	P{VT020731-p65.AD}	P{R22E12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B08_34C04_SS23436_A	JRC_SS23436_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS23436|JRC_SS23436	FlyLightLarvalCNS:SS23436	P{VT020818-p65.AD}	P{R34C04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B08_34C04_SS23436_B	JRC_SS23436_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS23436|JRC_SS23436	FlyLightLarvalCNS:SS23436	P{VT020818-p65.AD}	P{R34C04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B08_94G06_SS23580_A	JRC_SS23580_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS23580|JRC_SS23580	FlyLightLarvalCNS:SS23580	P{VT020818-p65.AD}	P{R94G06-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104B08_94G06_SS23580_B	JRC_SS23580_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS23580|JRC_SS23580	FlyLightLarvalCNS:SS23580	P{VT020818-p65.AD}	P{R94G06-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104E12_126D11_SS04273_A	JRC_SS04273_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04273|JRC_SS04273	FlyLightLarvalCNS:SS04273	P{VT033054-p65.AD}	P{VT021364-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104E12_126D11_SS04273_B	JRC_SS04273_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04273|JRC_SS04273	FlyLightLarvalCNS:SS04273	P{VT033054-p65.AD}	P{VT021364-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104G07_116C10_SS24735_A	JRC_SS24735_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS24735|JRC_SS24735	FlyLightLarvalCNS:SS24735	P{VT039624-p65.AD}	P{VT000811-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104G07_116C10_SS24735_B	JRC_SS24735_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS24735|JRC_SS24735	FlyLightLarvalCNS:SS24735	P{VT039624-p65.AD}	P{VT000811-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104G07_127G05_SS24737_A	JRC_SS24737_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS24737|JRC_SS24737	FlyLightLarvalCNS:SS24737	P{VT039624-p65.AD}	P{VT043137-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
104G07_127G05_SS24737_B	JRC_SS24737_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS24737|JRC_SS24737	FlyLightLarvalCNS:SS24737	P{VT039624-p65.AD}	P{VT043137-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105A02_115E03_SS04275_A	JRC_SS04275_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04275|JRC_SS04275	FlyLightLarvalCNS:SS04275	P{VT043090-p65.AD}	P{VT026342-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105A02_115E03_SS04275_B	JRC_SS04275_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04275|JRC_SS04275	FlyLightLarvalCNS:SS04275	P{VT043090-p65.AD}	P{VT026342-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105B06_25E04_SS04051_A	JRC_SS04051_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04051|JRC_SS04051	FlyLightLarvalCNS:SS04051	P{VT046099-p65.AD}	P{R25E04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105B06_25E04_SS04051_B	JRC_SS04051_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04051|JRC_SS04051	FlyLightLarvalCNS:SS04051	P{VT046099-p65.AD}	P{R25E04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105D02_125B08_SS04277_A	JRC_SS04277_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04277|JRC_SS04277	FlyLightLarvalCNS:SS04277	P{VT048835-p65.AD}	P{VT006865-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105D02_125B08_SS04277_B	JRC_SS04277_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04277|JRC_SS04277	FlyLightLarvalCNS:SS04277	P{VT048835-p65.AD}	P{VT006865-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105D02_126F12_SS21716_A	JRC_SS21716_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS21716|JRC_SS21716	FlyLightLarvalCNS:SS21716	P{VT048835-p65.AD}	P{VT026664-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105D02_126F12_SS21716_B	JRC_SS21716_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS21716|JRC_SS21716	FlyLightLarvalCNS:SS21716	P{VT048835-p65.AD}	P{VT026664-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105D03_124E01_SS25800_A	JRC_SS25800_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS25800|JRC_SS25800	FlyLightLarvalCNS:SS25800	P{VT048854-p65.AD}	P{VT041882-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105D03_124E01_SS25800_B	JRC_SS25800_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS25800|JRC_SS25800	FlyLightLarvalCNS:SS25800	P{VT048854-p65.AD}	P{VT041882-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
105E10_102D01_SS26136_A	JRC_SS26136_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS26136|JRC_SS26136	FlyLightLarvalCNS:SS26136	P{VT050225-p65.AD}	P{VT045663-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
