filename	synonyms	label	driver	part_of
flylight_gen1_lexa-Alignments-GMR_10H02_LJ_21-GMR_10H02_LJ_21-20140205_GMR_10H02_LJ_21_05-fA01b_20140506135639513-20x-Brain-2616644707911991333-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10H02_LJ_21_05-fA01b	JRC_R10H02_lexA_Brain_20140205	P{GMR10H02-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10H04_LJ_21-GMR_10H04_LJ_21-20101203_GMR_10H04_LJ_21_00-fA01b_20101206103248312-20x-Brain-2616150110895079463-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10H04_LJ_21_00-fA01b	JRC_R10H04_lexA_Brain_20101203	P{GMR10H04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10H05_LJ_21-GMR_10H05_LJ_21-20110111_GMR_10H05_LJ_21_00-fA01b_20110112102056109-20x-Brain-2616045293703004200-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10H05_LJ_21_00-fA01b	JRC_R10H05_lexA_Brain_20110111	P{GMR10H05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10H10_LJ_21-GMR_10H10_LJ_21-20101201_GMR_10H10_LJ_21_02-fA01b_20101203150035918-20x-Brain-2616045679360868390-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10H10_LJ_21_02-fA01b	JRC_R10H10_lexA_Brain_20101201	P{GMR10H10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11A01_LJ_21-GMR_11A01_LJ_21-20101203_GMR_11A01_LJ_21_02-fA01b_20101206104555906-20x-Brain-2616114258395529254-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11A01_LJ_21_02-fA01b	JRC_R11A01_lexA_Brain_20101203	P{GMR11A01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11A03_LJ_21-GMR_11A03_LJ_21-20101207_GMR_11A03_LJ_21_00-fA01b_20101208100235468-20x-Brain-2616250898619301928-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11A03_LJ_21_00-fA01b	JRC_R11A03_lexA_Brain_20101207	P{GMR11A03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11A07_LJ_21-GMR_11A07_LJ_21-20110721_GMR_11A07_LJ_21_00-fA01b_20110722103413875-20x-Brain-2616320538657685542-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11A07_LJ_21_00-fA01b	JRC_R11A07_lexA_Brain_20110721	P{GMR11A07-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11B01_LJ_21-GMR_11B01_LJ_21-20110324_GMR_11B01_LJ_21_02-fA01b_20110325110455078-20x-Brain-2616257320480407592-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11B01_LJ_21_02-fA01b	JRC_R11B01_lexA_Brain_20110324	P{GMR11B01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11B04_LJ_21-GMR_11B04_LJ_21-20130712_GMR_11B04_LJ_21_01-fA01b_20131203224704186-20x-Brain-2616472609113505831-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11B04_LJ_21_01-fA01b	JRC_R11B04_lexA_Brain_20130712	P{GMR11B04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11B06_LJ_21-GMR_11B06_LJ_21-20130722_GMR_11B06_LJ_21_02-fA01b_20131202085730441-20x-Brain-2616467797395374119-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11B06_LJ_21_02-fA01b	JRC_R11B06_lexA_Brain_20130722	P{GMR11B06-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11B07_LJ_21-GMR_11B07_LJ_21-20110324_GMR_11B07_LJ_21_00-fA01b_20110325110621437-20x-Brain-2616140356693000231-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11B07_LJ_21_00-fA01b	JRC_R11B07_lexA_Brain_20110324	P{GMR11B07-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11C01_LJ_21-GMR_11C01_LJ_21-20110601_GMR_11C01_LJ_21_03-fA01b_20110602110946531-20x-Brain-2616135733999566885-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11C01_LJ_21_03-fA01b	JRC_R11C01_lexA_Brain_20110601	P{GMR11C01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11C05_LJ_21-GMR_11C05_LJ_21-20111017_GMR_11C05_LJ_21_00-fA01b_20111018142949484-20x-Brain-2616400414836260903-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11C05_LJ_21_00-fA01b	JRC_R11C05_lexA_Brain_20111017	P{GMR11C05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11C07_LJ_21-GMR_11C07_LJ_21-20110124_GMR_11C07_LJ_21_00-fA01b_20110125094704578-20x-Brain-2616295246719352869-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11C07_LJ_21_00-fA01b	JRC_R11C07_lexA_Brain_20110124	P{GMR11C07-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11C08_LJ_21-GMR_11C08_LJ_21-20131122_GMR_11C08_LJ_21_01-fA01b_20131204113204617-20x-Brain-2616501802719248424-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11C08_LJ_21_01-fA01b	JRC_R11C08_lexA_Brain_20131122	P{GMR11C08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D01_LJ_21-GMR_11D01_LJ_21-20101207_GMR_11D01_LJ_21_00-fA01b_20101208100450578-20x-Brain-2616131612156362792-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D01_LJ_21_00-fA01b	JRC_R11D01_lexA_Brain_20101207	P{GMR11D01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D02_LJ_21-GMR_11D02_LJ_21-20110111_GMR_11D02_LJ_21_00-fA01b_20110112095514031-20x-Brain-2616048183658151975-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D02_LJ_21_00-fA01b	JRC_R11D02_lexA_Brain_20110111	P{GMR11D02-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D03_LJ_21-GMR_11D03_LJ_21-20101207_GMR_11D03_LJ_21_00-fA01b_20101208094938421-20x-Brain-2616132303922921509-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D03_LJ_21_00-fA01b	JRC_R11D03_lexA_Brain_20101207	P{GMR11D03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D04_LJ_21-GMR_11D04_LJ_21-20130722_GMR_11D04_LJ_21_01-fA01b_20131202085812481-20x-Brain-2616461991585251366-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D04_LJ_21_01-fA01b	JRC_R11D04_lexA_Brain_20130722	P{GMR11D04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D07_LJ_21-GMR_11D07_LJ_21-20110111_GMR_11D07_LJ_21_00-fA01b_20110112095726234-20x-Brain-2616141552061251622-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D07_LJ_21_00-fA01b	JRC_R11D07_lexA_Brain_20110111	P{GMR11D07-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D08_LJ_21-GMR_11D08_LJ_21-20110913_GMR_11D08_LJ_21_00-fA01b_20110914100318843-20x-Brain-2616389827498606632-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D08_LJ_21_00-fA01b	JRC_R11D08_lexA_Brain_20110913	P{GMR11D08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D09_LJ_21-GMR_11D09_LJ_21-20130718_GMR_11D09_LJ_21_02-fA01b_20131204002353997-20x-Brain-2616483264629571621-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D09_LJ_21_02-fA01b	JRC_R11D09_lexA_Brain_20130718	P{GMR11D09-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11E05_LJ_21-GMR_11E05_LJ_21-20110111_GMR_11E05_LJ_21_00-fA01b_20110112095937890-20x-Brain-2616298559590367270-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11E05_LJ_21_00-fA01b	JRC_R11E05_lexA_Brain_20110111	P{GMR11E05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11F03_LJ_21-GMR_11F03_LJ_21-20110603_GMR_11F03_LJ_21_00-fA01b_20110606115556375-20x-Brain-2616313927058849830-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11F03_LJ_21_00-fA01b	JRC_R11F03_lexA_Brain_20110603	P{GMR11F03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11F04_LJ_21-GMR_11F04_LJ_21-20101207_GMR_11F04_LJ_21_00-fA01b_20101208095356859-20x-Brain-2616294056598175782-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11F04_LJ_21_00-fA01b	JRC_R11F04_lexA_Brain_20101207	P{GMR11F04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11F12_LJ_21-GMR_11F12_LJ_21-20110603_GMR_11F12_LJ_21_03-fA01b_20110606115933031-20x-Brain-2616234438123585576-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11F12_LJ_21_03-fA01b	JRC_R11F12_lexA_Brain_20110603	P{GMR11F12-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11G01_LJ_21-GMR_11G01_LJ_21-20101208_GMR_11G01_LJ_21_00-fA01b_20101208095615125-20x-Brain-2616061638037471271-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11G01_LJ_21_00-fA01b	JRC_R11G01_lexA_Brain_20101208	P{GMR11G01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11G06_LJ_21-GMR_11G06_LJ_21-20130716_GMR_11G06_LJ_21_01-fA01b_20131211110350507-20x-Brain-2616530552211111976-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11G06_LJ_21_01-fA01b	JRC_R11G06_lexA_Brain_20130716	P{GMR11G06-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11G09_LJ_21-GMR_11G09_LJ_21-20110701_GMR_11G09_LJ_21_03-fA01b_20110705101716125-20x-Brain-2616199695499788328-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11G09_LJ_21_03-fA01b	JRC_R11G09_lexA_Brain_20110701	P{GMR11G09-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11H05_LJ_21-GMR_11H05_LJ_21-20111028_GMR_11H05_LJ_21_08-fA01b_20111031101158750-20x-Brain-2616405972049985576-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11H05_LJ_21_08-fA01b	JRC_R11H05_lexA_Brain_20111028	P{GMR11H05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11H07_LJ_21-GMR_11H07_LJ_21-20110802_GMR_11H07_LJ_21_00-fA01b_20110803095455375-20x-Brain-2616348543299878952-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11H07_LJ_21_00-fA01b	JRC_R11H07_lexA_Brain_20110802	P{GMR11H07-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11H10_LJ_21-GMR_11H10_LJ_21-20130513_GMR_11H10_LJ_21_01-fA01b_20130628164142684-20x-Brain-2616460827573616680-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11H10_LJ_21_01-fA01b	JRC_R11H10_lexA_Brain_20130513	P{GMR11H10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12A10_LJ_21-GMR_12A10_LJ_21-20110627_GMR_12A10_LJ_21_00-fA01b_20110628100516109-20x-Brain-2616208366766129189-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12A10_LJ_21_00-fA01b	JRC_R12A10_lexA_Brain_20110627	P{GMR12A10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12A11_LJ_21-GMR_12A11_LJ_21-20131231_GMR_12A11_LJ_21_02-fA01b_20140102030714414-20x-Brain-2616569079586095142-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12A11_LJ_21_02-fA01b	JRC_R12A11_lexA_Brain_20131231	P{GMR12A11-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12B01_LJ_21-GMR_12B01_LJ_21-20110111_GMR_12B01_LJ_21_01-fA01b_20110112102716671-20x-Brain-2616120775018545189-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12B01_LJ_21_01-fA01b	JRC_R12B01_lexA_Brain_20110111	P{GMR12B01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12B03_LJ_21-GMR_12B03_LJ_21-20110607_GMR_12B03_LJ_21_02-fA01b_20110608112606406-20x-Brain-2616297973235056677-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12B03_LJ_21_02-fA01b	JRC_R12B03_lexA_Brain_20110607	P{GMR12B03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12B10_LJ_21-GMR_12B10_LJ_21-20131024_GMR_12B10_LJ_21_02-fA01b_20131204101505258-20x-Brain-2616503158586736677-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12B10_LJ_21_02-fA01b	JRC_R12B10_lexA_Brain_20131024	P{GMR12B10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12B11_LJ_21-GMR_12B11_LJ_21-20130707_GMR_12B11_LJ_21_01-fA01b_20131204065604008-20x-Brain-2616497599691096104-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12B11_LJ_21_01-fA01b	JRC_R12B11_lexA_Brain_20130707	P{GMR12B11-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12C03_LJ_21-GMR_12C03_LJ_21-20101208_GMR_12C03_LJ_21_00-fA01b_20101209093044500-20x-Brain-2616101060971855911-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12C03_LJ_21_00-fA01b	JRC_R12C03_lexA_Brain_20101208	P{GMR12C03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12C04_LJ_21-GMR_12C04_LJ_21-20110607_GMR_12C04_LJ_21_00-fA01b_20110608112716140-20x-Brain-2616296591190917160-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12C04_LJ_21_00-fA01b	JRC_R12C04_lexA_Brain_20110607	P{GMR12C04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12C11_LJ_21-GMR_12C11_LJ_21-20101208_GMR_12C11_LJ_21_00-fA01b_20101208095841250-20x-Brain-2616050038979166248-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12C11_LJ_21_00-fA01b	JRC_R12C11_lexA_Brain_20101208	P{GMR12C11-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12D09_LJ_21-GMR_12D09_LJ_21-20131231_GMR_12D09_LJ_21_01-fA01b_20140102030808145-20x-Brain-2616566594859434021-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12D09_LJ_21_01-fA01b	JRC_R12D09_lexA_Brain_20131231	P{GMR12D09-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12D10_LJ_21-GMR_12D10_LJ_21-20110718_GMR_12D10_LJ_21_01-fA01b_20110720104229250-20x-Brain-2616306607075622949-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12D10_LJ_21_01-fA01b	JRC_R12D10_lexA_Brain_20110718	P{GMR12D10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12D11_LJ_21-GMR_12D11_LJ_21-20140419_GMR_12D11_LJ_21_02-fA01b_20140503162118572-20x-Brain-2616612223287558183-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12D11_LJ_21_02-fA01b	JRC_R12D11_lexA_Brain_20140419	P{GMR12D11-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12D12_LJ_21-GMR_12D12_LJ_21-20110124_GMR_12D12_LJ_21_00-fA01b_20110125094911328-20x-Brain-2616049255772586021-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12D12_LJ_21_00-fA01b	JRC_R12D12_lexA_Brain_20110124	P{GMR12D12-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12E04_LJ_21-GMR_12E04_LJ_21-20110607_GMR_12E04_LJ_21_02-fA01b_20110608113031156-20x-Brain-2616231222568812581-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12E04_LJ_21_02-fA01b	JRC_R12E04_lexA_Brain_20110607	P{GMR12E04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12F01_LJ_21-GMR_12F01_LJ_21-20110111_GMR_12F01_LJ_21_00-fA01b_20110112102832093-20x-Brain-2616068283270430759-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12F01_LJ_21_00-fA01b	JRC_R12F01_lexA_Brain_20110111	P{GMR12F01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12G01_LJ_21-GMR_12G01_LJ_21-20130713_GMR_12G01_LJ_21_01-fA01b_20131203225346063-20x-Brain-2616479779431383078-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12G01_LJ_21_01-fA01b	JRC_R12G01_lexA_Brain_20130713	P{GMR12G01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12G04_LJ_21-GMR_12G04_LJ_21-20110308_GMR_12G04_LJ_21_00-fA01b_20110309094350703-20x-Brain-2616088390650560549-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12G04_LJ_21_00-fA01b	JRC_R12G04_lexA_Brain_20110308	P{GMR12G04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12G08_LJ_21-GMR_12G08_LJ_21-20131231_GMR_12G08_LJ_21_01-fA01b_20140102030929353-20x-Brain-2616567405266075688-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12G08_LJ_21_01-fA01b	JRC_R12G08_lexA_Brain_20131231	P{GMR12G08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12G09_LJ_21-GMR_12G09_LJ_21-20110623_GMR_12G09_LJ_21_02-fA01b_20110624094633031-20x-Brain-2616191790033666086-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12G09_LJ_21_02-fA01b	JRC_R12G09_lexA_Brain_20110623	P{GMR12G09-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12G10_LJ_21-GMR_12G10_LJ_21-20110601_GMR_12G10_LJ_21_02-fA01b_20110602111513734-20x-Brain-2616259966125735975-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12G10_LJ_21_02-fA01b	JRC_R12G10_lexA_Brain_20110601	P{GMR12G10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12H12_LJ_21-GMR_12H12_LJ_21-20110514_GMR_12H12_LJ_21_01-fA01b_20110516114210796-20x-Brain-2616108157549674533-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12H12_LJ_21_01-fA01b	JRC_R12H12_lexA_Brain_20110514	P{GMR12H12-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_13A03_LJ_21-GMR_13A03_LJ_21-20110603_GMR_13A03_LJ_21_00-fA01b_20110606120007046-20x-Brain-2616229672639266855-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_13A03_LJ_21_00-fA01b	JRC_R13A03_lexA_Brain_20110603	P{GMR13A03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_13A04_LJ_21-GMR_13A04_LJ_21-20110514_GMR_13A04_LJ_21_02-fA01b_20110516114438906-20x-Brain-2616067236367958056-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_13A04_LJ_21_02-fA01b	JRC_R13A04_lexA_Brain_20110514	P{GMR13A04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_13A08_LJ_21-GMR_13A08_LJ_21-20140101_GMR_13A08_LJ_21_01-fA01b_20140102031050336-20x-Brain-2616566489876004903-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_13A08_LJ_21_01-fA01b	JRC_R13A08_lexA_Brain_20140101	P{GMR13A08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_13B01_LJ_21-GMR_13B01_LJ_21-20110604_GMR_13B01_LJ_21_00-fA01b_20110606120207359-20x-Brain-2616311535043084328-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_13B01_LJ_21_00-fA01b	JRC_R13B01_lexA_Brain_20110604	P{GMR13B01-lexA}	adult brain
