subject_external_db	subject_external_id	relation	pub	object
catmaid_fafb	8752609	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8762565	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8990218	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8990226	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	11085282	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	11085290	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	11920073	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	11920098	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	11950655	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	11957607	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	11957620	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	11957632	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	6621981	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or43b
catmaid_fafb	8382638	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or43b
catmaid_fafb	8382644	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or43b
catmaid_fafb	8382651	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or43b
catmaid_fafb	8543282	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or43b
catmaid_fafb	8736990	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or43b
catmaid_fafb	1783540	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	1989293	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	3802286	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	5007809	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	6535884	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	6715465	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7337521	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7348208	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7349832	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7349865	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7349870	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7363590	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7363897	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7365266	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7462291	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7490384	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	7490413	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	8490593	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	8490608	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	8490628	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	8490635	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	8727095	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	8727184	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	8929885	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	12013369	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	12013573	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	12024537	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	12029493	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or56a
catmaid_fafb	4095049	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	5184269	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	5530489	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	5533203	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	6128900	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	7961811	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	8552643	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	8552754	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	12859987	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	12863515	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	12867308	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Ir92a
catmaid_fafb	8758596	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	octopaminergic VM neuron
catmaid_fafb	7018632	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	bilateral local interneuron of the adult antennal lobe
catmaid_fafb	8149505	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	bilateral local interneuron of the adult antennal lobe
catmaid_fafb	12081297	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	bilateral local interneuron of the adult antennal lobe
