filename	label	is_a	part_of
12430	KC#441-a'b'	neuron	female organism|adult brain
12550	KC#138-ab	neuron	female organism|adult brain
12586	KC#139-y	neuron	female organism|adult brain
12590	KC#140-y	neuron	female organism|adult brain
12594	KC#141-ab	neuron	female organism|adult brain
12602	KC#142-ab	neuron	female organism|adult brain
12618	KC#143-a'b'	neuron	female organism|adult brain
12634	KC#144-ab	neuron	female organism|adult brain
12638	KC#145-ab	neuron	female organism|adult brain
12658	KC#146-ab	neuron	female organism|adult brain
12686	KC#147-ab	neuron	female organism|adult brain
12786	KC#148-ab	neuron	female organism|adult brain
12830	KC#149-ab	neuron	female organism|adult brain
12838	KC#150-ab	neuron	female organism|adult brain
12842	KC#151-ab	neuron	female organism|adult brain
12854	KC#152-ab	neuron	female organism|adult brain
12918	KC#154-ab	neuron	female organism|adult brain
12934	KC#155-ab	neuron	female organism|adult brain
13030	KC#157-ab	neuron	female organism|adult brain
13098	KC#158-ab	neuron	female organism|adult brain
13102	KC#159-ab	neuron	female organism|adult brain
13146	KC#160-ab	neuron	female organism|adult brain
13158	KC#161-ab	neuron	female organism|adult brain
13202	KC#162-ab	neuron	female organism|adult brain
13278	KC#163-ab	neuron	female organism|adult brain
13290	KC#164-ab	neuron	female organism|adult brain
13302	KC#165-ab	neuron	female organism|adult brain
13310	KC#166-ab	neuron	female organism|adult brain
13314	KC#167-ab	neuron	female organism|adult brain
13374	KC#168-ab	neuron	female organism|adult brain
13378	KC#169-ab	neuron	female organism|adult brain
13466	KC#170-ab	neuron	female organism|adult brain
13518	KC#171-ab	neuron	female organism|adult brain
13590	KC#172-ab	neuron	female organism|adult brain
13682	KC#173-ab	neuron	female organism|adult brain
13686	KC#174-ab	neuron	female organism|adult brain
13782	KC#175-ab	neuron	female organism|adult brain
13786	KC#176-ab	neuron	female organism|adult brain
13818	KC#177-ab	neuron	female organism|adult brain
13886	KC#178-ab	neuron	female organism|adult brain
13890	KC#179-ab	neuron	female organism|adult brain
13894	KC#180-ab	neuron	female organism|adult brain
13926	KC#181-ab	neuron	female organism|adult brain
14050	KC#182-ab	neuron	female organism|adult brain
14054	KC#183-ab	neuron	female organism|adult brain
14154	KC#184-ab	neuron	female organism|adult brain
14158	KC#442-ab	neuron	female organism|adult brain
14238	KC#185-a'b'	neuron	female organism|adult brain
14322	KC#186-a'b'	neuron	female organism|adult brain
14330	KC#187-a'b'	neuron	female organism|adult brain
14342	KC#188-a'b'	neuron	female organism|adult brain
14430	KC#189-a'b'	neuron	female organism|adult brain
14434	KC#190-a'b'	neuron	female organism|adult brain
14466	KC#191-ab	neuron	female organism|adult brain
14478	KC#192-ab	neuron	female organism|adult brain
14602	KC#193-ab	neuron	female organism|adult brain
14618	KC#194-ab	neuron	female organism|adult brain
14678	KC#195-y	neuron	female organism|adult brain
14690	KC#196-a'b'	neuron	female organism|adult brain
14838	KC#197-ab	neuron	female organism|adult brain
14862	KC#198-ab	neuron	female organism|adult brain
14866	KC#443-ab	neuron	female organism|adult brain
14890	KC#199-ab	neuron	female organism|adult brain
14910	KC#200-ab	neuron	female organism|adult brain
14938	KC#201-y	neuron	female organism|adult brain
14954	KC#202-y	neuron	female organism|adult brain
14962	KC#444-y	neuron	female organism|adult brain
15050	KC#203-y	neuron	female organism|adult brain
15102	KC#204-y	neuron	female organism|adult brain
15114	KC#205-y	neuron	female organism|adult brain
15118	KC#206-y	neuron	female organism|adult brain
15126	KC#445-y	neuron	female organism|adult brain
15214	KC#207-y	neuron	female organism|adult brain
15218	KC#208-y	neuron	female organism|adult brain
15306	KC#209-y	neuron	female organism|adult brain
15370	KC#210-y	neuron	female organism|adult brain
15374	KC#211-y	neuron	female organism|adult brain
15378	KC#212-y	neuron	female organism|adult brain
15422	KC#213-y	neuron	female organism|adult brain
15502	KC#214-y	neuron	female organism|adult brain
15530	KC#215-y	neuron	female organism|adult brain
15534	KC#216-y	neuron	female organism|adult brain
15614	KC#217-y	neuron	female organism|adult brain
15646	KC#218-y	neuron	female organism|adult brain
15662	KC#219-a'b'	neuron	female organism|adult brain
15730	KC#220-a'b'	neuron	female organism|adult brain
15798	KC#221-ab	neuron	female organism|adult brain
15958	KC#222-ab	neuron	female organism|adult brain
15966	KC#223-ab	neuron	female organism|adult brain
15990	KC#224-ab	neuron	female organism|adult brain
16274	KC#225-a'b'	neuron	female organism|adult brain
16286	KC#226-a'b'	neuron	female organism|adult brain
16342	KC#227-y	neuron	female organism|adult brain
16410	KC#229-a'b'	neuron	female organism|adult brain
16418	KC#230-a'b'	neuron	female organism|adult brain
16522	KC#231-a'b'	neuron	female organism|adult brain
16570	KC#232-y	neuron	female organism|adult brain
16574	KC#233-y	neuron	female organism|adult brain
16646	KC#234-y	neuron	female organism|adult brain
16706	KC#235-y	neuron	female organism|adult brain
16750	KC#236-y	neuron	female organism|adult brain
16754	KC#237-y	neuron	female organism|adult brain
16762	KC#446-y	neuron	female organism|adult brain
16778	KC#238-y	neuron	female organism|adult brain
16790	KC#239-y	neuron	female organism|adult brain
16806	KC#240-y	neuron	female organism|adult brain
16878	KC#241-y	neuron	female organism|adult brain
16914	KC#242-y	neuron	female organism|adult brain
16990	KC#243-y	neuron	female organism|adult brain
17110	KC#244-y	neuron	female organism|adult brain
17130	KC#245-y	neuron	female organism|adult brain
17194	KC#246-y	neuron	female organism|adult brain
17230	KC#447-y	neuron	female organism|adult brain
17238	KC#247-y	neuron	female organism|adult brain
17278	KC#248-y	neuron	female organism|adult brain
25841	KC#249-ab	neuron	female organism|adult brain
29893	KC#448-ab	neuron	female organism|adult brain
30008	KC#250-ab	neuron	female organism|adult brain
30067	KC#449-ab	neuron	female organism|adult brain
30201	KC#251-ab	neuron	female organism|adult brain
30300	KC#252-y	neuron	female organism|adult brain
30358	KC#253-y	neuron	female organism|adult brain
30598	KC#254-y	neuron	female organism|adult brain
31267	KC#255-ab	neuron	female organism|adult brain
31772	KC#256-a'b'	neuron	female organism|adult brain
31785	KC#450-a'b'	neuron	female organism|adult brain
35679	KC#257-a'b'	neuron	female organism|adult brain
36480	KC#451-y	neuron	female organism|adult brain
36909	KC#258-y	neuron	female organism|adult brain
40538	KC#259-ab	neuron	female organism|adult brain
52051	KC#452-ab	neuron	female organism|adult brain
52062	KC#453-ab	neuron	female organism|adult brain
52434	KC#260-a'b'	neuron	female organism|adult brain
52569	KC#261-ab	neuron	female organism|adult brain
52621	KC#454-ab	neuron	female organism|adult brain
52651	KC#262-ab	neuron	female organism|adult brain
52681	KC#455-ab	neuron	female organism|adult brain
58561	KC#263-ab	neuron	female organism|adult brain
59438	KC#264-y	neuron	female organism|adult brain
59446	KC#265-y	neuron	female organism|adult brain
59452	KC#456-y	neuron	female organism|adult brain
59512	KC#266-y	neuron	female organism|adult brain
70417	KC#267-y	neuron	female organism|adult brain
70516	KC#268-y	neuron	female organism|adult brain
70572	KC#457-y	neuron	female organism|adult brain
73398	KC#458-y	neuron	female organism|adult brain
74667	KC#459-y	neuron	female organism|adult brain
74806	KC#460-y	neuron	female organism|adult brain
79409	KC#461-y	neuron	female organism|adult brain
162532	KC#269-a'b'	neuron	female organism|adult brain
162545	KC#270-y	neuron	female organism|adult brain
169900	KC#271-ab	neuron	female organism|adult brain
171891	KC#462-y	neuron	female organism|adult brain
175008	KC#272-y	neuron	female organism|adult brain
176001	KC#274-y	neuron	female organism|adult brain
176326	KC#463-a'b'	neuron	female organism|adult brain
177602	KC#275-ab	neuron	female organism|adult brain
186561	KC#276-ab	neuron	female organism|adult brain
188893	KC#277-ab	neuron	female organism|adult brain
188907	KC#278-ab	neuron	female organism|adult brain
189008	KC#279-ab	neuron	female organism|adult brain
198100	KC#464-ab	neuron	female organism|adult brain
198563	KC#280-ab	neuron	female organism|adult brain
200094	KC#281-ab	neuron	female organism|adult brain
204498	KC#465	neuron	female organism|adult brain
204622	KC#466	neuron	female organism|adult brain
204856	KC#282-y	neuron	female organism|adult brain
205065	KC#283-y	neuron	female organism|adult brain
205490	KC#284-y	neuron	female organism|adult brain
205547	KC#285-y	neuron	female organism|adult brain
205669	KC#286-y	neuron	female organism|adult brain
205686	KC#287-y	neuron	female organism|adult brain
206268	KC#289-y	neuron	female organism|adult brain
206512	KC#290-ab	neuron	female organism|adult brain
206619	KC#467-ab	neuron	female organism|adult brain
206630	KC#291-y	neuron	female organism|adult brain
211473	KC#292-ab	neuron	female organism|adult brain
212096	KC#293-ab	neuron	female organism|adult brain
212136	KC#294-ab	neuron	female organism|adult brain
236273	KC#468-y	neuron	female organism|adult brain
239442	KC#295-ab	neuron	female organism|adult brain
241339	KC#469-y	neuron	female organism|adult brain
272604	KC#470-ab	neuron	female organism|adult brain
282181	KC#471-a'b'	neuron	female organism|adult brain
288558	KC#296-ab	neuron	female organism|adult brain
318639	KC#297-y	neuron	female organism|adult brain
319740	KC#298-y	neuron	female organism|adult brain
321095	KC#472-y	neuron	female organism|adult brain
340510	KC#473-y	neuron	female organism|adult brain
341500	KC#474-y	neuron	female organism|adult brain
356962	KC#299-a'b'	neuron	female organism|adult brain
358030	KC#475-y	neuron	female organism|adult brain
358059	KC#476-y	neuron	female organism|adult brain
374621	KC#477-y	neuron	female organism|adult brain
424175	KC#300-ab	neuron	female organism|adult brain
424180	KC#478-ab	neuron	female organism|adult brain
424185	KC#301-ab	neuron	female organism|adult brain
424208	KC#479-ab	neuron	female organism|adult brain
424214	KC#480-ab	neuron	female organism|adult brain
424220	KC#302-ab	neuron	female organism|adult brain
424226	KC#481-ab	neuron	female organism|adult brain
424233	KC#482-ab	neuron	female organism|adult brain
424239	KC#303-ab	neuron	female organism|adult brain
424245	KC#304-ab	neuron	female organism|adult brain
424251	KC#305-ab	neuron	female organism|adult brain
424257	KC#483-ab	neuron	female organism|adult brain
424263	KC#484-ab	neuron	female organism|adult brain
424271	KC#485-ab	neuron	female organism|adult brain
424277	KC#306-ab	neuron	female organism|adult brain
424283	KC#486-ab	neuron	female organism|adult brain
424289	KC#307-ab	neuron	female organism|adult brain
424301	KC#308-ab	neuron	female organism|adult brain
424313	KC#488-ab	neuron	female organism|adult brain
424319	KC#309-ab	neuron	female organism|adult brain
424331	KC#310-ab	neuron	female organism|adult brain
424343	KC#311-ab	neuron	female organism|adult brain
424373	KC#312-ab	neuron	female organism|adult brain
424391	KC#489-ab	neuron	female organism|adult brain
424397	KC#314-ab	neuron	female organism|adult brain
424403	KC#490-ab	neuron	female organism|adult brain
424409	KC#491-ab	neuron	female organism|adult brain
424421	KC#315-ab	neuron	female organism|adult brain
424427	KC#492-ab	neuron	female organism|adult brain
424433	KC#316-ab	neuron	female organism|adult brain
424439	KC#493-ab	neuron	female organism|adult brain
424445	KC#317-ab	neuron	female organism|adult brain
424451	KC#318-ab	neuron	female organism|adult brain
424457	KC#319-ab	neuron	female organism|adult brain
424463	KC#320-ab	neuron	female organism|adult brain
424469	KC#321-ab	neuron	female organism|adult brain
424475	KC#322-ab	neuron	female organism|adult brain
424481	KC#494-ab	neuron	female organism|adult brain
424487	KC#495-ab	neuron	female organism|adult brain
424493	KC#323-ab	neuron	female organism|adult brain
424499	KC#324-ab	neuron	female organism|adult brain
424505	KC#496-ab	neuron	female organism|adult brain
424511	KC#325-ab	neuron	female organism|adult brain
424517	KC#497-ab	neuron	female organism|adult brain
424523	KC#498-ab	neuron	female organism|adult brain
424529	KC#499-ab	neuron	female organism|adult brain
424535	KC#326-ab	neuron	female organism|adult brain
424541	KC#500-ab	neuron	female organism|adult brain
424547	KC#327-ab	neuron	female organism|adult brain
424553	KC#501-ab	neuron	female organism|adult brain
463099	KC#502-a'b'	neuron	female organism|adult brain
463189	KC#503-y	neuron	female organism|adult brain
470953	KC#328-ab	neuron	female organism|adult brain
478790	KC#504-y	neuron	female organism|adult brain
478810	KC#505-y	neuron	female organism|adult brain
478899	KC#506-a'b'	neuron	female organism|adult brain
481621	KC#507-ab	neuron	female organism|adult brain
514351	KC#329-ab	neuron	female organism|adult brain
514367	KC#330-ab	neuron	female organism|adult brain
514373	KC#508-ab	neuron	female organism|adult brain
514381	KC#509-ab	neuron	female organism|adult brain
514387	KC#510-ab	neuron	female organism|adult brain
514394	KC#511-ab	neuron	female organism|adult brain
514400	KC#512-ab	neuron	female organism|adult brain
514407	KC#331-ab	neuron	female organism|adult brain
514414	KC#332-ab	neuron	female organism|adult brain
514420	KC#333-ab	neuron	female organism|adult brain
514427	KC#513-ab	neuron	female organism|adult brain
514434	KC#334-ab	neuron	female organism|adult brain
514440	KC#335-ab	neuron	female organism|adult brain
514448	KC#336-ab	neuron	female organism|adult brain
514462	KC#337-ab	neuron	female organism|adult brain
514468	KC#514-ab	neuron	female organism|adult brain
514521	KC#338-ab	neuron	female organism|adult brain
514539	KC#339-ab	neuron	female organism|adult brain
514562	KC#515-ab	neuron	female organism|adult brain
514569	KC#340-ab	neuron	female organism|adult brain
514596	KC#341-ab	neuron	female organism|adult brain
514607	KC#516-ab	neuron	female organism|adult brain
514614	KC#517-ab	neuron	female organism|adult brain
514652	KC#342-ab	neuron	female organism|adult brain
514658	KC#343-ab	neuron	female organism|adult brain
514676	KC#344-ab	neuron	female organism|adult brain
514732	KC#518-ab	neuron	female organism|adult brain
514739	KC#519-ab	neuron	female organism|adult brain
514761	KC#345-ab	neuron	female organism|adult brain
514778	KC#346-ab	neuron	female organism|adult brain
514784	KC#347-ab	neuron	female organism|adult brain
514790	KC#520-ab	neuron	female organism|adult brain
514812	KC#521-ab	neuron	female organism|adult brain
514820	KC#348-ab	neuron	female organism|adult brain
514849	KC#349-ab	neuron	female organism|adult brain
514860	KC#350-ab	neuron	female organism|adult brain
514877	KC#522-ab	neuron	female organism|adult brain
514905	KC#523-ab	neuron	female organism|adult brain
514946	KC#351-ab	neuron	female organism|adult brain
514952	KC#524-ab	neuron	female organism|adult brain
514959	KC#525-ab	neuron	female organism|adult brain
514965	KC#352-ab	neuron	female organism|adult brain
514972	KC#526-ab	neuron	female organism|adult brain
514979	KC#353-ab	neuron	female organism|adult brain
514985	KC#354-ab	neuron	female organism|adult brain
514997	KC#527-ab	neuron	female organism|adult brain
515006	KC#528-ab	neuron	female organism|adult brain
515015	KC#355-ab	neuron	female organism|adult brain
515058	KC#356-ab	neuron	female organism|adult brain
515065	KC#357-ab	neuron	female organism|adult brain
515071	KC#358-ab	neuron	female organism|adult brain
515077	KC#359-ab	neuron	female organism|adult brain
515083	KC#360-ab	neuron	female organism|adult brain
515089	KC#529-ab	neuron	female organism|adult brain
515096	KC#530-ab	neuron	female organism|adult brain
515102	KC#531-ab	neuron	female organism|adult brain
515108	KC#361-ab	neuron	female organism|adult brain
515114	KC#532-ab	neuron	female organism|adult brain
515120	KC#533-ab	neuron	female organism|adult brain
515126	KC#362-ab	neuron	female organism|adult brain
515132	KC#534-ab	neuron	female organism|adult brain
515138	KC#363-ab	neuron	female organism|adult brain
515183	KC#535-ab	neuron	female organism|adult brain
515195	KC#536-ab	neuron	female organism|adult brain
515201	KC#364-ab	neuron	female organism|adult brain
515207	KC#537-ab	neuron	female organism|adult brain
515213	KC#538-ab	neuron	female organism|adult brain
515220	KC#539-ab	neuron	female organism|adult brain
515226	KC#365-ab	neuron	female organism|adult brain
515233	KC#366-ab	neuron	female organism|adult brain
515239	KC#367-ab	neuron	female organism|adult brain
515246	KC#368-ab	neuron	female organism|adult brain
515252	KC#540-ab	neuron	female organism|adult brain
515258	KC#369-ab	neuron	female organism|adult brain
515266	KC#370-ab	neuron	female organism|adult brain
515272	KC#371-ab	neuron	female organism|adult brain
515281	KC#541-ab	neuron	female organism|adult brain
515287	KC#372-ab	neuron	female organism|adult brain
515293	KC#542-ab	neuron	female organism|adult brain
515300	KC#373-ab	neuron	female organism|adult brain
515308	KC#543-ab	neuron	female organism|adult brain
515319	KC#544-ab	neuron	female organism|adult brain
515331	KC#374-ab	neuron	female organism|adult brain
515347	KC#375-ab	neuron	female organism|adult brain
515358	KC#376-ab	neuron	female organism|adult brain
515374	KC#545-ab	neuron	female organism|adult brain
515380	KC#546-ab	neuron	female organism|adult brain
515393	KC#377-ab	neuron	female organism|adult brain
515405	KC#548-ab	neuron	female organism|adult brain
515411	KC#549-ab	neuron	female organism|adult brain
518757	KC#550-ab	neuron	female organism|adult brain
527040	KC#378-a'b'	neuron	female organism|adult brain
531058	KC#379-y	neuron	female organism|adult brain
533256	KC#551-y	neuron	female organism|adult brain
533321	KC#552-ab	neuron	female organism|adult brain
533326	KC#553-ab	neuron	female organism|adult brain
533335	KC#554-y	neuron	female organism|adult brain
534594	KC#555-y	neuron	female organism|adult brain
535010	KC#556-y	neuron	female organism|adult brain
538159	KC#380-ab	neuron	female organism|adult brain
544969	KC#557-y	neuron	female organism|adult brain
573398	KC#381-ab	neuron	female organism|adult brain
582092	KC#558-a'b'	neuron	female organism|adult brain
591301	KC#559-y	neuron	female organism|adult brain
631134	KC#560-y	neuron	female organism|adult brain
668122	KC#561-y	neuron	female organism|adult brain
700502	KC#562-y	neuron	female organism|adult brain
861848	KC#563-y	neuron	female organism|adult brain
885290	KC#564-ab	neuron	female organism|adult brain
1228256	KC#565-ab	neuron	female organism|adult brain
1311366	KC#566-ab	neuron	female organism|adult brain
1399495	KC#382-ab	neuron	female organism|adult brain
1532001	KC#567-y	neuron	female organism|adult brain
1532526	KC#568-y	neuron	female organism|adult brain
1677889	KC#383-ab	neuron	female organism|adult brain
1713640	KC#569-y	neuron	female organism|adult brain
1742334	KC#570-a'b'	neuron	female organism|adult brain
1796354	KC#571-y	neuron	female organism|adult brain
1796364	KC#385-y	neuron	female organism|adult brain
1796369	KC#572-y	neuron	female organism|adult brain
1796374	KC#573-y	neuron	female organism|adult brain
1796379	KC#574-y	neuron	female organism|adult brain
2050082	KC#386-y	neuron	female organism|adult brain
2238508	KC#387-a'b'	neuron	female organism|adult brain
2239126	KC#575-y	neuron	female organism|adult brain
2245813	KC#576-y	neuron	female organism|adult brain
2277870	KC#577-a'b'	neuron	female organism|adult brain
2290613	KC#388-y	neuron	female organism|adult brain
2331275	KC#578-ab	neuron	female organism|adult brain
2333233	KC#579-ab	neuron	female organism|adult brain
2333656	KC#580-ab	neuron	female organism|adult brain
2334463	KC#389-ab	neuron	female organism|adult brain
2543170	KC#390-ab	neuron	female organism|adult brain
2605226	KC#581-y	neuron	female organism|adult brain
2606344	KC#582-y	neuron	female organism|adult brain
2606349	KC#583-y	neuron	female organism|adult brain
2717438	KC#584-a'b'	neuron	female organism|adult brain
2764976	KC#585-ab	neuron	female organism|adult brain
2812539	KC#391-ab	neuron	female organism|adult brain
2815129	KC#586-y	neuron	female organism|adult brain
2918719	KC#587-ab	neuron	female organism|adult brain
3021737	KC#392-y	neuron	female organism|adult brain
3023434	KC#393-y	neuron	female organism|adult brain
3027230	KC#588	neuron	female organism|adult brain
3027248	KC#394-y	neuron	female organism|adult brain
3032505	KC#589-y	neuron	female organism|adult brain
3797374	KC#590-y	neuron	female organism|adult brain
3797921	KC#591-y	neuron	female organism|adult brain
3798455	KC#592-y	neuron	female organism|adult brain
3803179	KC#593-y	neuron	female organism|adult brain
3803265	KC#594-y	neuron	female organism|adult brain
3805463	KC#595-y	neuron	female organism|adult brain
3828700	KC#397-y	neuron	female organism|adult brain
3828706	KC#596-ab	neuron	female organism|adult brain
3828802	KC#597-ab	neuron	female organism|adult brain
3828811	KC#598-a'b'	neuron	female organism|adult brain
3828888	KC#599-ab	neuron	female organism|adult brain
3856959	KC#600-a'b'	neuron	female organism|adult brain
3858926	KC#601-y	neuron	female organism|adult brain
3859754	KC#398-y	neuron	female organism|adult brain
3860663	KC#602-y	neuron	female organism|adult brain
3870270	KC#603-y	neuron	female organism|adult brain
3876778	KC#604-a'b'	neuron	female organism|adult brain
3880231	KC#605-y	neuron	female organism|adult brain
3887615	KC#606-y	neuron	female organism|adult brain
3912298	KC#607-ab	neuron	female organism|adult brain
3915958	KC#608-ab	neuron	female organism|adult brain
3918200	KC#609-y	neuron	female organism|adult brain
3931549	KC#610-y	neuron	female organism|adult brain
4001699	KC#611-y	neuron	female organism|adult brain
4012242	KC#612-ab	neuron	female organism|adult brain
4029548	KC#613-y	neuron	female organism|adult brain
4035554	KC#614-y	neuron	female organism|adult brain
4044511	KC#615-ab	neuron	female organism|adult brain
4050574	KC#616-y	neuron	female organism|adult brain
4056680	KC#399-ab	neuron	female organism|adult brain
4068885	KC#617-y	neuron	female organism|adult brain
4085989	KC#618-a'b'	neuron	female organism|adult brain
4110268	KC#619-y	neuron	female organism|adult brain
4116327	KC#620-y	neuron	female organism|adult brain
4116911	KC#621-y	neuron	female organism|adult brain
4138944	KC#622-ab	neuron	female organism|adult brain
4167146	KC#623-y	neuron	female organism|adult brain
4169596	KC#624-y	neuron	female organism|adult brain
4181431	KC#625-a'b'	neuron	female organism|adult brain
4205164	KC#626-ab	neuron	female organism|adult brain
4205169	KC#627-y	neuron	female organism|adult brain
4209341	KC#400-y	neuron	female organism|adult brain
4252591	KC#628-y	neuron	female organism|adult brain
4323562	KC#401-ab	neuron	female organism|adult brain
4333630	KC#629-a'b'	neuron	female organism|adult brain
4376732	KC#630-y	neuron	female organism|adult brain
4377191	KC#631-y	neuron	female organism|adult brain
4413502	KC#632-y	neuron	female organism|adult brain
4487497	KC#633-ab	neuron	female organism|adult brain
4494616	KC#634-y	neuron	female organism|adult brain
