filename	label	is_a	part_of
10221444	KC#1160-y	neuron	female organism|adult brain
10226548	KC#1161-ab	neuron	female organism|adult brain
10228798	KC#1162-y	neuron	female organism|adult brain
10228816	KC#1163-y	neuron	female organism|adult brain
10231591	KC#1164-y	neuron	female organism|adult brain
10234534	KC#1165-ab	neuron	female organism|adult brain
10234859	KC#1166-ab	neuron	female organism|adult brain
10235138	KC#1167-y	neuron	female organism|adult brain
10235793	KC#1168-ab	neuron	female organism|adult brain
10238067	KC#1169-y	neuron	female organism|adult brain
10239037	KC#435-y	neuron	female organism|adult brain
10239046	KC#1170-ab	neuron	female organism|adult brain
10241613	KC#1171-y	neuron	female organism|adult brain
10245088	KC#1172-ab	neuron	female organism|adult brain
10257379	KC#1173-y	neuron	female organism|adult brain
10262401	KC#1174-y	neuron	female organism|adult brain
10265651	KC#1175-y	neuron	female organism|adult brain
10268481	KC#1176-a'b'	neuron	female organism|adult brain
10269119	KC#1177-y	neuron	female organism|adult brain
10270053	KC#1178-y	neuron	female organism|adult brain
10286977	KC#1179-y	neuron	female organism|adult brain
10288552	KC#1180-a'b'	neuron	female organism|adult brain
10290400	KC#1181-ab	neuron	female organism|adult brain
10290411	KC#1182-y	neuron	female organism|adult brain
10294635	KC#1183-a'b'	neuron	female organism|adult brain
10299767	KC#1184-a'b'	neuron	female organism|adult brain
10303059	KC#1185-ab	neuron	female organism|adult brain
10305312	KC#1186-ab	neuron	female organism|adult brain
10308894	KC#1187-ab	neuron	female organism|adult brain
10310191	KC#1188-ab	neuron	female organism|adult brain
10310581	KC#1189-y	neuron	female organism|adult brain
10313021	KC#1190-a'b'	neuron	female organism|adult brain
10323902	KC#1191-a'b'	neuron	female organism|adult brain
10324353	KC#1192-y	neuron	female organism|adult brain
10328122	KC#1193-y	neuron	female organism|adult brain
10331589	KC#1194-y	neuron	female organism|adult brain
10339376	KC#1195-ab	neuron	female organism|adult brain
10341807	KC#1196-y	neuron	female organism|adult brain
10342135	KC#1197-ab	neuron	female organism|adult brain
10343242	KC#1198-y	neuron	female organism|adult brain
10355090	KC#1199-y	neuron	female organism|adult brain
10355323	KC#1200-a'b'	neuron	female organism|adult brain
10356061	KC#1201-y	neuron	female organism|adult brain
10358039	KC#1202-y	neuron	female organism|adult brain
10360350	KC#1203-y	neuron	female organism|adult brain
10362696	KC#1204-y	neuron	female organism|adult brain
10363950	KC#1205-y	neuron	female organism|adult brain
10364169	KC#1206-a'b'	neuron	female organism|adult brain
10365614	KC#1207-ab	neuron	female organism|adult brain
10367860	KC#1208-y	neuron	female organism|adult brain
10372665	KC#1209-y	neuron	female organism|adult brain
10373523	KC#1210-y	neuron	female organism|adult brain
10375978	KC#1211-a'b'	neuron	female organism|adult brain
10378090	KC#1212-y	neuron	female organism|adult brain
10378275	KC#1213-ab	neuron	female organism|adult brain
10379190	KC#1214-ab	neuron	female organism|adult brain
10379849	KC#1215-y	neuron	female organism|adult brain
10380890	KC#1216-a'b'	neuron	female organism|adult brain
10381009	KC#1217-y	neuron	female organism|adult brain
10389295	KC#1218-ab	neuron	female organism|adult brain
10390239	KC#1219-y	neuron	female organism|adult brain
10390526	KC#1220-y	neuron	female organism|adult brain
10391217	KC#1221-a'b'	neuron	female organism|adult brain
10391602	KC#1222-y	neuron	female organism|adult brain
10391788	KC#1223-ab	neuron	female organism|adult brain
10392713	KC#1224-ab	neuron	female organism|adult brain
10393576	KC#1225-ab	neuron	female organism|adult brain
10394022	KC#1226-y	neuron	female organism|adult brain
10394076	KC#1227-y	neuron	female organism|adult brain
10395808	KC#1228-y	neuron	female organism|adult brain
10398055	KC#1229-ab	neuron	female organism|adult brain
10404798	KC#1230-a'b'	neuron	female organism|adult brain
10406771	KC#1231-a'b'	neuron	female organism|adult brain
10407523	KC#1232-y	neuron	female organism|adult brain
10409919	KC#1233-a'b'	neuron	female organism|adult brain
10411031	KC#1234-y	neuron	female organism|adult brain
10412230	KC#1235-a'b'	neuron	female organism|adult brain
10414897	KC#1236-ab	neuron	female organism|adult brain
10420912	KC#1237-y	neuron	female organism|adult brain
10422783	KC#1238-ab	neuron	female organism|adult brain
10423970	KC#1239-y	neuron	female organism|adult brain
10423975	KC#1240-a'b'	neuron	female organism|adult brain
10424192	KC#1241-ab	neuron	female organism|adult brain
10424809	KC#1242-y	neuron	female organism|adult brain
10425524	KC#1243-y	neuron	female organism|adult brain
10426477	KC#1244-y	neuron	female organism|adult brain
10428047	KC#1245-ab	neuron	female organism|adult brain
10437937	KC#1246-a'b'	neuron	female organism|adult brain
10438515	KC#1247-ab	neuron	female organism|adult brain
10440808	KC#1248-y	neuron	female organism|adult brain
10441695	KC#1249-ab	neuron	female organism|adult brain
10441722	KC#1250-y	neuron	female organism|adult brain
10442427	KC#1251-ab	neuron	female organism|adult brain
10442958	KC#1252-y	neuron	female organism|adult brain
10445458	KC#1253-ab	neuron	female organism|adult brain
10446234	KC#1254-a'b'	neuron	female organism|adult brain
10446518	KC#1255-a'b'	neuron	female organism|adult brain
10450311	KC#1256-y	neuron	female organism|adult brain
10451071	KC#1257-ab	neuron	female organism|adult brain
10451966	KC#1258-y	neuron	female organism|adult brain
10452394	KC#1259-ab	neuron	female organism|adult brain
10454233	KC#1260-y	neuron	female organism|adult brain
10459713	KC#1261-a'b'	neuron	female organism|adult brain
10459871	KC#1262-y	neuron	female organism|adult brain
10463422	KC#436-y	neuron	female organism|adult brain
10463660	KC#1263-a'b'	neuron	female organism|adult brain
10463734	KC#1264-y	neuron	female organism|adult brain
10464881	KC#1265-y	neuron	female organism|adult brain
10466118	KC#1266-a'b'	neuron	female organism|adult brain
10466793	KC#1267-ab	neuron	female organism|adult brain
10466990	KC#1268-a'b'	neuron	female organism|adult brain
10467043	KC#437-ab	neuron	female organism|adult brain
10467081	KC#1269-y	neuron	female organism|adult brain
10468873	KC#1270-ab	neuron	female organism|adult brain
10469929	KC#1271-a'b'	neuron	female organism|adult brain
10473791	KC#1272-y	neuron	female organism|adult brain
10475101	KC#1273-y	neuron	female organism|adult brain
10476017	KC#1274-y	neuron	female organism|adult brain
10476086	KC#1275-y	neuron	female organism|adult brain
10483435	KC#1276-y	neuron	female organism|adult brain
10484566	KC#1277-y	neuron	female organism|adult brain
10496995	KC#1278-a'b'	neuron	female organism|adult brain
10499789	KC#1279-ab	neuron	female organism|adult brain
10502422	KC#1280-y	neuron	female organism|adult brain
10502720	KC#1281-ab	neuron	female organism|adult brain
10502871	KC#1282-ab	neuron	female organism|adult brain
10505101	KC#1283-y	neuron	female organism|adult brain
10505245	KC#1284-a'b'	neuron	female organism|adult brain
10507015	KC#1285-ab	neuron	female organism|adult brain
10507937	KC#1286-y	neuron	female organism|adult brain
10520924	KC#1287-ab	neuron	female organism|adult brain
10522353	KC#1288-y	neuron	female organism|adult brain
10523471	KC#1289-y	neuron	female organism|adult brain
10523694	KC#1290-a'b'	neuron	female organism|adult brain
10523736	KC#1291-y	neuron	female organism|adult brain
10523930	KC#1292-a'b'	neuron	female organism|adult brain
10529787	KC#1293-a'b'	neuron	female organism|adult brain
10529988	KC#1294-y	neuron	female organism|adult brain
10529996	KC#1295-y	neuron	female organism|adult brain
10535767	KC#1296-a'b'	neuron	female organism|adult brain
10537786	KC#1297-y	neuron	female organism|adult brain
10543495	KC#1298-ab	neuron	female organism|adult brain
10544066	KC#1299-ab	neuron	female organism|adult brain
10548665	KC#1300-ab	neuron	female organism|adult brain
10553847	KC#1301-a'b'	neuron	female organism|adult brain
10555304	KC#1302-ab	neuron	female organism|adult brain
10555500	KC#1303-y	neuron	female organism|adult brain
10558710	KC#1304-a'b'	neuron	female organism|adult brain
10558882	KC#1305-ab	neuron	female organism|adult brain
10559959	KC#1306-y	neuron	female organism|adult brain
10560723	KC#1307-y	neuron	female organism|adult brain
10564118	KC#1308-ab	neuron	female organism|adult brain
10571177	KC#1309-y	neuron	female organism|adult brain
10575745	KC#1310-y	neuron	female organism|adult brain
10580885	KC#1311-ab	neuron	female organism|adult brain
10581191	KC#438-y	neuron	female organism|adult brain
10582149	KC#1312-y	neuron	female organism|adult brain
10586365	KC#1313-y	neuron	female organism|adult brain
10590863	KC#1314-a'b'	neuron	female organism|adult brain
10596146	KC#1315-ab	neuron	female organism|adult brain
10597554	KC#1316-ab	neuron	female organism|adult brain
10598907	KC#1317-a'b'	neuron	female organism|adult brain
10599467	KC#1318-a'b'	neuron	female organism|adult brain
10599945	KC#1319-a'b'	neuron	female organism|adult brain
10600109	KC#1320-y	neuron	female organism|adult brain
10600252	KC#1321-a'b'	neuron	female organism|adult brain
10600496	KC#1322-y	neuron	female organism|adult brain
10601543	KC#1323-ab	neuron	female organism|adult brain
10603863	KC#1324-a'b'	neuron	female organism|adult brain
10604732	KC#1325-y	neuron	female organism|adult brain
10611798	KC#1326-y	neuron	female organism|adult brain
10615814	KC#1327-y	neuron	female organism|adult brain
10620286	KC#1328-y	neuron	female organism|adult brain
10621306	KC#1329-y	neuron	female organism|adult brain
10622714	KC#1330-y	neuron	female organism|adult brain
10624058	KC#1331-y	neuron	female organism|adult brain
10625916	KC#1332-ab	neuron	female organism|adult brain
10626516	KC#1333-y	neuron	female organism|adult brain
10627169	KC#1334-y	neuron	female organism|adult brain
10627823	KC#1335-ab	neuron	female organism|adult brain
10627842	KC#1336-ab	neuron	female organism|adult brain
10631149	KC#1337-a'b'	neuron	female organism|adult brain
10631368	KC#1338-y	neuron	female organism|adult brain
10637662	KC#1339-y	neuron	female organism|adult brain
10638393	KC#1340-y	neuron	female organism|adult brain
10648455	KC#1341-y	neuron	female organism|adult brain
10648870	KC#1342-ab	neuron	female organism|adult brain
10648956	KC#1343-y	neuron	female organism|adult brain
10649882	KC#1344-y	neuron	female organism|adult brain
10650626	KC#1345-y	neuron	female organism|adult brain
10651015	KC#1346-ab	neuron	female organism|adult brain
10651695	KC#1347-ab	neuron	female organism|adult brain
10653213	KC#1348-ab	neuron	female organism|adult brain
10656556	KC#1349-a'b'	neuron	female organism|adult brain
10656972	KC#1350-ab	neuron	female organism|adult brain
10660172	KC#1351-a'b'	neuron	female organism|adult brain
10664222	KC#1352-ab	neuron	female organism|adult brain
10664534	KC#1353-y	neuron	female organism|adult brain
10664995	KC#1354-y	neuron	female organism|adult brain
10666075	KC#1355-ab	neuron	female organism|adult brain
10667352	KC#1356-y	neuron	female organism|adult brain
10670856	KC#1357-ab	neuron	female organism|adult brain
10670968	KC#1358-a'b'	neuron	female organism|adult brain
10678445	KC#1359-ab	neuron	female organism|adult brain
10690180	KC#1360-a'b'	neuron	female organism|adult brain
10692087	KC#1361-ab	neuron	female organism|adult brain
10693063	KC#1362-ab	neuron	female organism|adult brain
10733166	KC#1363-a'b'	neuron	female organism|adult brain
10746756	KC#439-ab	neuron	female organism|adult brain
10776391	KC#1364-y	neuron	female organism|adult brain
10807568	KC#1365-y	neuron	female organism|adult brain
10818757	KC#1366-ab	neuron	female organism|adult brain
10820761	KC#1367-y	neuron	female organism|adult brain
10830823	KC#1368-ab	neuron	female organism|adult brain
10834758	KC#1369-a'b'	neuron	female organism|adult brain
10835065	KC#1370-a'b'	neuron	female organism|adult brain
10835486	KC#1371-ab	neuron	female organism|adult brain
10837050	KC#1372-y	neuron	female organism|adult brain
10838449	KC#1373-a'b'	neuron	female organism|adult brain
10845159	KC#1374-y	neuron	female organism|adult brain
10845603	KC#1375-a'b'	neuron	female organism|adult brain
10846402	KC#1376-a'b'	neuron	female organism|adult brain
10846924	KC#1377-ab	neuron	female organism|adult brain
10851177	KC#1378-ab	neuron	female organism|adult brain
10855369	KC#1379-y	neuron	female organism|adult brain
10856522	KC#1380-a'b'	neuron	female organism|adult brain
10856809	KC#1381-ab	neuron	female organism|adult brain
10857486	KC#1382-y	neuron	female organism|adult brain
10874516	KC#1383	neuron	female organism|adult brain
10874547	KC#1384-y	neuron	female organism|adult brain
10880465	KC#1385-y	neuron	female organism|adult brain
10883232	KC#1386-y	neuron	female organism|adult brain
10883867	KC#1387-y	neuron	female organism|adult brain
10884492	KC#1388-y	neuron	female organism|adult brain
10885272	KC#1389-y	neuron	female organism|adult brain
10890313	KC#1390-y	neuron	female organism|adult brain
10890430	KC#1391-a'b'	neuron	female organism|adult brain
10890503	KC#1392-ab	neuron	female organism|adult brain
10893384	KC#1393-a'b'	neuron	female organism|adult brain
10895884	KC#1394-ab	neuron	female organism|adult brain
10896809	KC#1395-ab	neuron	female organism|adult brain
10904255	KC#1396-a'b'	neuron	female organism|adult brain
10904694	KC#1397-a'b'	neuron	female organism|adult brain
10904703	KC#1398-a'b'	neuron	female organism|adult brain
10904863	KC#1399-y	neuron	female organism|adult brain
10905861	KC#1400-y	neuron	female organism|adult brain
10906749	KC#1401-ab	neuron	female organism|adult brain
10910267	KC#1402-y	neuron	female organism|adult brain
10910733	KC#1403-a'b'	neuron	female organism|adult brain
10911874	KC#1404-y	neuron	female organism|adult brain
10913827	KC#1405-y	neuron	female organism|adult brain
10914558	KC#1406-a'b'	neuron	female organism|adult brain
10914916	KC#1407-a'b'	neuron	female organism|adult brain
10917939	KC#1408-y	neuron	female organism|adult brain
10919342	KC#1409-ab	neuron	female organism|adult brain
10919742	KC#1410-y	neuron	female organism|adult brain
10920814	KC#1411-ab	neuron	female organism|adult brain
10924278	KC#1412-y	neuron	female organism|adult brain
10925874	KC#1413-ab	neuron	female organism|adult brain
10929516	KC#1414-ab	neuron	female organism|adult brain
10929768	KC#1415-y	neuron	female organism|adult brain
10930092	KC#1416-a'b'	neuron	female organism|adult brain
10932210	KC#1417-ab	neuron	female organism|adult brain
10935166	KC#1418-y	neuron	female organism|adult brain
10936554	KC#1419-ab	neuron	female organism|adult brain
10937711	KC#1420-y	neuron	female organism|adult brain
10941597	KC#1421-y	neuron	female organism|adult brain
10941785	KC#1422-a'b'	neuron	female organism|adult brain
10941904	KC#1423-a'b'	neuron	female organism|adult brain
10941908	KC#1424-ab	neuron	female organism|adult brain
10941936	KC#1425-a'b'	neuron	female organism|adult brain
10943437	KC#1426-ab	neuron	female organism|adult brain
10945427	KC#1427-a'b'	neuron	female organism|adult brain
10946415	KC#1428-a'b'	neuron	female organism|adult brain
10948024	KC#1429-a'b'	neuron	female organism|adult brain
10948062	KC#1430-y	neuron	female organism|adult brain
10954660	KC#1431-y	neuron	female organism|adult brain
10955890	KC#1432-ab	neuron	female organism|adult brain
10956215	KC#1433-y	neuron	female organism|adult brain
10956626	KC#1434-y	neuron	female organism|adult brain
10956660	KC#1435-ab	neuron	female organism|adult brain
10956841	KC#1436-ab	neuron	female organism|adult brain
10958111	KC#1437-y	neuron	female organism|adult brain
10965963	KC#1438-a'b'	neuron	female organism|adult brain
10966319	KC#1439-y	neuron	female organism|adult brain
10966666	KC#1440-y	neuron	female organism|adult brain
10970174	KC#1441-ab	neuron	female organism|adult brain
10971031	KC#1442-ab	neuron	female organism|adult brain
10981012	KC#1443-ab	neuron	female organism|adult brain
10981186	KC#1444-y	neuron	female organism|adult brain
10981255	KC#1445-ab	neuron	female organism|adult brain
10981304	KC#1446-a'b'	neuron	female organism|adult brain
10981608	KC#1447-a'b'	neuron	female organism|adult brain
10982200	KC#1448-a'b'	neuron	female organism|adult brain
10982540	KC#1449-ab	neuron	female organism|adult brain
10983548	KC#1450-y	neuron	female organism|adult brain
10983945	KC#1451-y	neuron	female organism|adult brain
10984384	KC#1452-y	neuron	female organism|adult brain
10986053	KC#1453-y	neuron	female organism|adult brain
10988649	KC#1454-y	neuron	female organism|adult brain
10988802	KC#1455-ab	neuron	female organism|adult brain
10989256	KC#1456-y	neuron	female organism|adult brain
10993093	KC#1457-ab	neuron	female organism|adult brain
10993793	KC#1458-y	neuron	female organism|adult brain
10994511	KC#1459-ab	neuron	female organism|adult brain
10997121	KC#1460-a'b'	neuron	female organism|adult brain
11002514	KC#1461-y	neuron	female organism|adult brain
11002558	KC#1462-ab	neuron	female organism|adult brain
11002646	KC#1463-a'b'	neuron	female organism|adult brain
11003486	KC#1464-y	neuron	female organism|adult brain
11006266	KC#1465-a'b'	neuron	female organism|adult brain
11006572	KC#1466-y	neuron	female organism|adult brain
11006887	KC#1467-ab	neuron	female organism|adult brain
11007068	KC#1468-ab	neuron	female organism|adult brain
11007307	KC#1469-y	neuron	female organism|adult brain
11008876	KC#1470-ab	neuron	female organism|adult brain
11010263	KC#1471-y	neuron	female organism|adult brain
11010368	KC#1472-y	neuron	female organism|adult brain
11010480	KC#1473-y	neuron	female organism|adult brain
11010591	KC#1474-a'b'	neuron	female organism|adult brain
11010664	KC#1475-y	neuron	female organism|adult brain
11010756	KC#1476-a'b'	neuron	female organism|adult brain
11010864	KC#1477-y	neuron	female organism|adult brain
11011021	KC#1478-a'b'	neuron	female organism|adult brain
11013046	KC#1479-a'b'	neuron	female organism|adult brain
11016629	KC#1480-ab	neuron	female organism|adult brain
11016636	KC#1481-ab	neuron	female organism|adult brain
11016690	KC#1482-ab	neuron	female organism|adult brain
11017377	KC#1483-ab	neuron	female organism|adult brain
11024674	KC#1484-y	neuron	female organism|adult brain
11025723	KC#1485-y	neuron	female organism|adult brain
11031256	KC#1486-ab	neuron	female organism|adult brain
11031840	KC#1487-ab	neuron	female organism|adult brain
11032055	KC#1488-a'b'	neuron	female organism|adult brain
11032165	KC#1489-y	neuron	female organism|adult brain
11032333	KC#1490-y	neuron	female organism|adult brain
11032524	KC#1491-y	neuron	female organism|adult brain
11032626	KC#1492-a'b'	neuron	female organism|adult brain
11061819	KC#1493-y	neuron	female organism|adult brain
11064800	KC#1494-y	neuron	female organism|adult brain
11064994	KC#1495-a'b'	neuron	female organism|adult brain
11069337	KC#1496-y	neuron	female organism|adult brain
11069575	KC#1497-ab	neuron	female organism|adult brain
11071027	KC#1498-a'b'	neuron	female organism|adult brain
11071291	KC#1499-a'b'	neuron	female organism|adult brain
11071462	KC#1500-y	neuron	female organism|adult brain
11071922	KC#1501-ab	neuron	female organism|adult brain
11076191	KC#1502-y	neuron	female organism|adult brain
11081134	KC#1503-y	neuron	female organism|adult brain
11082821	KC#1504-y	neuron	female organism|adult brain
11523565	KC#1505-a'b'	neuron	female organism|adult brain
11543538	KC#1506-y	neuron	female organism|adult brain
