object	relation	subject_id	subject_name
bilateral	has_characteristic	VFB_0010288y	neuron 80857 (FANC:514311)
left side of organism	has_soma_location	VFB_0010288y	neuron 80857 (FANC:514311)
adult peripheral nervous system	overlaps	VFB_0010289f	neuron 80885 (FANC:514410)
adult ventral nerve cord	overlaps	VFB_0010289f	neuron 80885 (FANC:514410)
right side of organism	has_soma_location	VFB_0010289f	neuron 80885 (FANC:514410)
adult peripheral nervous system	overlaps	VFB_0010289k	neuron 80895 (FANC:514474)
adult ventral nerve cord	overlaps	VFB_0010289k	neuron 80895 (FANC:514474)
right side of organism	has_soma_location	VFB_0010289k	neuron 80895 (FANC:514474)
adult peripheral nervous system	overlaps	VFB_001028b7	neuron 81116 (FANC:515243)
adult ventral nerve cord	overlaps	VFB_001028b7	neuron 81116 (FANC:515243)
left side of organism	has_soma_location	VFB_001028b7	neuron 81116 (FANC:515243)
adult peripheral nervous system	overlaps	VFB_001028bm	neuron 81150 (FANC:515445)
adult ventral nerve cord	overlaps	VFB_001028bm	neuron 81150 (FANC:515445)
left side of organism	has_soma_location	VFB_001028bm	neuron 81150 (FANC:515445)
adult peripheral nervous system	overlaps	VFB_001027k7	neuron 81155 (FANC:492351)
adult ventral nerve cord	overlaps	VFB_001027k7	neuron 81155 (FANC:492351)
left side of organism	has_soma_location	VFB_001027k7	neuron 81155 (FANC:492351)
adult peripheral nervous system	overlaps	VFB_001028c1	neuron 81212 (FANC:515643)
adult ventral nerve cord	overlaps	VFB_001028c1	neuron 81212 (FANC:515643)
right side of organism	has_soma_location	VFB_001028c1	neuron 81212 (FANC:515643)
adult peripheral nervous system	overlaps	VFB_001028cr	neuron 81298 (FANC:515980)
adult ventral nerve cord	overlaps	VFB_001028cr	neuron 81298 (FANC:515980)
left side of organism	has_soma_location	VFB_001028cr	neuron 81298 (FANC:515980)
adult peripheral nervous system	overlaps	VFB_001028ef	neuron 81459 (FANC:516952)
adult ventral nerve cord	overlaps	VFB_001028ef	neuron 81459 (FANC:516952)
left side of organism	has_soma_location	VFB_001028ef	neuron 81459 (FANC:516952)
adult peripheral nervous system	overlaps	VFB_001028ew	neuron 81519 (FANC:517172)
adult ventral nerve cord	overlaps	VFB_001028ew	neuron 81519 (FANC:517172)
bilateral	has_characteristic	VFB_001028ew	neuron 81519 (FANC:517172)
left side of organism	has_soma_location	VFB_001028ew	neuron 81519 (FANC:517172)
adult peripheral nervous system	overlaps	VFB_001028fg	neuron 81590 (FANC:517442)
adult ventral nerve cord	overlaps	VFB_001028fg	neuron 81590 (FANC:517442)
bilateral	has_characteristic	VFB_001028fg	neuron 81590 (FANC:517442)
right side of organism	has_soma_location	VFB_001028fg	neuron 81590 (FANC:517442)
adult peripheral nervous system	overlaps	VFB_001027mr	neuron 82232 (FANC:494064)
adult ventral nerve cord	overlaps	VFB_001027mr	neuron 82232 (FANC:494064)
left side of organism	has_soma_location	VFB_001027mr	neuron 82232 (FANC:494064)
adult peripheral nervous system	overlaps	VFB_001028at	neuron 83104 (FANC:515057)
adult ventral nerve cord	overlaps	VFB_001028at	neuron 83104 (FANC:515057)
right side of organism	has_soma_location	VFB_001028at	neuron 83104 (FANC:515057)
adult peripheral nervous system	overlaps	VFB_001028az	neuron 83122 (FANC:515139)
adult ventral nerve cord	overlaps	VFB_001028az	neuron 83122 (FANC:515139)
right side of organism	has_soma_location	VFB_001028az	neuron 83122 (FANC:515139)
adult peripheral nervous system	overlaps	VFB_001028b1	neuron 83135 (FANC:515167)
adult ventral nerve cord	overlaps	VFB_001028b1	neuron 83135 (FANC:515167)
right side of organism	has_soma_location	VFB_001028b1	neuron 83135 (FANC:515167)
left side of organism	has_soma_location	VFB_001028ld	neuron 83341 (FANC:564475)
adult peripheral nervous system	overlaps	VFB_001028cx	neuron 83368 (FANC:516059)
adult ventral nerve cord	overlaps	VFB_001028cx	neuron 83368 (FANC:516059)
right side of organism	has_soma_location	VFB_001028cx	neuron 83368 (FANC:516059)
left side of organism	has_soma_location	VFB_001028lg	neuron 83503 (FANC:564858)
cell body rind along midline of adult ventral nerve cord	has_soma_location	VFB_001028lb	neuron 83593 (FANC:564144)
adult peripheral nervous system	overlaps	VFB_001027x9	neuron 83815 (FANC:501623)
adult ventral nerve cord	overlaps	VFB_001027x9	neuron 83815 (FANC:501623)
left side of organism	has_soma_location	VFB_001027x9	neuron 83815 (FANC:501623)
adult peripheral nervous system	overlaps	VFB_001027xb	neuron 83843 (FANC:501673)
adult ventral nerve cord	overlaps	VFB_001027xb	neuron 83843 (FANC:501673)
left side of organism	has_soma_location	VFB_001027xb	neuron 83843 (FANC:501673)
adult peripheral nervous system	overlaps	VFB_001027yf	neuron 84009 (FANC:510351)
adult ventral nerve cord	overlaps	VFB_001027yf	neuron 84009 (FANC:510351)
right side of organism	has_soma_location	VFB_001027yf	neuron 84009 (FANC:510351)
adult peripheral nervous system	overlaps	VFB_001027yv	neuron 84113 (FANC:510587)
adult ventral nerve cord	overlaps	VFB_001027yv	neuron 84113 (FANC:510587)
right side of organism	has_soma_location	VFB_001027yv	neuron 84113 (FANC:510587)
adult peripheral nervous system	overlaps	VFB_001027z1	neuron 84129 (FANC:510662)
adult ventral nerve cord	overlaps	VFB_001027z1	neuron 84129 (FANC:510662)
right side of organism	has_soma_location	VFB_001027z1	neuron 84129 (FANC:510662)
adult peripheral nervous system	overlaps	VFB_001027z7	neuron 84140 (FANC:510739)
adult ventral nerve cord	overlaps	VFB_001027z7	neuron 84140 (FANC:510739)
right side of organism	has_soma_location	VFB_001027z7	neuron 84140 (FANC:510739)
adult peripheral nervous system	overlaps	VFB_001027zf	neuron 86220 (FANC:510852)
adult ventral nerve cord	overlaps	VFB_001027zf	neuron 86220 (FANC:510852)
left side of organism	has_soma_location	VFB_001027zf	neuron 86220 (FANC:510852)
adult peripheral nervous system	overlaps	VFB_001027zl	neuron 86244 (FANC:510932)
adult ventral nerve cord	overlaps	VFB_001027zl	neuron 86244 (FANC:510932)
left side of organism	has_soma_location	VFB_001027zl	neuron 86244 (FANC:510932)
left side of organism	has_soma_location	VFB_001028ln	neuron 86814 (FANC:565184)
adult peripheral nervous system	overlaps	VFB_001028c4	neuron 87359 (FANC:515682)
adult ventral nerve cord	overlaps	VFB_001028c4	neuron 87359 (FANC:515682)
right side of organism	has_soma_location	VFB_001028c4	neuron 87359 (FANC:515682)
adult peripheral nervous system	overlaps	VFB_001028c6	neuron 87366 (FANC:515706)
adult ventral nerve cord	overlaps	VFB_001028c6	neuron 87366 (FANC:515706)
right side of organism	has_soma_location	VFB_001028c6	neuron 87366 (FANC:515706)
adult peripheral nervous system	overlaps	VFB_001028c8	neuron 87373 (FANC:515732)
adult ventral nerve cord	overlaps	VFB_001028c8	neuron 87373 (FANC:515732)
right side of organism	has_soma_location	VFB_001028c8	neuron 87373 (FANC:515732)
adult peripheral nervous system	overlaps	VFB_001028ev	neuron 87658 (FANC:517161)
adult ventral nerve cord	overlaps	VFB_001028ev	neuron 87658 (FANC:517161)
right side of organism	has_soma_location	VFB_001028ev	neuron 87658 (FANC:517161)
adult peripheral nervous system	overlaps	VFB_001028f7	neuron 87698 (FANC:517328)
adult ventral nerve cord	overlaps	VFB_001028f7	neuron 87698 (FANC:517328)
right side of organism	has_soma_location	VFB_001028f7	neuron 87698 (FANC:517328)
adult peripheral nervous system	overlaps	VFB_001027qa	neuron 88809 (FANC:496666)
adult ventral nerve cord	overlaps	VFB_001027qa	neuron 88809 (FANC:496666)
right side of organism	has_soma_location	VFB_001027qa	neuron 88809 (FANC:496666)
adult peripheral nervous system	overlaps	VFB_001027y9	neuron 89361 (FANC:503552)
adult ventral nerve cord	overlaps	VFB_001027y9	neuron 89361 (FANC:503552)
right side of organism	has_soma_location	VFB_001027y9	neuron 89361 (FANC:503552)
adult peripheral nervous system	overlaps	VFB_001027ty	neuron 89401 (FANC:499509)
adult ventral nerve cord	overlaps	VFB_001027ty	neuron 89401 (FANC:499509)
right side of organism	has_soma_location	VFB_001027ty	neuron 89401 (FANC:499509)
adult peripheral nervous system	overlaps	VFB_001027x8	neuron 89954 (FANC:501607)
adult ventral nerve cord	overlaps	VFB_001027x8	neuron 89954 (FANC:501607)
left side of organism	has_soma_location	VFB_001027x8	neuron 89954 (FANC:501607)
adult peripheral nervous system	overlaps	VFB_001027rn	neuron 93095 (FANC:497914)
adult ventral nerve cord	overlaps	VFB_001027rn	neuron 93095 (FANC:497914)
right side of organism	has_soma_location	VFB_001027rn	neuron 93095 (FANC:497914)
adult peripheral nervous system	overlaps	VFB_001027rs	neuron 93106 (FANC:498008)
adult ventral nerve cord	overlaps	VFB_001027rs	neuron 93106 (FANC:498008)
right side of organism	has_soma_location	VFB_001027rs	neuron 93106 (FANC:498008)
adult peripheral nervous system	overlaps	VFB_001027vd	neuron 93769 (FANC:500444)
adult ventral nerve cord	overlaps	VFB_001027vd	neuron 93769 (FANC:500444)
left side of organism	has_soma_location	VFB_001027vd	neuron 93769 (FANC:500444)
adult peripheral nervous system	overlaps	VFB_001027wj	neuron 93909 (FANC:501135)
adult ventral nerve cord	overlaps	VFB_001027wj	neuron 93909 (FANC:501135)
left side of organism	has_soma_location	VFB_001027wj	neuron 93909 (FANC:501135)
adult peripheral nervous system	overlaps	VFB_001027wv	neuron 93949 (FANC:501382)
adult ventral nerve cord	overlaps	VFB_001027wv	neuron 93949 (FANC:501382)
left side of organism	has_soma_location	VFB_001027wv	neuron 93949 (FANC:501382)
adult peripheral nervous system	overlaps	VFB_001027x0	neuron 93976 (FANC:501472)
adult ventral nerve cord	overlaps	VFB_001027x0	neuron 93976 (FANC:501472)
left side of organism	has_soma_location	VFB_001027x0	neuron 93976 (FANC:501472)
adult peripheral nervous system	overlaps	VFB_0010292e	neuron 94022 (FANC:664423)
adult ventral nerve cord	overlaps	VFB_0010292e	neuron 94022 (FANC:664423)
left side of organism	has_soma_location	VFB_0010292e	neuron 94022 (FANC:664423)
adult peripheral nervous system	overlaps	VFB_001027m6	neuron 96449 (FANC:493719)
adult ventral nerve cord	overlaps	VFB_001027m6	neuron 96449 (FANC:493719)
left side of organism	has_soma_location	VFB_001027m6	neuron 96449 (FANC:493719)
adult peripheral nervous system	overlaps	VFB_001027me	neuron 96483 (FANC:493849)
adult ventral nerve cord	overlaps	VFB_001027me	neuron 96483 (FANC:493849)
left side of organism	has_soma_location	VFB_001027me	neuron 96483 (FANC:493849)
adult peripheral nervous system	overlaps	VFB_001027mn	neuron 96535 (FANC:493993)
adult ventral nerve cord	overlaps	VFB_001027mn	neuron 96535 (FANC:493993)
left side of organism	has_soma_location	VFB_001027mn	neuron 96535 (FANC:493993)
adult peripheral nervous system	overlaps	VFB_001027mp	neuron 96550 (FANC:494025)
adult ventral nerve cord	overlaps	VFB_001027mp	neuron 96550 (FANC:494025)
right side of organism	has_soma_location	VFB_001027mp	neuron 96550 (FANC:494025)
adult peripheral nervous system	overlaps	VFB_001027ms	neuron 96568 (FANC:494080)
adult ventral nerve cord	overlaps	VFB_001027ms	neuron 96568 (FANC:494080)
left side of organism	has_soma_location	VFB_001027ms	neuron 96568 (FANC:494080)
adult peripheral nervous system	overlaps	VFB_001027mu	neuron 96572 (FANC:494118)
adult ventral nerve cord	overlaps	VFB_001027mu	neuron 96572 (FANC:494118)
right side of organism	has_soma_location	VFB_001027mu	neuron 96572 (FANC:494118)
adult peripheral nervous system	overlaps	VFB_001027mv	neuron 96576 (FANC:494133)
adult ventral nerve cord	overlaps	VFB_001027mv	neuron 96576 (FANC:494133)
left side of organism	has_soma_location	VFB_001027mv	neuron 96576 (FANC:494133)
adult peripheral nervous system	overlaps	VFB_001027mx	neuron 96590 (FANC:494171)
adult ventral nerve cord	overlaps	VFB_001027mx	neuron 96590 (FANC:494171)
left side of organism	has_soma_location	VFB_001027mx	neuron 96590 (FANC:494171)
adult peripheral nervous system	overlaps	VFB_001027n1	neuron 96620 (FANC:494240)
adult ventral nerve cord	overlaps	VFB_001027n1	neuron 96620 (FANC:494240)
left side of organism	has_soma_location	VFB_001027n1	neuron 96620 (FANC:494240)
adult peripheral nervous system	overlaps	VFB_001027ps	neuron 96932 (FANC:496367)
adult ventral nerve cord	overlaps	VFB_001027ps	neuron 96932 (FANC:496367)
left side of organism	has_soma_location	VFB_001027ps	neuron 96932 (FANC:496367)
adult peripheral nervous system	overlaps	VFB_0010285d	neuron 101011 (FANC:512991)
adult ventral nerve cord	overlaps	VFB_0010285d	neuron 101011 (FANC:512991)
left side of organism	has_soma_location	VFB_0010285d	neuron 101011 (FANC:512991)
adult peripheral nervous system	overlaps	VFB_0010285r	neuron 101068 (FANC:513165)
adult ventral nerve cord	overlaps	VFB_0010285r	neuron 101068 (FANC:513165)
left side of organism	has_soma_location	VFB_0010285r	neuron 101068 (FANC:513165)
adult peripheral nervous system	overlaps	VFB_0010287k	neuron 101188 (FANC:513791)
adult ventral nerve cord	overlaps	VFB_0010287k	neuron 101188 (FANC:513791)
left side of organism	has_soma_location	VFB_0010287k	neuron 101188 (FANC:513791)
adult peripheral nervous system	overlaps	VFB_001028dm	neuron 101864 (FANC:516397)
adult ventral nerve cord	overlaps	VFB_001028dm	neuron 101864 (FANC:516397)
left side of organism	has_soma_location	VFB_001028dm	neuron 101864 (FANC:516397)
adult peripheral nervous system	overlaps	VFB_001027zg	neuron 102604 (FANC:510866)
adult ventral nerve cord	overlaps	VFB_001027zg	neuron 102604 (FANC:510866)
adult ventral prothoracic nerve	fasciculates_with	VFB_001027zg	neuron 102604 (FANC:510866)
left side of organism	has_soma_location	VFB_001027zg	neuron 102604 (FANC:510866)
adult peripheral nervous system	overlaps	VFB_0010292k	neuron 102612 (FANC:664500)
adult ventral nerve cord	overlaps	VFB_0010292k	neuron 102612 (FANC:664500)
left side of organism	has_soma_location	VFB_0010292k	neuron 102612 (FANC:664500)
adult peripheral nervous system	overlaps	VFB_001027zm	neuron 102630 (FANC:510945)
adult ventral nerve cord	overlaps	VFB_001027zm	neuron 102630 (FANC:510945)
adult ventral prothoracic nerve	fasciculates_with	VFB_001027zm	neuron 102630 (FANC:510945)
left side of organism	has_soma_location	VFB_001027zm	neuron 102630 (FANC:510945)
cell body rind along midline of adult ventral nerve cord	has_soma_location	VFB_001028lc	neuron 102912 (FANC:564284)
adult peripheral nervous system	overlaps	VFB_001027uf	neuron 103827 (FANC:499821)
adult ventral nerve cord	overlaps	VFB_001027uf	neuron 103827 (FANC:499821)
left side of organism	has_soma_location	VFB_001027uf	neuron 103827 (FANC:499821)
adult peripheral nervous system	overlaps	VFB_001027uj	neuron 103840 (FANC:499899)
adult ventral nerve cord	overlaps	VFB_001027uj	neuron 103840 (FANC:499899)
left side of organism	has_soma_location	VFB_001027uj	neuron 103840 (FANC:499899)
adult peripheral nervous system	overlaps	VFB_001027up	neuron 103876 (FANC:500001)
adult ventral nerve cord	overlaps	VFB_001027up	neuron 103876 (FANC:500001)
left side of organism	has_soma_location	VFB_001027up	neuron 103876 (FANC:500001)
adult peripheral nervous system	overlaps	VFB_001027ux	neuron 103947 (FANC:500154)
adult ventral nerve cord	overlaps	VFB_001027ux	neuron 103947 (FANC:500154)
left side of organism	has_soma_location	VFB_001027ux	neuron 103947 (FANC:500154)
adult peripheral nervous system	overlaps	VFB_001027v2	neuron 103961 (FANC:500248)
adult ventral nerve cord	overlaps	VFB_001027v2	neuron 103961 (FANC:500248)
left side of organism	has_soma_location	VFB_001027v2	neuron 103961 (FANC:500248)
adult peripheral nervous system	overlaps	VFB_001027v6	neuron 103969 (FANC:500327)
adult ventral nerve cord	overlaps	VFB_001027v6	neuron 103969 (FANC:500327)
left side of organism	has_soma_location	VFB_001027v6	neuron 103969 (FANC:500327)
adult peripheral nervous system	overlaps	VFB_001027v9	neuron 103985 (FANC:500374)
adult ventral nerve cord	overlaps	VFB_001027v9	neuron 103985 (FANC:500374)
left side of organism	has_soma_location	VFB_001027v9	neuron 103985 (FANC:500374)
adult peripheral nervous system	overlaps	VFB_001027vc	neuron 104008 (FANC:500428)
adult ventral nerve cord	overlaps	VFB_001027vc	neuron 104008 (FANC:500428)
left side of organism	has_soma_location	VFB_001027vc	neuron 104008 (FANC:500428)
adult peripheral nervous system	overlaps	VFB_001027vj	neuron 104037 (FANC:500542)
adult ventral nerve cord	overlaps	VFB_001027vj	neuron 104037 (FANC:500542)
left side of organism	has_soma_location	VFB_001027vj	neuron 104037 (FANC:500542)
adult peripheral nervous system	overlaps	VFB_001027vr	neuron 104067 (FANC:500669)
adult ventral nerve cord	overlaps	VFB_001027vr	neuron 104067 (FANC:500669)
left side of organism	has_soma_location	VFB_001027vr	neuron 104067 (FANC:500669)
adult peripheral nervous system	overlaps	VFB_001027wa	neuron 104107 (FANC:500987)
adult ventral nerve cord	overlaps	VFB_001027wa	neuron 104107 (FANC:500987)
left side of organism	has_soma_location	VFB_001027wa	neuron 104107 (FANC:500987)
adult peripheral nervous system	overlaps	VFB_001027wf	neuron 104136 (FANC:501067)
adult ventral nerve cord	overlaps	VFB_001027wf	neuron 104136 (FANC:501067)
left side of organism	has_soma_location	VFB_001027wf	neuron 104136 (FANC:501067)
adult peripheral nervous system	overlaps	VFB_001027wp	neuron 104165 (FANC:501256)
adult ventral nerve cord	overlaps	VFB_001027wp	neuron 104165 (FANC:501256)
left side of organism	has_soma_location	VFB_001027wp	neuron 104165 (FANC:501256)
left side of organism	has_soma_location	VFB_001028lj	neuron 104469 (FANC:565016)
adult peripheral nervous system	overlaps	VFB_001027o9	neuron 104949 (FANC:495278)
adult ventral nerve cord	overlaps	VFB_001027o9	neuron 104949 (FANC:495278)
left side of organism	has_soma_location	VFB_001027o9	neuron 104949 (FANC:495278)
adult peripheral nervous system	overlaps	VFB_001027oi	neuron 104976 (FANC:495443)
adult ventral nerve cord	overlaps	VFB_001027oi	neuron 104976 (FANC:495443)
left side of organism	has_soma_location	VFB_001027oi	neuron 104976 (FANC:495443)
adult peripheral nervous system	overlaps	VFB_001027p5	neuron 105045 (FANC:495866)
adult ventral nerve cord	overlaps	VFB_001027p5	neuron 105045 (FANC:495866)
left side of organism	has_soma_location	VFB_001027p5	neuron 105045 (FANC:495866)
adult peripheral nervous system	overlaps	VFB_001027pl	neuron 105095 (FANC:496147)
adult ventral nerve cord	overlaps	VFB_001027pl	neuron 105095 (FANC:496147)
left side of organism	has_soma_location	VFB_001027pl	neuron 105095 (FANC:496147)
adult peripheral nervous system	overlaps	VFB_001027pq	neuron 105123 (FANC:496329)
adult ventral nerve cord	overlaps	VFB_001027pq	neuron 105123 (FANC:496329)
left side of organism	has_soma_location	VFB_001027pq	neuron 105123 (FANC:496329)
adult peripheral nervous system	overlaps	VFB_001027qi	neuron 105214 (FANC:496805)
adult ventral nerve cord	overlaps	VFB_001027qi	neuron 105214 (FANC:496805)
left side of organism	has_soma_location	VFB_001027qi	neuron 105214 (FANC:496805)
adult peripheral nervous system	overlaps	VFB_001027qp	neuron 105245 (FANC:496921)
adult ventral nerve cord	overlaps	VFB_001027qp	neuron 105245 (FANC:496921)
left side of organism	has_soma_location	VFB_001027qp	neuron 105245 (FANC:496921)
adult peripheral nervous system	overlaps	VFB_001027r5	neuron 105272 (FANC:497434)
adult ventral nerve cord	overlaps	VFB_001027r5	neuron 105272 (FANC:497434)
left side of organism	has_soma_location	VFB_001027r5	neuron 105272 (FANC:497434)
adult peripheral nervous system	overlaps	VFB_001027r8	neuron 105286 (FANC:497635)
adult ventral nerve cord	overlaps	VFB_001027r8	neuron 105286 (FANC:497635)
left side of organism	has_soma_location	VFB_001027r8	neuron 105286 (FANC:497635)
adult peripheral nervous system	overlaps	VFB_001027r9	neuron 105292 (FANC:497651)
adult ventral nerve cord	overlaps	VFB_001027r9	neuron 105292 (FANC:497651)
left side of organism	has_soma_location	VFB_001027r9	neuron 105292 (FANC:497651)
adult peripheral nervous system	overlaps	VFB_001027ya	neuron 105348 (FANC:503568)
adult ventral nerve cord	overlaps	VFB_001027ya	neuron 105348 (FANC:503568)
left side of organism	has_soma_location	VFB_001027ya	neuron 105348 (FANC:503568)
adult peripheral nervous system	overlaps	VFB_001027ri	neuron 105362 (FANC:497833)
adult ventral nerve cord	overlaps	VFB_001027ri	neuron 105362 (FANC:497833)
left side of organism	has_soma_location	VFB_001027ri	neuron 105362 (FANC:497833)
adult peripheral nervous system	overlaps	VFB_001027v0	neuron 106004 (FANC:500215)
adult ventral nerve cord	overlaps	VFB_001027v0	neuron 106004 (FANC:500215)
left side of organism	has_soma_location	VFB_001027v0	neuron 106004 (FANC:500215)
adult peripheral nervous system	overlaps	VFB_001028em	neuron 106057 (FANC:517044)
adult ventral nerve cord	overlaps	VFB_001028em	neuron 106057 (FANC:517044)
left side of organism	has_soma_location	VFB_001028em	neuron 106057 (FANC:517044)
adult peripheral nervous system	overlaps	VFB_001027vg	neuron 106074 (FANC:500494)
adult ventral nerve cord	overlaps	VFB_001027vg	neuron 106074 (FANC:500494)
left side of organism	has_soma_location	VFB_001027vg	neuron 106074 (FANC:500494)
adult peripheral nervous system	overlaps	VFB_001027vh	neuron 106078 (FANC:500510)
adult ventral nerve cord	overlaps	VFB_001027vh	neuron 106078 (FANC:500510)
left side of organism	has_soma_location	VFB_001027vh	neuron 106078 (FANC:500510)
adult peripheral nervous system	overlaps	VFB_001027vw	neuron 106127 (FANC:500751)
adult ventral nerve cord	overlaps	VFB_001027vw	neuron 106127 (FANC:500751)
left side of organism	has_soma_location	VFB_001027vw	neuron 106127 (FANC:500751)
adult peripheral nervous system	overlaps	VFB_001027w4	neuron 106146 (FANC:500885)
adult ventral nerve cord	overlaps	VFB_001027w4	neuron 106146 (FANC:500885)
left side of organism	has_soma_location	VFB_001027w4	neuron 106146 (FANC:500885)
adult peripheral nervous system	overlaps	VFB_001027w8	neuron 106152 (FANC:500953)
adult ventral nerve cord	overlaps	VFB_001027w8	neuron 106152 (FANC:500953)
left side of organism	has_soma_location	VFB_001027w8	neuron 106152 (FANC:500953)
adult peripheral nervous system	overlaps	VFB_001027ws	neuron 106226 (FANC:501322)
adult ventral nerve cord	overlaps	VFB_001027ws	neuron 106226 (FANC:501322)
left side of organism	has_soma_location	VFB_001027ws	neuron 106226 (FANC:501322)
adult peripheral nervous system	overlaps	VFB_001027wt	neuron 106232 (FANC:501338)
adult ventral nerve cord	overlaps	VFB_001027wt	neuron 106232 (FANC:501338)
left side of organism	has_soma_location	VFB_001027wt	neuron 106232 (FANC:501338)
adult peripheral nervous system	overlaps	VFB_001027x5	neuron 106326 (FANC:501555)
adult ventral nerve cord	overlaps	VFB_001027x5	neuron 106326 (FANC:501555)
left side of organism	has_soma_location	VFB_001027x5	neuron 106326 (FANC:501555)
adult peripheral nervous system	overlaps	VFB_001027xr	neuron 106455 (FANC:501957)
adult ventral nerve cord	overlaps	VFB_001027xr	neuron 106455 (FANC:501957)
left side of organism	has_soma_location	VFB_001027xr	neuron 106455 (FANC:501957)
adult peripheral nervous system	overlaps	VFB_001027l7	neuron 106570 (FANC:493038)
adult ventral nerve cord	overlaps	VFB_001027l7	neuron 106570 (FANC:493038)
left side of organism	has_soma_location	VFB_001027l7	neuron 106570 (FANC:493038)
adult peripheral nervous system	overlaps	VFB_001027ly	neuron 106676 (FANC:493579)
adult ventral nerve cord	overlaps	VFB_001027ly	neuron 106676 (FANC:493579)
left side of organism	has_soma_location	VFB_001027ly	neuron 106676 (FANC:493579)
adult peripheral nervous system	overlaps	VFB_001027m3	neuron 106682 (FANC:493666)
adult ventral nerve cord	overlaps	VFB_001027m3	neuron 106682 (FANC:493666)
left side of organism	has_soma_location	VFB_001027m3	neuron 106682 (FANC:493666)
adult peripheral nervous system	overlaps	VFB_001027o3	neuron 106983 (FANC:495164)
adult ventral nerve cord	overlaps	VFB_001027o3	neuron 106983 (FANC:495164)
left side of organism	has_soma_location	VFB_001027o3	neuron 106983 (FANC:495164)
adult peripheral nervous system	overlaps	VFB_001027of	neuron 107021 (FANC:495388)
adult ventral nerve cord	overlaps	VFB_001027of	neuron 107021 (FANC:495388)
left side of organism	has_soma_location	VFB_001027of	neuron 107021 (FANC:495388)
adult peripheral nervous system	overlaps	VFB_001027oq	neuron 107038 (FANC:495577)
adult ventral nerve cord	overlaps	VFB_001027oq	neuron 107038 (FANC:495577)
left side of organism	has_soma_location	VFB_001027oq	neuron 107038 (FANC:495577)
adult peripheral nervous system	overlaps	VFB_001027p8	neuron 107097 (FANC:495918)
adult ventral nerve cord	overlaps	VFB_001027p8	neuron 107097 (FANC:495918)
left side of organism	has_soma_location	VFB_001027p8	neuron 107097 (FANC:495918)
adult peripheral nervous system	overlaps	VFB_001027pi	neuron 107132 (FANC:496095)
adult ventral nerve cord	overlaps	VFB_001027pi	neuron 107132 (FANC:496095)
left side of organism	has_soma_location	VFB_001027pi	neuron 107132 (FANC:496095)
adult peripheral nervous system	overlaps	VFB_001027q1	neuron 107217 (FANC:496514)
adult ventral nerve cord	overlaps	VFB_001027q1	neuron 107217 (FANC:496514)
left side of organism	has_soma_location	VFB_001027q1	neuron 107217 (FANC:496514)
adult peripheral nervous system	overlaps	VFB_001027q3	neuron 107222 (FANC:496545)
adult ventral nerve cord	overlaps	VFB_001027q3	neuron 107222 (FANC:496545)
left side of organism	has_soma_location	VFB_001027q3	neuron 107222 (FANC:496545)
adult peripheral nervous system	overlaps	VFB_001028hb	neuron 107303 (FANC:519310)
adult ventral nerve cord	overlaps	VFB_001028hb	neuron 107303 (FANC:519310)
adult peripheral nervous system	overlaps	VFB_001027r2	neuron 107314 (FANC:497353)
adult ventral nerve cord	overlaps	VFB_001027r2	neuron 107314 (FANC:497353)
left side of organism	has_soma_location	VFB_001027r2	neuron 107314 (FANC:497353)
adult peripheral nervous system	overlaps	VFB_001027ra	neuron 107348 (FANC:497667)
adult ventral nerve cord	overlaps	VFB_001027ra	neuron 107348 (FANC:497667)
left side of organism	has_soma_location	VFB_001027ra	neuron 107348 (FANC:497667)
adult peripheral nervous system	overlaps	VFB_0010287t	neuron 107372 (FANC:513908)
adult ventral nerve cord	overlaps	VFB_0010287t	neuron 107372 (FANC:513908)
left side of organism	has_soma_location	VFB_0010287t	neuron 107372 (FANC:513908)
adult peripheral nervous system	overlaps	VFB_0010287v	neuron 107378 (FANC:513933)
adult ventral nerve cord	overlaps	VFB_0010287v	neuron 107378 (FANC:513933)
left side of organism	has_soma_location	VFB_0010287v	neuron 107378 (FANC:513933)
adult peripheral nervous system	overlaps	VFB_0010289y	neuron 107572 (FANC:514656)
adult ventral nerve cord	overlaps	VFB_0010289y	neuron 107572 (FANC:514656)
left side of organism	has_soma_location	VFB_0010289y	neuron 107572 (FANC:514656)
adult peripheral nervous system	overlaps	VFB_001028gh	neuron 112539 (FANC:517914)
adult ventral nerve cord	overlaps	VFB_001028gh	neuron 112539 (FANC:517914)
left side of organism	has_soma_location	VFB_001028gh	neuron 112539 (FANC:517914)
adult peripheral nervous system	overlaps	VFB_001027xc	neuron 112544 (FANC:501706)
adult ventral nerve cord	overlaps	VFB_001027xc	neuron 112544 (FANC:501706)
left side of organism	has_soma_location	VFB_001027xc	neuron 112544 (FANC:501706)
adult peripheral nervous system	overlaps	VFB_001027xl	neuron 112576 (FANC:501857)
adult ventral nerve cord	overlaps	VFB_001027xl	neuron 112576 (FANC:501857)
left side of organism	has_soma_location	VFB_001027xl	neuron 112576 (FANC:501857)
adult peripheral nervous system	overlaps	VFB_001027lx	neuron 99449 (FANC:493560)
adult ventral nerve cord	overlaps	VFB_001027lx	neuron 99449 (FANC:493560)
right side of organism	has_soma_location	VFB_001027lx	neuron 99449 (FANC:493560)
adult peripheral nervous system	overlaps	VFB_001027m5	neuron 99843 (FANC:493703)
adult ventral nerve cord	overlaps	VFB_001027m5	neuron 99843 (FANC:493703)
