object	relation	subject_id	subject_name
adult ventral nerve cord	overlaps	VFB_0010284m	neuron 14898 (FANC:512767)
left side of organism	has_soma_location	VFB_0010284m	neuron 14898 (FANC:512767)
adult dorsal prothoracic nerve	fasciculates_with	VFB_0010284p	neuron 14906 (FANC:512810)
adult peripheral nervous system	overlaps	VFB_0010284p	neuron 14906 (FANC:512810)
adult ventral nerve cord	overlaps	VFB_0010284p	neuron 14906 (FANC:512810)
left side of organism	has_soma_location	VFB_0010284p	neuron 14906 (FANC:512810)
adult peripheral nervous system	overlaps	VFB_001027p9	neuron 14940 (FANC:495934)
adult ventral nerve cord	overlaps	VFB_001027p9	neuron 14940 (FANC:495934)
right side of organism	has_soma_location	VFB_001027p9	neuron 14940 (FANC:495934)
adult peripheral nervous system	overlaps	VFB_001027pc	neuron 14949 (FANC:495995)
adult ventral nerve cord	overlaps	VFB_001027pc	neuron 14949 (FANC:495995)
right side of organism	has_soma_location	VFB_001027pc	neuron 14949 (FANC:495995)
adult peripheral nervous system	overlaps	VFB_0010284x	neuron 14970 (FANC:512920)
adult ventral nerve cord	overlaps	VFB_0010284x	neuron 14970 (FANC:512920)
right side of organism	has_soma_location	VFB_0010284x	neuron 14970 (FANC:512920)
adult peripheral nervous system	overlaps	VFB_0010285p	neuron 15048 (FANC:513142)
adult ventral nerve cord	overlaps	VFB_0010285p	neuron 15048 (FANC:513142)
right side of organism	has_soma_location	VFB_0010285p	neuron 15048 (FANC:513142)
adult peripheral nervous system	overlaps	VFB_001027qe	neuron 15084 (FANC:496738)
adult ventral nerve cord	has_presynaptic_terminal_in	VFB_001027qe	neuron 15084 (FANC:496738)
adult ventral nerve cord	overlaps	VFB_001027qe	neuron 15084 (FANC:496738)
left side of organism	has_soma_location	VFB_001027qe	neuron 15084 (FANC:496738)
adult dorsal prothoracic nerve	fasciculates_with	VFB_0010286p	neuron 15099 (FANC:513517)
adult peripheral nervous system	overlaps	VFB_0010286p	neuron 15099 (FANC:513517)
adult ventral nerve cord	overlaps	VFB_0010286p	neuron 15099 (FANC:513517)
left side of organism	has_soma_location	VFB_0010286p	neuron 15099 (FANC:513517)
adult dorsal prothoracic nerve	fasciculates_with	VFB_0010286v	neuron 15126 (FANC:513594)
adult peripheral nervous system	overlaps	VFB_0010286v	neuron 15126 (FANC:513594)
adult ventral nerve cord	overlaps	VFB_0010286v	neuron 15126 (FANC:513594)
left side of organism	has_soma_location	VFB_0010286v	neuron 15126 (FANC:513594)
adult dorsal prothoracic nerve	fasciculates_with	VFB_0010287e	neuron 15164 (FANC:513715)
adult peripheral nervous system	overlaps	VFB_0010287e	neuron 15164 (FANC:513715)
adult ventral nerve cord	overlaps	VFB_0010287e	neuron 15164 (FANC:513715)
left side of organism	has_soma_location	VFB_0010287e	neuron 15164 (FANC:513715)
adult peripheral nervous system	overlaps	VFB_001027rd	neuron 15213 (FANC:497725)
adult ventral nerve cord	overlaps	VFB_001027rd	neuron 15213 (FANC:497725)
right side of organism	has_soma_location	VFB_001027rd	neuron 15213 (FANC:497725)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027k9	neuron 15499 (FANC:492407)
adult peripheral nervous system	overlaps	VFB_001027k9	neuron 15499 (FANC:492407)
adult ventral nerve cord	overlaps	VFB_001027k9	neuron 15499 (FANC:492407)
left side of organism	has_soma_location	VFB_001027k9	neuron 15499 (FANC:492407)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027ka	neuron 15505 (FANC:492425)
adult peripheral nervous system	overlaps	VFB_001027ka	neuron 15505 (FANC:492425)
adult ventral nerve cord	overlaps	VFB_001027ka	neuron 15505 (FANC:492425)
left side of organism	has_soma_location	VFB_001027ka	neuron 15505 (FANC:492425)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027kb	neuron 15511 (FANC:492448)
adult peripheral nervous system	overlaps	VFB_001027kb	neuron 15511 (FANC:492448)
adult ventral nerve cord	overlaps	VFB_001027kb	neuron 15511 (FANC:492448)
left side of organism	has_soma_location	VFB_001027kb	neuron 15511 (FANC:492448)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027kc	neuron 15517 (FANC:492467)
adult peripheral nervous system	overlaps	VFB_001027kc	neuron 15517 (FANC:492467)
adult ventral nerve cord	overlaps	VFB_001027kc	neuron 15517 (FANC:492467)
left side of organism	has_soma_location	VFB_001027kc	neuron 15517 (FANC:492467)
adult peripheral nervous system	overlaps	VFB_001027u0	neuron 15680 (FANC:499541)
adult ventral nerve cord	overlaps	VFB_001027u0	neuron 15680 (FANC:499541)
right side of organism	has_soma_location	VFB_001027u0	neuron 15680 (FANC:499541)
adult peripheral nervous system	overlaps	VFB_001028kj	neuron 16012 (FANC:547928)
adult ventral nerve cord	overlaps	VFB_001028kj	neuron 16012 (FANC:547928)
left side of organism	has_soma_location	VFB_001028kj	neuron 16012 (FANC:547928)
adult peripheral nervous system	overlaps	VFB_001027vy	neuron 16026 (FANC:500783)
adult ventral nerve cord	overlaps	VFB_001027vy	neuron 16026 (FANC:500783)
right side of organism	has_soma_location	VFB_001027vy	neuron 16026 (FANC:500783)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001028fd	neuron 16041 (FANC:517405)
adult peripheral nervous system	overlaps	VFB_001028fd	neuron 16041 (FANC:517405)
adult ventral nerve cord	overlaps	VFB_001028fd	neuron 16041 (FANC:517405)
right side of organism	has_soma_location	VFB_001028fd	neuron 16041 (FANC:517405)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001028fe	neuron 16046 (FANC:517417)
adult peripheral nervous system	overlaps	VFB_001028fe	neuron 16046 (FANC:517417)
adult ventral nerve cord	overlaps	VFB_001028fe	neuron 16046 (FANC:517417)
right side of organism	has_soma_location	VFB_001028fe	neuron 16046 (FANC:517417)
adult peripheral nervous system	overlaps	VFB_001028ff	neuron 16050 (FANC:517431)
adult ventral nerve cord	overlaps	VFB_001028ff	neuron 16050 (FANC:517431)
right side of organism	has_soma_location	VFB_001028ff	neuron 16050 (FANC:517431)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001028fh	neuron 16055 (FANC:517458)
adult peripheral nervous system	overlaps	VFB_001028fh	neuron 16055 (FANC:517458)
adult ventral nerve cord	overlaps	VFB_001028fh	neuron 16055 (FANC:517458)
right side of organism	has_soma_location	VFB_001028fh	neuron 16055 (FANC:517458)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001028fl	neuron 16071 (FANC:517508)
adult peripheral nervous system	overlaps	VFB_001028fl	neuron 16071 (FANC:517508)
adult ventral nerve cord	overlaps	VFB_001028fl	neuron 16071 (FANC:517508)
right side of organism	has_soma_location	VFB_001028fl	neuron 16071 (FANC:517508)
adult peripheral nervous system	overlaps	VFB_001027x4	neuron 16185 (FANC:501534)
adult ventral nerve cord	overlaps	VFB_001027x4	neuron 16185 (FANC:501534)
right side of organism	has_soma_location	VFB_001027x4	neuron 16185 (FANC:501534)
adult peripheral nervous system	overlaps	VFB_001027x6	neuron 16218 (FANC:501572)
adult ventral nerve cord	overlaps	VFB_001027x6	neuron 16218 (FANC:501572)
right side of organism	has_soma_location	VFB_001027x6	neuron 16218 (FANC:501572)
adult peripheral nervous system	overlaps	VFB_001027x7	neuron 16223 (FANC:501589)
adult ventral nerve cord	overlaps	VFB_001027x7	neuron 16223 (FANC:501589)
right side of organism	has_soma_location	VFB_001027x7	neuron 16223 (FANC:501589)
adult peripheral nervous system	overlaps	VFB_001027xa	neuron 16242 (FANC:501642)
adult ventral nerve cord	overlaps	VFB_001027xa	neuron 16242 (FANC:501642)
right side of organism	has_soma_location	VFB_001027xa	neuron 16242 (FANC:501642)
adult peripheral nervous system	overlaps	VFB_001027ze	neuron 16582 (FANC:510837)
adult ventral nerve cord	overlaps	VFB_001027ze	neuron 16582 (FANC:510837)
right side of organism	has_soma_location	VFB_001027ze	neuron 16582 (FANC:510837)
adult peripheral nervous system	overlaps	VFB_0010280e	neuron 16682 (FANC:511204)
adult ventral nerve cord	overlaps	VFB_0010280e	neuron 16682 (FANC:511204)
right side of organism	has_soma_location	VFB_0010280e	neuron 16682 (FANC:511204)
adult peripheral nervous system	overlaps	VFB_0010280q	neuron 16705 (FANC:511377)
adult ventral nerve cord	overlaps	VFB_0010280q	neuron 16705 (FANC:511377)
right side of organism	has_soma_location	VFB_0010280q	neuron 16705 (FANC:511377)
adult peripheral nervous system	overlaps	VFB_0010281p	neuron 16755 (FANC:511733)
adult ventral nerve cord	overlaps	VFB_0010281p	neuron 16755 (FANC:511733)
right side of organism	has_soma_location	VFB_0010281p	neuron 16755 (FANC:511733)
adult peripheral nervous system	overlaps	VFB_0010281s	neuron 16760 (FANC:511772)
adult ventral nerve cord	overlaps	VFB_0010281s	neuron 16760 (FANC:511772)
right side of organism	has_soma_location	VFB_0010281s	neuron 16760 (FANC:511772)
adult peripheral nervous system	overlaps	VFB_001027n6	neuron 16765 (FANC:494330)
adult ventral nerve cord	overlaps	VFB_001027n6	neuron 16765 (FANC:494330)
right side of organism	has_soma_location	VFB_001027n6	neuron 16765 (FANC:494330)
adult peripheral nervous system	overlaps	VFB_001027n8	neuron 16770 (FANC:494367)
adult ventral nerve cord	overlaps	VFB_001027n8	neuron 16770 (FANC:494367)
right side of organism	has_soma_location	VFB_001027n8	neuron 16770 (FANC:494367)
adult peripheral nervous system	overlaps	VFB_001027ne	neuron 16802 (FANC:494483)
adult ventral nerve cord	overlaps	VFB_001027ne	neuron 16802 (FANC:494483)
right side of organism	has_soma_location	VFB_001027ne	neuron 16802 (FANC:494483)
adult peripheral nervous system	overlaps	VFB_001027ni	neuron 16811 (FANC:494564)
adult ventral nerve cord	overlaps	VFB_001027ni	neuron 16811 (FANC:494564)
left side of organism	has_soma_location	VFB_001027ni	neuron 16811 (FANC:494564)
adult peripheral nervous system	overlaps	VFB_0010282q	neuron 16829 (FANC:512106)
adult ventral nerve cord	overlaps	VFB_0010282q	neuron 16829 (FANC:512106)
left side of organism	has_soma_location	VFB_0010282q	neuron 16829 (FANC:512106)
adult peripheral nervous system	overlaps	VFB_0010282t	neuron 16833 (FANC:512151)
adult ventral nerve cord	overlaps	VFB_0010282t	neuron 16833 (FANC:512151)
left side of organism	has_soma_location	VFB_0010282t	neuron 16833 (FANC:512151)
adult dorsal prothoracic nerve	fasciculates_with	VFB_0010283a	neuron 16851 (FANC:512249)
adult peripheral nervous system	overlaps	VFB_0010283a	neuron 16851 (FANC:512249)
adult ventral nerve cord	overlaps	VFB_0010283a	neuron 16851 (FANC:512249)
left side of organism	has_soma_location	VFB_0010283a	neuron 16851 (FANC:512249)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027nv	neuron 16857 (FANC:495004)
adult peripheral nervous system	overlaps	VFB_001027nv	neuron 16857 (FANC:495004)
adult ventral nerve cord	overlaps	VFB_001027nv	neuron 16857 (FANC:495004)
left side of organism	has_soma_location	VFB_001027nv	neuron 16857 (FANC:495004)
adult dorsal prothoracic nerve	fasciculates_with	VFB_0010283k	neuron 16874 (FANC:512380)
adult peripheral nervous system	overlaps	VFB_0010283k	neuron 16874 (FANC:512380)
adult ventral nerve cord	overlaps	VFB_0010283k	neuron 16874 (FANC:512380)
left side of organism	has_soma_location	VFB_0010283k	neuron 16874 (FANC:512380)
adult dorsal prothoracic nerve	fasciculates_with	VFB_0010283q	neuron 16880 (FANC:512463)
adult peripheral nervous system	overlaps	VFB_0010283q	neuron 16880 (FANC:512463)
adult ventral nerve cord	overlaps	VFB_0010283q	neuron 16880 (FANC:512463)
left side of organism	has_soma_location	VFB_0010283q	neuron 16880 (FANC:512463)
adult peripheral nervous system	overlaps	VFB_001027s6	neuron 17387 (FANC:498281)
adult ventral nerve cord	overlaps	VFB_001027s6	neuron 17387 (FANC:498281)
adult ventral prothoracic nerve	fasciculates_with	VFB_001027s6	neuron 17387 (FANC:498281)
right side of organism	has_soma_location	VFB_001027s6	neuron 17387 (FANC:498281)
adult peripheral nervous system	overlaps	VFB_001028bo	neuron 17665 (FANC:515472)
adult ventral nerve cord	overlaps	VFB_001028bo	neuron 17665 (FANC:515472)
right side of organism	has_soma_location	VFB_001028bo	neuron 17665 (FANC:515472)
adult peripheral nervous system	overlaps	VFB_001028ca	neuron 17765 (FANC:515755)
adult ventral nerve cord	overlaps	VFB_001028ca	neuron 17765 (FANC:515755)
right side of organism	has_soma_location	VFB_001028ca	neuron 17765 (FANC:515755)
adult peripheral nervous system	overlaps	VFB_001028do	neuron 17898 (FANC:516422)
adult ventral nerve cord	overlaps	VFB_001028do	neuron 17898 (FANC:516422)
left side of organism	has_soma_location	VFB_001028do	neuron 17898 (FANC:516422)
adult peripheral nervous system	overlaps	VFB_001027vf	neuron 18000 (FANC:500477)
adult ventral nerve cord	overlaps	VFB_001027vf	neuron 18000 (FANC:500477)
right side of organism	has_soma_location	VFB_001027vf	neuron 18000 (FANC:500477)
adult peripheral nervous system	overlaps	VFB_001027vl	neuron 18026 (FANC:500574)
adult ventral nerve cord	overlaps	VFB_001027vl	neuron 18026 (FANC:500574)
right side of organism	has_soma_location	VFB_001027vl	neuron 18026 (FANC:500574)
adult peripheral nervous system	overlaps	VFB_001027vn	neuron 18035 (FANC:500605)
adult ventral nerve cord	overlaps	VFB_001027vn	neuron 18035 (FANC:500605)
right side of organism	has_soma_location	VFB_001027vn	neuron 18035 (FANC:500605)
adult peripheral nervous system	overlaps	VFB_001027wy	neuron 18191 (FANC:501442)
adult ventral nerve cord	overlaps	VFB_001027wy	neuron 18191 (FANC:501442)
right side of organism	has_soma_location	VFB_001027wy	neuron 18191 (FANC:501442)
adult peripheral nervous system	overlaps	VFB_001027wz	neuron 18195 (FANC:501457)
adult ventral nerve cord	overlaps	VFB_001027wz	neuron 18195 (FANC:501457)
right side of organism	has_soma_location	VFB_001027wz	neuron 18195 (FANC:501457)
adult peripheral nervous system	overlaps	VFB_001027x1	neuron 18202 (FANC:501488)
adult ventral nerve cord	overlaps	VFB_001027x1	neuron 18202 (FANC:501488)
right side of organism	has_soma_location	VFB_001027x1	neuron 18202 (FANC:501488)
adult peripheral nervous system	overlaps	VFB_001027x2	neuron 18206 (FANC:501503)
adult ventral nerve cord	overlaps	VFB_001027x2	neuron 18206 (FANC:501503)
right side of organism	has_soma_location	VFB_001027x2	neuron 18206 (FANC:501503)
adult peripheral nervous system	overlaps	VFB_001027x3	neuron 18216 (FANC:501519)
adult ventral nerve cord	overlaps	VFB_001027x3	neuron 18216 (FANC:501519)
right side of organism	has_soma_location	VFB_001027x3	neuron 18216 (FANC:501519)
adult peripheral nervous system	overlaps	VFB_001027xd	neuron 18342 (FANC:501722)
adult ventral nerve cord	overlaps	VFB_001027xd	neuron 18342 (FANC:501722)
right side of organism	has_soma_location	VFB_001027xd	neuron 18342 (FANC:501722)
adult peripheral nervous system	overlaps	VFB_001027xf	neuron 18351 (FANC:501752)
adult ventral nerve cord	overlaps	VFB_001027xf	neuron 18351 (FANC:501752)
right side of organism	has_soma_location	VFB_001027xf	neuron 18351 (FANC:501752)
adult peripheral nervous system	overlaps	VFB_001027xh	neuron 18360 (FANC:501795)
adult ventral nerve cord	overlaps	VFB_001027xh	neuron 18360 (FANC:501795)
right side of organism	has_soma_location	VFB_001027xh	neuron 18360 (FANC:501795)
adult peripheral nervous system	overlaps	VFB_001027xk	neuron 18369 (FANC:501842)
adult ventral nerve cord	overlaps	VFB_001027xk	neuron 18369 (FANC:501842)
right side of organism	has_soma_location	VFB_001027xk	neuron 18369 (FANC:501842)
adult peripheral nervous system	overlaps	VFB_001027xo	neuron 18378 (FANC:501905)
adult ventral nerve cord	overlaps	VFB_001027xo	neuron 18378 (FANC:501905)
right side of organism	has_soma_location	VFB_001027xo	neuron 18378 (FANC:501905)
adult peripheral nervous system	overlaps	VFB_001027xs	neuron 18392 (FANC:501973)
adult ventral nerve cord	overlaps	VFB_001027xs	neuron 18392 (FANC:501973)
right side of organism	has_soma_location	VFB_001027xs	neuron 18392 (FANC:501973)
adult peripheral nervous system	overlaps	VFB_001027xw	neuron 18401 (FANC:502046)
adult ventral nerve cord	overlaps	VFB_001027xw	neuron 18401 (FANC:502046)
right side of organism	has_soma_location	VFB_001027xw	neuron 18401 (FANC:502046)
adult peripheral nervous system	overlaps	VFB_001027y1	neuron 18415 (FANC:502165)
adult ventral nerve cord	overlaps	VFB_001027y1	neuron 18415 (FANC:502165)
right side of organism	has_soma_location	VFB_001027y1	neuron 18415 (FANC:502165)
adult peripheral nervous system	overlaps	VFB_001027ok	neuron 18424 (FANC:495476)
adult ventral nerve cord	overlaps	VFB_001027ok	neuron 18424 (FANC:495476)
right side of organism	has_soma_location	VFB_001027ok	neuron 18424 (FANC:495476)
adult peripheral nervous system	overlaps	VFB_001027kw	neuron 18433 (FANC:492810)
adult ventral nerve cord	overlaps	VFB_001027kw	neuron 18433 (FANC:492810)
left side of organism	has_soma_location	VFB_001027kw	neuron 18433 (FANC:492810)
adult peripheral nervous system	overlaps	VFB_001027ky	neuron 18438 (FANC:492851)
adult ventral nerve cord	overlaps	VFB_001027ky	neuron 18438 (FANC:492851)
left side of organism	has_soma_location	VFB_001027ky	neuron 18438 (FANC:492851)
adult peripheral nervous system	overlaps	VFB_001027l0	neuron 18450 (FANC:492896)
adult ventral nerve cord	overlaps	VFB_001027l0	neuron 18450 (FANC:492896)
left side of organism	has_soma_location	VFB_001027l0	neuron 18450 (FANC:492896)
adult peripheral nervous system	overlaps	VFB_001027l1	neuron 18455 (FANC:492912)
adult ventral nerve cord	overlaps	VFB_001027l1	neuron 18455 (FANC:492912)
left side of organism	has_soma_location	VFB_001027l1	neuron 18455 (FANC:492912)
adult peripheral nervous system	overlaps	VFB_001027ye	neuron 18460 (FANC:510337)
adult ventral nerve cord	overlaps	VFB_001027ye	neuron 18460 (FANC:510337)
left side of organism	has_soma_location	VFB_001027ye	neuron 18460 (FANC:510337)
adult peripheral nervous system	overlaps	VFB_001027yl	neuron 18517 (FANC:510455)
adult ventral nerve cord	overlaps	VFB_001027yl	neuron 18517 (FANC:510455)
left side of organism	has_soma_location	VFB_001027yl	neuron 18517 (FANC:510455)
adult peripheral nervous system	overlaps	VFB_001027la	neuron 18544 (FANC:493091)
adult ventral nerve cord	overlaps	VFB_001027la	neuron 18544 (FANC:493091)
right side of organism	has_soma_location	VFB_001027la	neuron 18544 (FANC:493091)
adult peripheral nervous system	overlaps	VFB_001027lc	neuron 18554 (FANC:493133)
adult ventral nerve cord	overlaps	VFB_001027lc	neuron 18554 (FANC:493133)
right side of organism	has_soma_location	VFB_001027lc	neuron 18554 (FANC:493133)
adult peripheral nervous system	overlaps	VFB_001027le	neuron 18563 (FANC:493167)
adult ventral nerve cord	overlaps	VFB_001027le	neuron 18563 (FANC:493167)
right side of organism	has_soma_location	VFB_001027le	neuron 18563 (FANC:493167)
adult peripheral nervous system	overlaps	VFB_001027lj	neuron 18572 (FANC:493274)
adult ventral nerve cord	overlaps	VFB_001027lj	neuron 18572 (FANC:493274)
right side of organism	has_soma_location	VFB_001027lj	neuron 18572 (FANC:493274)
adult peripheral nervous system	overlaps	VFB_001027ll	neuron 18581 (FANC:493314)
adult ventral nerve cord	overlaps	VFB_001027ll	neuron 18581 (FANC:493314)
right side of organism	has_soma_location	VFB_001027ll	neuron 18581 (FANC:493314)
adult peripheral nervous system	overlaps	VFB_001027lo	neuron 18590 (FANC:493369)
adult ventral nerve cord	overlaps	VFB_001027lo	neuron 18590 (FANC:493369)
right side of organism	has_soma_location	VFB_001027lo	neuron 18590 (FANC:493369)
adult peripheral nervous system	overlaps	VFB_001027lt	neuron 18599 (FANC:493479)
adult ventral nerve cord	overlaps	VFB_001027lt	neuron 18599 (FANC:493479)
right side of organism	has_soma_location	VFB_001027lt	neuron 18599 (FANC:493479)
adult peripheral nervous system	overlaps	VFB_001027lw	neuron 18608 (FANC:493544)
adult ventral nerve cord	overlaps	VFB_001027lw	neuron 18608 (FANC:493544)
right side of organism	has_soma_location	VFB_001027lw	neuron 18608 (FANC:493544)
adult peripheral nervous system	overlaps	VFB_001027m0	neuron 18617 (FANC:493614)
adult ventral nerve cord	overlaps	VFB_001027m0	neuron 18617 (FANC:493614)
right side of organism	has_soma_location	VFB_001027m0	neuron 18617 (FANC:493614)
adult peripheral nervous system	overlaps	VFB_001027m4	neuron 18623 (FANC:493684)
adult ventral nerve cord	overlaps	VFB_001027m4	neuron 18623 (FANC:493684)
right side of organism	has_soma_location	VFB_001027m4	neuron 18623 (FANC:493684)
adult peripheral nervous system	overlaps	VFB_0010286z	neuron 19247 (FANC:513647)
adult ventral nerve cord	overlaps	VFB_0010286z	neuron 19247 (FANC:513647)
left side of organism	has_soma_location	VFB_0010286z	neuron 19247 (FANC:513647)
adult peripheral nervous system	overlaps	VFB_0010287a	neuron 19255 (FANC:513661)
adult ventral nerve cord	overlaps	VFB_0010287a	neuron 19255 (FANC:513661)
left side of organism	has_soma_location	VFB_0010287a	neuron 19255 (FANC:513661)
adult peripheral nervous system	overlaps	VFB_0010287j	neuron 19270 (FANC:513777)
adult ventral nerve cord	overlaps	VFB_0010287j	neuron 19270 (FANC:513777)
left side of organism	has_soma_location	VFB_0010287j	neuron 19270 (FANC:513777)
adult peripheral nervous system	overlaps	VFB_0010288b	neuron 19363 (FANC:514009)
adult ventral nerve cord	overlaps	VFB_0010288b	neuron 19363 (FANC:514009)
left side of organism	has_soma_location	VFB_0010288b	neuron 19363 (FANC:514009)
adult peripheral nervous system	overlaps	VFB_0010288d	neuron 19367 (FANC:514035)
adult ventral nerve cord	overlaps	VFB_0010288d	neuron 19367 (FANC:514035)
left side of organism	has_soma_location	VFB_0010288d	neuron 19367 (FANC:514035)
adult peripheral nervous system	overlaps	VFB_0010288e	neuron 19372 (FANC:514049)
adult ventral nerve cord	overlaps	VFB_0010288e	neuron 19372 (FANC:514049)
left side of organism	has_soma_location	VFB_0010288e	neuron 19372 (FANC:514049)
adult peripheral nervous system	overlaps	VFB_0010288j	neuron 19386 (FANC:514113)
adult ventral nerve cord	overlaps	VFB_0010288j	neuron 19386 (FANC:514113)
left side of organism	has_soma_location	VFB_0010288j	neuron 19386 (FANC:514113)
adult peripheral nervous system	overlaps	VFB_0010288r	neuron 19405 (FANC:514215)
adult ventral nerve cord	overlaps	VFB_0010288r	neuron 19405 (FANC:514215)
left side of organism	has_soma_location	VFB_0010288r	neuron 19405 (FANC:514215)
adult peripheral nervous system	overlaps	VFB_0010288u	neuron 19412 (FANC:514258)
adult ventral nerve cord	overlaps	VFB_0010288u	neuron 19412 (FANC:514258)
left side of organism	has_soma_location	VFB_0010288u	neuron 19412 (FANC:514258)
adult peripheral nervous system	overlaps	VFB_0010288x	neuron 19417 (FANC:514297)
adult ventral nerve cord	overlaps	VFB_0010288x	neuron 19417 (FANC:514297)
left side of organism	has_soma_location	VFB_0010288x	neuron 19417 (FANC:514297)
adult peripheral nervous system	overlaps	VFB_0010289a	neuron 19424 (FANC:514343)
adult ventral nerve cord	overlaps	VFB_0010289a	neuron 19424 (FANC:514343)
left side of organism	has_soma_location	VFB_0010289a	neuron 19424 (FANC:514343)
adult peripheral nervous system	overlaps	VFB_0010289e	neuron 19444 (FANC:514396)
adult ventral nerve cord	overlaps	VFB_0010289e	neuron 19444 (FANC:514396)
left side of organism	has_soma_location	VFB_0010289e	neuron 19444 (FANC:514396)
adult peripheral nervous system	overlaps	VFB_0010289i	neuron 19451 (FANC:514447)
adult ventral nerve cord	overlaps	VFB_0010289i	neuron 19451 (FANC:514447)
left side of organism	has_soma_location	VFB_0010289i	neuron 19451 (FANC:514447)
adult peripheral nervous system	overlaps	VFB_0010289m	neuron 19458 (FANC:514499)
adult ventral nerve cord	overlaps	VFB_0010289m	neuron 19458 (FANC:514499)
left side of organism	has_soma_location	VFB_0010289m	neuron 19458 (FANC:514499)
adult peripheral nervous system	overlaps	VFB_001028es	neuron 20068 (FANC:517119)
adult ventral nerve cord	overlaps	VFB_001028es	neuron 20068 (FANC:517119)
left side of organism	has_soma_location	VFB_001028es	neuron 20068 (FANC:517119)
adult peripheral nervous system	overlaps	VFB_001028eu	neuron 20075 (FANC:517147)
adult ventral nerve cord	overlaps	VFB_001028eu	neuron 20075 (FANC:517147)
left side of organism	has_soma_location	VFB_001028eu	neuron 20075 (FANC:517147)
adult peripheral nervous system	overlaps	VFB_001028ez	neuron 20085 (FANC:517215)
adult ventral nerve cord	overlaps	VFB_001028ez	neuron 20085 (FANC:517215)
left side of organism	has_soma_location	VFB_001028ez	neuron 20085 (FANC:517215)
adult peripheral nervous system	overlaps	VFB_001028f6	neuron 20114 (FANC:517314)
adult ventral nerve cord	overlaps	VFB_001028f6	neuron 20114 (FANC:517314)
left side of organism	has_soma_location	VFB_001028f6	neuron 20114 (FANC:517314)
adult peripheral nervous system	overlaps	VFB_001028f8	neuron 20121 (FANC:517339)
adult ventral nerve cord	overlaps	VFB_001028f8	neuron 20121 (FANC:517339)
left side of organism	has_soma_location	VFB_001028f8	neuron 20121 (FANC:517339)
adult peripheral nervous system	overlaps	VFB_0010281j	neuron 20840 (FANC:511643)
adult ventral nerve cord	overlaps	VFB_0010281j	neuron 20840 (FANC:511643)
left side of organism	has_soma_location	VFB_0010281j	neuron 20840 (FANC:511643)
adult peripheral nervous system	overlaps	VFB_0010281o	neuron 20848 (FANC:511719)
adult ventral nerve cord	overlaps	VFB_0010281o	neuron 20848 (FANC:511719)
left side of organism	has_soma_location	VFB_0010281o	neuron 20848 (FANC:511719)
adult peripheral nervous system	overlaps	VFB_0010281r	neuron 20855 (FANC:511759)
adult ventral nerve cord	overlaps	VFB_0010281r	neuron 20855 (FANC:511759)
left side of organism	has_soma_location	VFB_0010281r	neuron 20855 (FANC:511759)
adult peripheral nervous system	overlaps	VFB_0010281y	neuron 20867 (FANC:511851)
adult ventral nerve cord	overlaps	VFB_0010281y	neuron 20867 (FANC:511851)
left side of organism	has_soma_location	VFB_0010281y	neuron 20867 (FANC:511851)
adult peripheral nervous system	overlaps	VFB_0010282e	neuron 20890 (FANC:511935)
adult ventral nerve cord	overlaps	VFB_0010282e	neuron 20890 (FANC:511935)
left side of organism	has_soma_location	VFB_0010282e	neuron 20890 (FANC:511935)
adult peripheral nervous system	overlaps	VFB_0010282o	neuron 20918 (FANC:512068)
adult ventral nerve cord	overlaps	VFB_0010282o	neuron 20918 (FANC:512068)
bilateral	has_characteristic	VFB_0010282o	neuron 20918 (FANC:512068)
left side of organism	has_soma_location	VFB_0010282o	neuron 20918 (FANC:512068)
adult peripheral nervous system	overlaps	VFB_0010282r	neuron 20926 (FANC:512119)
adult ventral nerve cord	overlaps	VFB_0010282r	neuron 20926 (FANC:512119)
left side of organism	has_soma_location	VFB_0010282r	neuron 20926 (FANC:512119)
adult peripheral nervous system	overlaps	VFB_0010282w	neuron 20937 (FANC:512192)
adult ventral nerve cord	overlaps	VFB_0010282w	neuron 20937 (FANC:512192)
left side of organism	has_soma_location	VFB_0010282w	neuron 20937 (FANC:512192)
adult peripheral nervous system	overlaps	VFB_0010283c	neuron 20950 (FANC:512277)
adult ventral nerve cord	overlaps	VFB_0010283c	neuron 20950 (FANC:512277)
left side of organism	has_soma_location	VFB_0010283c	neuron 20950 (FANC:512277)
adult peripheral nervous system	overlaps	VFB_0010283e	neuron 20957 (FANC:512303)
adult ventral nerve cord	overlaps	VFB_0010283e	neuron 20957 (FANC:512303)
left side of organism	has_soma_location	VFB_0010283e	neuron 20957 (FANC:512303)
adult peripheral nervous system	overlaps	VFB_0010283j	neuron 20969 (FANC:512367)
adult ventral nerve cord	overlaps	VFB_0010283j	neuron 20969 (FANC:512367)
left side of organism	has_soma_location	VFB_0010283j	neuron 20969 (FANC:512367)
adult peripheral nervous system	overlaps	VFB_0010283r	neuron 20976 (FANC:512476)
